No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
23,C.J. Henderson,22,CB,8,8,204,6-1,Florida,9/30/1998,Rook,3,Jacksonville Jaguars / 1st / 9th pick / 2020,$610000,HendCJ00
37,Tre Herndon,24,CB,16,12,185,5-11,Vanderbilt,3/5/1996,2,4,,$750000,HernTr00
44,Myles Jack,25,OLB,14,14,244,6-1,UCLA,9/3/1995,4,6,Jacksonville Jaguars / 2nd / 36th pick / 2016,$12750000,JackMy00
48,Leon Jacobs,25,OLB,3,2,245,6-2,Wisconsin,10/3/1995,2,1,Jacksonville Jaguars / 7th / 230th pick / 2018,$502942,JacoLe00
98,Timmy Jernigan,28,DT,3,0,295,6-2,Florida St.,9/24/1992,6,0,Baltimore Ravens / 2nd / 48th pick / 2014,$910000,JernTi00
19,Collin Johnson,23,WR,14,0,222,6-6,Texas,9/23/1997,Rook,2,Jacksonville Jaguars / 5th / 165th pick / 2020,$610000,JohnCo01
95,Abry Jones,29,DT,5,5,318,6-4,Georgia,9/8/1991,7,2,,$3400000,JoneAb00
29,Josh Jones,26,S,13,13,220,6-2,North Carolina St.,9/20/1994,3,4,Green Bay Packers / 2nd / 61st pick / 2017,$825000,JoneJo06
22,Sidney Jones,24,CB,9,6,181,6-0,Washington,5/21/1996,3,2,Philadelphia Eagles / 2nd / 43rd pick / 2017,$776471,JoneSi00
4,Josh Lambo,30,K,4,0,215,6-0,Texas A&M,11/19/1990,5,1,,$3000000,LambJo00
65,Brandon Linder,28,OG,9,9,315,6-6,Miami (FL),1/25/1992,6,3,Jacksonville Jaguars / 3rd / 93rd pick / 2014,$7000000,LindBr00
6,Jake Luton,24,QB,3,3,224,6-6,IdahoOregon St.,4/11/1996,Rook,2,Jacksonville Jaguars / 6th / 189th pick / 2020,$610000,LutoJa00
59,Aaron Lynch,27,DE,8,0,285,6-5,South Florida,2/8/1993,6,1,San Francisco 49ers / 5th / 150th pick / 2014,$588824,LyncAa00
34,Greg Mabin,26,CB,5,4,200,6-1,Iowa,6/25/1994,3,1,,,MabiGr00
54,Cassius Marsh,28,DE,4,1,254,6-4,UCLA,7/7/1992,6,1,Seattle Seahawks / 4th / 108th pick / 2014,$910000,MarsCa00
46,Ross Matiscik,24,LS,16,0,235,6-0,Baylor,9/13/1996,Rook,1,,,MatiRo00
62,KC McDermott,24,OL,7,0,311,6-5,Miami (FL),4/18/1996,Rook,0,,$510000,McDeKC01
3,Chase McLaughlin,24,K,3,0,180,6-0,Illinois,4/9/1996,1,0,,$317647,McLaCh00
5,Quenton Meeks,23,CB,4,0,209,6-1,Stanford,6/20/1997,2,0,,,MeekQu00
39,Doug Middleton,27,S,10,0,210,6-0,Appalachian St.,9/25/1993,4,1,,,MiddDo01
49,Bruce Miller,33,FB,8,5,254,6-1,Central Florida,8/6/1987,9,0,San Francisco 49ers / 7th / 211th pick / 2011,$910000,MillBr02
15,Gardner Minshew II,24,QB,9,8,225,6-1,Northwest Mississippi CCEast CarolinaWashington St.,5/16/1996,1,7,Jacksonville Jaguars / 6th / 178th pick / 2019,$850000,MinsGa00
68,Andrew Norwell,29,G,13,13,325,6-6,Ohio St.,10/25/1991,6,5,,$9000000,NorwAn01
38,Josh Nurse,24,DB,2,0,200,6-3,Utah,7/17/1996,Rook,0,,,NursJo00
80,James O'Shaughnessy,28,TE,15,13,245,6-4,Illinois St.,1/14/1992,5,2,Kansas City Chiefs / 5th / 173rd pick / 2015,$910000,O'ShJa00
33,Dare Ogunbowale,26,RB,14,2,205,5-10,Wisconsin,5/4/1994,3,1,,$675000,OgunDa00
33,Devine Ozigbo,24,RB,8,0,225,6-0,Nebraska,10/2/1996,1,0,,$544706,OzigDe01
50,Shaquille Quarterman,23,LB,12,0,234,6-0,Miami (FL),10/28/1997,Rook,1,Jacksonville Jaguars / 4th / 140th pick / 2020,$498821,QuarSh00
16,Trey Quinn,25,WR,1,0,200,6-0,SMU,12/7/1995,2,0,Washington Redskins / 7th / 256th pick / 2018,,QuinTr00
92,Caraun Reid,29,DT,7,0,292,6-2,Princeton,11/23/1991,6,0,Detroit Lions / 5th / 158th pick / 2014,$695877,ReidCa00
48,Craig Reynolds,24,RB,2,0,215,5-11,Kutztown (PA),6/15/1996,1,0,,,ReynCr00
76,Will Richardson,24,OT,16,1,306,6-6,North Carolina St.,1/4/1996,2,1,Jacksonville Jaguars / 4th / 129th pick / 2018,$750000,RichWi01
74,Cam Robinson,25,OT,16,16,320,6-6,Alabama,10/9/1995,3,7,Jacksonville Jaguars / 2nd / 34th pick / 2017,$1422022,RobiCa00
30,James Robinson,22,RB,14,14,219,5-9,Butler (KS)Illinois St.,8/9/1998,Rook,8,,$610000,RobiJa00
7,Aldrick Rosas,26,K,6,0,230,6-3,Southern Oregon,12/30/1994,3,1,,,RosaAl00
93,Daniel Ross,27,DT,2,0,305,6-3,Northeast Mississippi CC,3/15/1993,3,0,,,RossDa02
40,Brandon Rusnak,25,DB,16,1,198,5-11,Michigan,7/11/1995,1,1,,$675000,WatsBr01
85,Eric Saubert,26,TE,8,4,253,6-5,Drake,5/1/1994,3,0,Atlanta Falcons / 5th / 174th pick / 2017,$825000,SaubEr00
47,Joe Schobert,27,OLB,16,16,240,6-1,Wisconsin,11/6/1993,4,7,Cleveland Browns / 4th / 99th pick / 2016,$2500000,SchoJo00
24,Josiah Scott,21,CB,6,0,175,5-10,Michigan St.,4/5/1999,Rook,0,Jacksonville Jaguars / 4th / 137th pick / 2020,$610000,ScotJo00
69,Tyler Shatley,29,OG,16,10,310,6-3,Clemson,5/5/1991,6,4,,$1375000,ShatTy00
98,Jabaal Sheard,31,DL,1,0,268,6-3,Pittsburgh,5/10/1989,9,0,Cleveland Browns / 2nd / 37th pick / 2011,,SheaJa00
10,Laviska Shenault Jr.,22,WR,14,12,227,6-1,Colorado,10/5/1998,Rook,5,Jacksonville Jaguars / 2nd / 42nd pick / 2020,,ShenLa00
94,Dawuane Smoot,25,DE,16,7,264,6-3,Illinois,3/2/1995,3,4,Jacksonville Jaguars / 3rd / 68th pick / 2017,$964353,SmooDa00
75,Jawaan Taylor,23,OL,16,16,312,6-5,Florida,11/25/1997,1,7,Jacksonville Jaguars / 2nd / 35th pick / 2019,$850632,TaylJa02
20,Daniel Thomas,22,S,10,2,215,5-10,Auburn,7/1/1998,Rook,1,Jacksonville Jaguars / 5th / 157th pick / 2020,$610000,ThomDa07
34,Chris Thompson,30,RB,8,0,195,5-8,Florida St.,10/20/1990,7,1,Washington Redskins / 5th / 154th pick / 2013,$1050000,ThomCh03
77,Tre'Vour Wallace-Simms,23,G,4,0,336,6-4,Missouri,9/25/1997,Rook,0,,,WallTr01
12,Dede Westbrook,27,WR,2,0,178,6-0,Blinn College (TX)Oklahoma,11/21/1993,3,0,Jacksonville Jaguars / 4th / 110th pick / 2017,$2133000,WestDe00
56,Quincy Williams,24,OLB,7,0,225,5-11,Murray St.,8/28/1996,1,0,Jacksonville Jaguars / 3rd / 98th pick / 2019,$616176,WillQu01
26,Jarrod Wilson,26,S,12,12,209,6-1,Michigan,2/9/1994,4,4,,$2450000,WilsJa00
42,Andrew Wingard,24,S,13,4,209,6-0,Wyoming,12/5/1996,1,2,,$498530,WingAn01
1,Brandon Wright,23,K,1,0,182,5-10,Georgia St.,2/18/1997,Rook,0,,$538235,WrigBr00
,Team Total,25.7,,16,,236.8,6-1.1,,,2.8,,,,-9999
