No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
96,Akiem Hicks,30,DE,5,5,335,6-4,Regina,11/16/1989,7,3,New Orleans Saints / 3rd / 89th pick / 2012,$8000000,HickAk00
81,J.P. Holtz,26,TE,14,7,246,6-3,Pittsburgh,8/28/1993,1,1,,,HoltJ.01
49,Jesper Horsted,22,WR,6,1,241,6-4,Princeton,2/27/1997,Rook,1,,,HorsJe00
36,DeAndre Houston-Carson,26,FS,16,0,202,6-0,William & Mary,4/13/1993,3,1,Chicago Bears / 6th / 185th pick / 2016,$720000,HousDe00
47,Isaiah Irving,25,OLB,13,0,254,6-3,San Jose St.,6/9/1994,2,1,,$645000,IrviIs00
45,Joel Iyiegbuniwe,24,LB,15,0,235,6-1,Western Kentucky,10/12/1995,1,1,Chicago Bears / 4th / 115th pick / 2018,$570000,IyieJo00
39,Eddie Jackson,26,SS,16,16,206,6-0,Alabama,12/10/1993,2,10,Chicago Bears / 4th / 112th pick / 2017,$645000,JackEd01
44,Nick Kwiatkoski,26,ILB,16,8,242,6-2,West Virginia,5/26/1993,3,6,Chicago Bears / 4th / 113th pick / 2016,$2025000,KwiaNi00
62,Ted Larsen,32,C,12,2,323,6-3,North Carolina St.,6/13/1987,9,1,New England Patriots / 6th / 205th pick / 2010,$930000,LarsTe20
72,Charles Leno Jr.,28,LT,16,16,302,6-3,Boise St.,10/9/1991,5,6,Chicago Bears / 7th / 246th pick / 2014,$7900000,LenoCh00
75,Kyle Long,31,OT,4,4,332,6-6,Oregon,12/5/1988,6,1,Chicago Bears / 1st / 20th pick / 2013,$2500000,LongKy00
73,Cornelius Lucas,28,OT,16,8,327,6-8,Kansas St.,7/18/1991,5,3,,$805000,LucaCo01
99,Aaron Lynch,26,DE,16,0,285,6-5,South Florida,2/8/1993,5,1,San Francisco 49ers / 5th / 150th pick / 2014,$1000000,LyncAa00
52,Khalil Mack,28,OLB,16,16,267,6-3,Buffalo,2/22/1991,5,11,Oakland Raiders / 1st / 5th pick / 2014,$2300000,MackKh00
70,Bobby Massie,30,T,10,10,316,6-6,Mississippi,8/1/1989,7,3,Arizona Cardinals / 4th / 112th pick / 2012,$2400000,MassBo00
27,Sherrick McManis,32,DB,9,0,203,5-11,Northwestern,12/19/1987,9,1,Houston Texans / 5th / 144th pick / 2010,$1500000,McMaSh99
17,Anthony Miller,25,WR,16,7,199,5-11,Memphis,10/9/1994,1,5,Chicago Bears / 2nd / 51st pick / 2018,$723350,MillAn02
32,David Montgomery,22,RB,16,8,224,5-11,Iowa St.,6/7/1997,Rook,6,Chicago Bears / 3rd / 73rd pick / 2019,$495000,MontDa01
35,Ryan Nall,24,RB,8,0,239,6-2,Oregon St.,12/27/1995,Rook,0,,$495000,NallRy00
98,Bilal Nichols,23,DT,13,12,302,6-3,Delaware,9/14/1996,1,6,Chicago Bears / 5th / 145th pick / 2018,$570000,NichBi00
16,Pat O'Donnell,28,P,16,0,223,6-4,Miami (FL),2/22/1991,5,2,Chicago Bears / 6th / 191st pick / 2014,$1250000,ODonPa00
84,Cordarrelle Patterson,28,WR,16,4,220,6-2,Tennessee,3/17/1991,6,2,Minnesota Vikings / 1st / 29th pick / 2013,$3000000,PattCo00
57,Kevin Pierre-Louis,28,OLB,14,3,231,6-0,Boston Col.,10/7/1991,5,3,Seattle Seahawks / 4th / 132nd pick / 2014,$805000,PierKe00
15,Eddy Pineiro,24,K,16,0,177,5-11,Florida,9/13/1995,1,2,,$495000,PineEd00
88,Riley Ridley,23,WR,5,0,200,6-1,Georgia,7/21/1996,Rook,1,Chicago Bears / 4th / 126th pick / 2019,$495000,RidlRi00
95,Roy Robertson-Harris,26,DE,15,7,298,6-5,Texas-El Paso,7/23/1993,2,5,,$645000,RobeRo00
12,Allen Robinson,26,WR,16,15,220,6-2,Penn St.,8/24/1993,5,9,Jacksonville Jaguars / 2nd / 61st pick / 2014,$9900000,RobiAl02
43,Eric Saubert,25,TE,2,0,253,6-5,Drake,5/1/1994,2,0,Atlanta Falcons / 5th / 174th pick / 2017,,SaubEr00
48,Patrick Scales,31,LS,16,0,226,6-3,Utah St.,2/11/1988,5,1,,$720000,ScalPa00
87,Adam Shaheen,25,TE,8,2,257,6-7,Ashland,10/24/1994,2,1,Chicago Bears / 2nd / 45th pick / 2017,$1002322,ShahAd00
33,Duke Shelley,23,CB,9,0,176,5-9,Kansas St.,10/8/1996,Rook,1,Chicago Bears / 6th / 205th pick / 2019,$495000,ShelDu00
24,Buster Skrine,30,DB,16,4,187,5-9,Chattanooga,4/26/1989,8,3,Cleveland Browns / 5th / 137th pick / 2011,$2250000,SkriBu00
58,Roquan Smith,22,ILB,12,12,232,6-1,Georgia,4/8/1997,1,7,Chicago Bears / 1st / 8th pick / 2018,$1319871,SmitRo07
85,Bradley Sowell,30,T,6,1,277,6-6,Mississippi,6/6/1989,7,1,,$1450000,SoweBr00
22,Kevin Toliver,24,DB,12,1,199,6-2,LSU,11/24/1995,1,1,,$570000,ToliKe00
59,Danny Trevathan,29,OLB,9,9,239,6-0,Kentucky,3/24/1990,7,5,Denver Broncos / 6th / 188th pick / 2012,$5800000,TrevDa00
10,Mitchell Trubisky,25,QB,15,15,220,6-2,North Carolina,8/20/1994,2,8,Chicago Bears / 1st / 2nd pick / 2017,$645000,TrubMi00
92,Brent Urban,28,DE,9,0,295,6-7,Virginia,5/5/1991,5,1,Baltimore Ravens / 4th / 134th pick / 2014,,UrbaBr00
93,James Vaughters,26,LB,3,0,256,6-1,Stanford,6/27/1993,Rook,0,,$495000,VaugJa01
65,Cody Whitehair,27,OG,16,16,316,6-3,Kansas St.,7/11/1992,3,6,Chicago Bears / 2nd / 56th pick / 2016,$1026077,WhitCo03
97,Nick Williams,29,DT,16,5,310,6-4,Samford,2/21/1990,5,5,Pittsburgh Steelers / 7th / 223rd pick / 2013,$805000,WillNi01
83,Javon Wims,25,WR,16,6,221,6-2,Georgia,9/11/1994,1,1,Chicago Bears / 7th / 224th pick / 2018,$570000,WimsJa00
55,Josh Woods,23,LB,9,0,236,6-1,Maryland,7/1/1996,Rook,1,,$495000,WoodJo02
,Team Total,26.4,,16,,249.1,6-2.1,,,3.4,,,,-9999
