No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
83,Willie Snead,27,WR,16,11,200,5-11,Ball St.,10/17/1992,5,4,,$3000000,SneaWi00
79,Ronnie Stanley,25,OT,14,14,315,6-6,Notre Dame,3/18/1994,3,17,Baltimore Ravens / 1st / 6th pick / 2016,$3243318,StanRo00
16,De'Anthony Thomas,26,WR,8,0,176,5-8,Oregon,1/5/1993,5,0,Kansas City Chiefs / 4th / 124th pick / 2014,,ThomDe05
29,Earl Thomas,30,DB,15,15,202,5-10,Texas,5/7/1989,9,8,Seattle Seahawks / 1st / 14th pick / 2010,$2000000,ThomEa99
31,Brynden Trawick,30,S,6,0,225,6-2,Troy,10/23/1989,6,0,,$805000,TrawBr00
9,Justin Tucker,30,K,16,0,183,6-1,Texas,11/21/1989,7,6,,$1000000,TuckJu00
53,Jihad Ward,25,DE,11,0,287,6-5,Illinois,5/11/1994,3,2,Oakland Raiders / 2nd / 44th pick / 2016,,WardJi02
98,Brandon Williams,30,DT,14,14,336,6-1,Missouri Southern,2/21/1989,6,7,Baltimore Ravens / 3rd / 94th pick / 2013,$9250000,WillBr02
56,Tim Williams,26,OLB,4,0,252,6-3,Alabama,11/12/1993,2,0,Baltimore Ravens / 3rd / 78th pick / 2017,$690000,WillTi00
93,Chris Wormley,26,DT,16,7,300,6-5,Michigan,10/25/1993,2,4,Baltimore Ravens / 3rd / 74th pick / 2017,$736000,WormCh00
73,Marshal Yanda,35,G,15,15,305,6-3,Iowa,9/15/1984,12,15,Baltimore Ravens / 3rd / 86th pick / 2007,$7000000,YandMa20
40,Kenny Young,25,MLB,5,3,234,6-1,UCLA,11/15/1994,1,2,Baltimore Ravens / 4th / 122nd pick / 2018,$570000,YounKe03
,Team Total,26.7,,16,,246.9,6-1.8,,,3.9,,,,-9999
