No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
13,Devin Duvernay,23,WR,16,3,210,5-11,Texas,9/12/1997,Rook,4,Baltimore Ravens / 3rd / 92nd pick / 2020,$610000,DuveDe00
35,Gus Edwards,25,RB,16,6,238,6-1,Miami (FL)Rutgers,4/13/1995,2,7,,$750000,EdwaGu00
32,DeShon Elliott,23,SS,16,16,210,6-1,Texas,4/21/1997,2,7,Baltimore Ravens / 6th / 190th pick / 2018,$750000,ElliDe02
71,Justin Ellis,30,DT,13,3,350,6-2,Louisiana Tech,12/27/1990,6,2,Oakland Raiders / 4th / 107th pick / 2014,$910000,ElliJu01
45,Jaylon Ferguson,25,DE,14,1,275,6-5,Louisiana Tech,12/14/1995,1,2,Baltimore Ravens / 3rd / 85th pick / 2019,$675000,FergJa02
70,D.J. Fluker,29,OT,16,8,342,6-5,Alabama,3/13/1991,7,5,San Diego Chargers / 1st / 11th pick / 2013,$1050000,FlukDJ00
58,L.J. Fort,30,LILB,14,8,232,6-0,Northern Iowa,1/3/1990,8,5,,$1750000,FortL.00
29,Marcus Gilchrist,32,DB,2,0,200,5-10,Clemson,12/8/1988,9,0,San Diego Chargers / 2nd / 50th pick / 2011,,GilcMa00
3,Robert Griffin III,30,QB,4,1,213,6-2,Baylor,2/12/1990,8,1,Washington Redskins / 1st / 2nd pick / 2012,$2000000,GrifRo01
33,Davontae Harris,25,CB,4,1,200,5-11,Illinois St.,1/21/1995,2,1,Cincinnati Bengals / 5th / 151st pick / 2018,$750000,HarrDa05
40,Malik Harrison,22,LB,16,6,247,6-3,Ohio St.,3/5/1998,Rook,4,Baltimore Ravens / 3rd / 98th pick / 2020,$610000,HarrMa06
43,Justice Hill,23,RB,12,0,200,5-10,Oklahoma St.,11/14/1997,1,1,Baltimore Ravens / 4th / 113th pick / 2019,$675000,HillJu00
66,Will Holden,27,OT,1,0,312,6-7,Vanderbilt,9/14/1993,3,0,Arizona Cardinals / 5th / 157th pick / 2017,,HoldWi00
44,Marlon Humphrey,24,CB,15,15,197,6-0,Alabama,7/8/1996,3,10,Baltimore Ravens / 1st / 16th pick / 2017,$2080566,HumpMa00
2,Tyler Huntley,22,QB,2,0,196,6-1,Utah,2/3/1998,Rook,0,,,HuntTy01
21,Mark Ingram,31,RB,11,9,215,5-9,Alabama,12/21/1989,9,3,New Orleans Saints / 1st / 28th pick / 2011,$4000000,IngrMa01
8,Lamar Jackson,23,QB,15,15,212,6-2,Louisville,1/7/1997,2,18,Baltimore Ravens / 1st / 32nd pick / 2018,$1341059,JackLa00
99,Matt Judon,28,DE,14,13,275,6-3,Grand Valley St.,8/15/1992,4,9,Baltimore Ravens / 5th / 146th pick / 2016,$16808000,JudoMa00
4,Sam Koch,38,P,15,0,222,6-1,Nebraska,8/13/1982,14,2,Baltimore Ravens / 6th / 203rd pick / 2006,$1100000,KochSa20
41,Anthony Levine,33,S,15,1,207,5-11,Tennessee St.,3/27/1987,9,2,,$1675000,LeviAn00
92,Justin Madubuike,23,DL,10,3,293,6-3,Texas A&M,11/17/1997,Rook,2,Baltimore Ravens / 3rd / 71st pick / 2020,$610000,MaduJu00
90,Pernell McPhee,32,DL,15,13,265,6-3,Mississippi St.,12/17/1988,9,6,Baltimore Ravens / 5th / 165th pick / 2011,$1050000,McPhPe00
7,Trace McSorley,25,QB,2,0,202,6-0,Penn St.,8/23/1995,1,0,Baltimore Ravens / 6th / 197th pick / 2019,$675000,McSoTr00
65,Patrick Mekari,23,G,14,8,308,6-4,California,8/13/1997,1,5,,$675000,MekaPa00
10,Chris Moore,27,WR,3,0,200,6-1,Cincinnati,6/16/1993,4,0,Baltimore Ravens / 4th / 107th pick / 2016,$1535000,MoorCh00
60,Nick Moore,28,LS,1,0,248,6-2,Georgia,12/9/1992,Rook,0,,,MoorNi00
91,Yannick Ngakoue,25,DE,9,3,246,6-2,Maryland,3/31/1995,4,2,Jacksonville Jaguars / 3rd / 69th pick / 2016,$5176470,NgakYa00
24,Marcus Peters,27,CB,14,14,197,6-0,Washington,1/9/1993,5,8,Kansas City Chiefs / 1st / 18th pick / 2015,$10000000,PeteMa00
74,Tyre Phillips,23,OL,12,8,344,6-5,East Mississippi CCMississippi St.,1/29/1997,Rook,4,Baltimore Ravens / 3rd / 106th pick / 2020,$498821,PhilTy00
72,Ben Powers,24,OL,16,7,310,6-4,Oklahoma,10/29/1996,1,4,Baltimore Ravens / 4th / 123rd pick / 2019,$675000,PoweBe00
11,James Proche,24,WR,14,0,193,5-11,SMU,9/21/1996,Rook,0,Baltimore Ravens / 6th / 201st pick / 2020,$610000,ProcJa00
48,Patrick Queen,21,LB,16,16,232,6-0,LSU,8/13/1999,Rook,9,Baltimore Ravens / 1st / 28th pick / 2020,$610000,QueePa00
42,Patrick Ricard,26,FB,15,10,311,6-3,Maine,5/27/1994,3,9,,$1000000,RicaPa00
28,Jordan Richards,27,SS,16,0,215,5-11,Stanford,1/21/1993,5,1,New England Patriots / 2nd / 64th pick / 2015,$802935,RichJo00
97,Chauncey Rivers,23,DE,1,0,259,6-2,GeorgiaEast Mississippi CCMississippi St.,6/12/1997,Rook,0,,,RiveCh01
68,Matt Skura,27,C,15,12,305,6-3,Duke,2/17/1993,3,6,,$2133000,SkurMa01
22,Jimmy Smith,32,CB,11,5,210,6-2,Colorado,7/26/1988,9,3,Baltimore Ravens / 1st / 27th pick / 2011,$2500000,SmitJi03
83,Willie Snead,28,WR,13,8,200,5-11,Ball St.,10/17/1992,6,5,,$3662059,SneaWi00
79,Ronnie Stanley,26,OT,6,6,315,6-6,Notre Dame,3/18/1994,4,4,Baltimore Ravens / 1st / 6th pick / 2016,$8366000,StanRo00
26,Geno Stone,21,S,2,0,209,5-10,Iowa,4/19/1999,Rook,0,Baltimore Ravens / 7th / 219th pick / 2020,$109200,StonGe00
85,Eric Tomlinson,28,TE,6,2,263,6-6,Texas-El Paso,4/22/1992,4,0,,,TomlEr01
6,Johnny Townsend,25,P,1,0,205,6-1,Florida,2/14/1995,2,0,Oakland Raiders / 5th / 173rd pick / 2018,,TownJo01
9,Justin Tucker,31,K,16,0,183,6-1,Texas,11/21/1989,8,5,,$3500000,TuckJu00
53,Jihad Ward,26,DE,10,0,287,6-5,Illinois,5/11/1994,4,1,Oakland Raiders / 2nd / 44th pick / 2016,$910000,WardJi02
96,Broderick Washington Jr.,24,DL,8,0,304,6-3,Texas Tech,12/4/1996,Rook,1,Baltimore Ravens / 5th / 170th pick / 2020,$610000,WashBr01
57,Kristian Welch,22,LB,10,0,240,6-3,Iowa,5/24/1998,Rook,1,,$322941,WelcKr00
98,Brandon Williams,31,DT,13,13,336,6-1,Missouri Southern,2/21/1989,7,6,Baltimore Ravens / 3rd / 94th pick / 2013,$4250000,WillBr02
29,Tramon Williams,37,DB,6,0,191,5-11,Louisiana Tech,3/16/1983,13,0,,$494118,WillTr99
82,Luke Willson,30,TE,3,0,255,6-5,Rice,1/15/1990,7,0,Seattle Seahawks / 5th / 158th pick / 2013,,WillLu00
95,Derek Wolfe,30,DT,14,8,285,6-5,Cincinnati,2/24/1990,8,5,Denver Broncos / 2nd / 36th pick / 2012,$2250000,WolfDe00
25,Tavon Young,26,CB,2,0,185,5-9,Temple,3/14/1994,4,0,Baltimore Ravens / 4th / 104th pick / 2016,$2986000,YounTa01
,Team Total,26.4,,16,,245.1,6-1.9,,,3.6,,,,-9999
