No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
81,Josiah Deguara,23,TE,2,1,238,6-2,Cincinnati,2/14/1997,Rook,0,Green Bay Packers / 3rd / 94th pick / 2020,$449410,DeguJo00
28,AJ Dillon,22,RB,11,0,247,6-0,Boston Col.,5/2/1998,Rook,2,Green Bay Packers / 2nd / 62nd pick / 2020,$610000,DillAJ00
32,Tyler Ervin,27,RB,8,0,185,5-10,San Jose St.,10/7/1993,4,2,Houston Texans / 4th / 119th pick / 2016,$910000,ErviTy00
50,Tipa Galeai,23,DE,1,0,235,6-5,Utah St.,2/26/1997,Rook,0,,,GaleTi01
53,Jonathan Garvin,21,DL,8,0,257,6-4,Miami (FL),7/28/1999,Rook,1,Green Bay Packers / 7th / 242nd pick / 2020,$610000,GarvJo00
52,Rashan Gary,23,DL,15,4,277,6-5,Michigan,12/3/1997,1,3,Green Bay Packers / 1st / 12th pick / 2019,$1216696,GaryRa00
24,Raven Greene,25,S,10,0,197,5-11,James Madison,2/2/1995,2,1,,$675000,GreeRa02
59,De'Jon Harris,23,LB,2,0,244,6-0,Arkansas,11/1/1997,Rook,0,,,HarrDe10
98,Damon Harrison,32,DT,1,0,350,6-3,Northwest Mississippi CCWilliam Penn,11/29/1988,8,0,,,HarrDa03
29,Ka'dar Hollman,26,CB,14,1,196,6-0,Toledo,9/18/1994,1,1,Green Bay Packers / 6th / 185th pick / 2019,$675000,HollKa00
37,Josh Jackson,24,CB,12,5,196,6-0,Iowa,4/3/1996,2,2,Green Bay Packers / 2nd / 45th pick / 2018,$1048736,JackJo01
74,Elgton Jenkins,25,OL,16,16,311,6-5,Mississippi St.,12/26/1995,1,11,Green Bay Packers / 2nd / 44th pick / 2019,$802597,JenkEl00
33,Aaron Jones,26,RB,14,14,208,5-9,Texas-El Paso,12/2/1994,3,14,Green Bay Packers / 5th / 182nd pick / 2017,$2133000,JoneAa00
96,Kingsley Keke,24,DL,15,9,288,6-3,Texas A&M,9/26/1996,1,5,Green Bay Packers / 5th / 150th pick / 2019,$675000,KekeKi00
20,Kevin King,25,CB,11,11,200,6-3,Washington,5/5/1995,3,4,Green Bay Packers / 2nd / 33rd pick / 2017,$1430575,KingKe01
58,Christian Kirksey,28,OLB,11,11,235,6-2,Iowa,8/31/1992,6,6,Cleveland Browns / 3rd / 71st pick / 2014,$1750000,KirkCh00
95,Tyler Lancaster,26,DL,15,3,313,6-3,Northwestern,11/4/1994,2,2,,$750000,LancTy00
13,Allen Lazard,25,WR,10,9,227,6-5,Iowa St.,12/11/1995,2,5,,$469118,LazaAl00
89,Marcedes Lewis,36,TE,15,15,267,6-6,UCLA,5/19/1984,14,1,Jacksonville Jaguars / 1st / 28th pick / 2006,$1100000,LewiMa00
63,Corey Linsley,29,C,13,13,301,6-3,Ohio St.,7/27/1991,6,13,Green Bay Packers / 5th / 161st pick / 2014,$7650000,LinsCo00
45,John Lovett,24,TE,8,0,225,6-3,Princeton,4/25/1996,Rook,0,,$538235,LoveJo02
94,Dean Lowry,26,DE,16,16,296,6-6,Northwestern,6/9/1994,4,7,Green Bay Packers / 4th / 137th pick / 2016,$1000000,LowrDe00
54,Kamal Martin,22,LB,10,6,240,6-3,Minnesota,6/17/1998,Rook,3,Green Bay Packers / 5th / 175th pick / 2020,$523527,MartKa01
,Parry Nickerson,26,CB,1,0,182,5-10,Tulane,10/11/1994,2,0,New York Jets / 6th / 179th pick / 2018,$555884,NickPa00
73,Yosuah Nijman,24,OL,16,0,314,6-7,Virginia Tech,1/2/1996,Rook,1,,$675000,NijmYo01
62,Lucas Patrick,27,G,16,15,313,6-3,Duke,7/30/1993,3,8,,$875000,PatrLu00
78,Brian Price,26,DT,2,0,322,6-3,City College of San FranciscoTexas-San Antonio,6/24/1994,4,0,,,PricBr00
56,Randy Ramsey,25,LB,12,0,236,6-3,Arkansas,9/7/1995,Rook,1,,$610000,RamsRa00
25,Will Redmond,27,CB,13,1,186,5-11,Mississippi St.,12/28/1993,2,1,San Francisco 49ers / 3rd / 68th pick / 2016,$750000,RedmWi00
12,Aaron Rodgers,37,QB,16,16,225,6-2,Butte JC (CA)California,12/2/1983,15,18,Green Bay Packers / 1st / 24th pick / 2005,$1550000,RodgAa00
76,Jon Runyan,23,OL,16,0,307,6-4,Michigan,8/8/1997,Rook,1,Green Bay Packers / 6th / 192nd pick / 2020,$610000,RunyJo00
79,Anthony Rush,24,NT,1,0,361,6-4,Ala-Birmingham,9/1/1996,1,0,,,RushAn00
34,KeiVarae Russell,27,CB,1,0,196,5-11,Notre Dame,10/19/1993,4,0,Kansas City Chiefs / 3rd / 74th pick / 2016,,RussKe00
46,Stanford Samuels,21,DB,2,0,185,6-2,Florida St.,2/23/1999,Rook,0,,,SamuSt01
26,Darnell Savage Jr.,23,S,15,15,198,5-11,Maryland,7/30/1997,1,6,Green Bay Packers / 1st / 21st pick / 2019,$1063986,SavaDa00
6,JK Scott,25,P,16,0,208,6-6,Alabama,10/30/1995,2,2,Green Bay Packers / 5th / 172nd pick / 2018,$750000,ScotJK00
36,Vernon Scott,23,S,15,0,202,6-2,TCU,9/11/1997,Rook,1,Green Bay Packers / 7th / 236th pick / 2020,$610000,ScotVe00
82,Darrius Shepherd,25,WR,8,0,186,5-11,North Dakota St.,11/1/1995,1,1,,$595590,ShepDa00
91,Preston Smith,28,DE,16,13,265,6-5,Mississippi St.,11/17/1992,5,7,Washington Redskins / 2nd / 38th pick / 2015,$4350000,SmitPr00
55,Za'Darius Smith,28,DE,16,16,272,6-4,East Mississippi CCKentucky,9/8/1992,5,14,Baltimore Ravens / 4th / 122nd pick / 2015,$2000000,SmitZa00
19,Equanimeous St. Brown,24,WR,12,1,214,6-5,Notre Dame,9/30/1996,2,1,Green Bay Packers / 6th / 207th pick / 2018,$616176,St.BEq00
87,Jace Sternberger,24,TE,12,0,250,6-4,Texas A&M,6/26/1996,1,1,Green Bay Packers / 3rd / 75th pick / 2019,$675000,SterJa00
39,Chandon Sullivan,24,CB,16,10,189,5-11,Georgia St.,8/7/1996,2,4,,$750000,SullCh00
44,Ty Summers,25,LB,16,1,241,6-1,TCU,12/31/1995,1,2,Green Bay Packers / 7th / 226th pick / 2019,$675000,SummTy00
65,Lane Taylor,31,G,1,1,324,6-3,Oklahoma St.,11/22/1989,7,1,,$910000,TaylLa01
86,Malik Taylor,25,WR,15,1,220,6-1,Ferris St.,12/21/1995,Rook,1,,$610000,TaylMa01
85,Robert Tonyan,26,TE,16,8,237,6-5,Indiana St.,4/30/1994,2,7,,$750000,TonyRo00
77,Billy Turner,29,OT,14,14,310,6-5,North Dakota St.,10/17/1991,6,9,Miami Dolphins / 3rd / 67th pick / 2014,$2200000,TurnBi00
83,Marquez Valdes-Scantling,26,WR,16,12,206,6-4,North Carolina St.South Florida,10/10/1994,2,8,Green Bay Packers / 5th / 174th pick / 2018,$750000,ValdMa00
71,Ricky Wagner,31,OT,16,9,313,6-6,Wisconsin,10/21/1989,7,6,Baltimore Ravens / 5th / 168th pick / 2013,$2250000,WagnRi00
22,Dexter Williams,23,RB,3,0,212,5-11,Notre Dame,1/6/1997,1,0,Green Bay Packers / 6th / 194th pick / 2019,$585000,WillDe07
30,Jamaal Williams,25,RB,14,3,224,6-0,BYU,4/3/1995,3,7,Green Bay Packers / 4th / 134th pick / 2017,$2133000,WillJa06
88,Juwann Winfree,24,WR,2,0,215,6-3,Colorado,9/4/1996,1,0,Denver Broncos / 6th / 187th pick / 2019,,WinfJu00
93,Billy Winn,31,DT,6,0,300,6-4,Boise St.,4/15/1989,8,0,Cleveland Browns / 6th / 205th pick / 2012,$588824,WinnBi00
,Team Total,25.9,,16,,245.5,6-2.2,,,2.9,,,,-9999
