No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
70,Cody Ford,24,OL,7,7,329,6-3,Oklahoma,12/28/1996,1,4,Buffalo Bills / 2nd / 38th pick / 2019,$835419,FordCo00
86,Reggie Gilliam,23,TE,14,0,244,6-0,Toledo,8/20/1997,Rook,0,,$610000,GillRe00
55,Jerry Hughes,32,DE,15,15,254,6-2,TCU,8/13/1988,10,9,Indianapolis Colts / 1st / 31st pick / 2010,$6650000,HughJe99
23,Micah Hyde,30,S,15,15,197,6-0,Iowa,12/31/1990,7,5,Green Bay Packers / 5th / 159th pick / 2013,$4000000,HydeMi00
30,Dane Jackson,24,CB,5,2,180,5-11,Pittsburgh,11/29/1996,Rook,1,Buffalo Bills / 7th / 239th pick / 2020,$142800,JackDa02
90,Quinton Jefferson,27,DT,16,4,291,6-4,Maryland,3/31/1993,4,3,Seattle Seahawks / 5th / 147th pick / 2016,$3750000,JeffQu00
92,Darryl Johnson,23,DE,15,0,250,6-6,North Carolina A&T,4/4/1997,1,1,Buffalo Bills / 7th / 225th pick / 2019,$675000,JohnDa10
46,Jaquan Johnson,25,CB,14,0,191,5-10,Miami (FL),11/6/1995,1,1,Buffalo Bills / 6th / 181st pick / 2019,$675000,JohnJa11
24,Taron Johnson,24,CB,16,11,192,5-11,Weber St.,7/27/1996,2,4,Buffalo Bills / 4th / 121st pick / 2018,$750000,JohnTa01
25,Taiwan Jones,32,RB,13,0,195,6-0,East. Washington,7/26/1988,9,0,Oakland Raiders / 4th / 125th pick / 2011,$1050000,JoneTa00
54,A.J. Klein,29,ILB,16,11,240,6-1,Iowa St.,7/30/1991,7,6,Carolina Panthers / 5th / 148th pick / 2013,$2200000,KleiAJ00
88,Dawson Knox,24,TE,12,7,254,6-4,Mississippi,11/14/1996,1,3,Buffalo Bills / 3rd / 96th pick / 2019,$513236,KnoxDa00
81,Tyler Kroft,28,TE,10,4,252,6-6,Rutgers,10/15/1992,5,1,Cincinnati Bengals / 3rd / 85th pick / 2015,$3400000,KrofTy00
87,Jake Kumerow,28,WR,6,0,209,6-4,Wisconsin–Whitewater,2/17/1992,2,0,,,KumeJa00
40,Deon Lacey,30,LB,5,0,235,6-3,West Alabama,7/18/1990,3,0,,$630882,LaceDe00
52,Darron Lee,26,OLB,2,0,232,6-1,Ohio St.,10/18/1994,4,0,New York Jets / 1st / 20th pick / 2016,,LeexDa00
47,Cameron Lewis,23,DB,5,2,185,5-9,Buffalo,4/13/1997,Rook,1,,$466471,LewiCa00
56,Mike Love,26,DE,1,0,255,6-3,South Florida,1/22/1994,2,0,,$585000,LoveMi00
31,Dean Marlowe,28,S,15,4,203,6-1,James Madison,7/25/1992,5,3,,$1000000,MarlDe00
44,Tyler Matakevich,28,ILB,16,0,235,6-1,Temple,12/22/1992,4,1,Pittsburgh Steelers / 7th / 246th pick / 2016,$1750000,MataTy00
19,Isaiah McKenzie,25,WR,16,7,173,5-8,Georgia,4/9/1995,3,4,Denver Broncos / 5th / 172nd pick / 2017,$825000,McKeIs00
58,Matt Milano,26,OLB,10,5,223,6-0,Boston Col.,7/28/1994,3,3,Buffalo Bills / 5th / 163rd pick / 2017,$2133000,MilaMa00
60,Mitch Morse,28,C,14,14,305,6-6,Missouri,4/21/1992,5,7,Kansas City Chiefs / 2nd / 49th pick / 2015,$6775000,MorsMi00
20,Zack Moss,23,RB,13,0,205,5-9,Utah,12/15/1997,Rook,4,Buffalo Bills / 3rd / 86th pick / 2020,$610000,MossZa00
93,Trent Murphy,30,DE,10,9,260,6-6,Stanford,12/22/1990,6,5,Washington Redskins / 2nd / 47th pick / 2014,$6425000,MurpTr00
33,Siran Neal,26,CB,16,0,206,6-0,Jacksonville St.,8/4/1994,2,1,Buffalo Bills / 5th / 154th pick / 2018,$750000,NealSi00
29,Josh Norman,33,CB,9,3,200,6-0,Coastal Carolina,12/15/1987,8,2,Carolina Panthers / 5th / 143rd pick / 2012,$2800000,NormJo01
77,Ty Nsekhe,35,T,15,0,325,6-8,Texas St.,10/27/1985,8,1,,$3100000,NsekTy00
91,Ed Oliver,23,DL,16,16,287,6-1,Houston,12/12/1997,1,8,Buffalo Bills / 1st / 9th pick / 2019,$1389325,OlivEd00
43,Del'Shawn Phillips,24,LB,2,0,230,6-2,Illinois,10/9/1996,Rook,0,,$560588,PhilDe00
99,Harrison Phillips,24,DT,12,3,307,6-3,Stanford,1/25/1996,2,2,Buffalo Bills / 3rd / 96th pick / 2018,$750000,PhilHa00
21,Jordan Poyer,29,CB,16,16,191,6-0,Oregon St.,4/25/1991,7,5,Philadelphia Eagles / 7th / 218th pick / 2013,$1525000,PoyeJo00
18,Andre Roberts,32,WR,15,0,195,5-11,The Citadel,1/9/1988,10,0,Arizona Cardinals / 3rd / 88th pick / 2010,$1300000,RobeAn00
26,Devin Singletary,23,RB,16,16,203,5-7,Florida Atlantic,9/3/1997,1,7,Buffalo Bills / 3rd / 74th pick / 2019,$675000,SingDe00
59,Andre Smith,23,ILB,12,0,240,6-0,North Carolina,4/20/1997,2,1,Carolina Panthers / 7th / 234th pick / 2018,$441180,SmitAn04
85,Lee Smith,33,TE,10,2,265,6-6,TennesseeMarshall,11/21/1987,9,0,New England Patriots / 5th / 159th pick / 2011,$2650000,SmitLe00
67,Quinton Spain,29,OG,4,2,330,6-4,West Virginia,8/7/1991,5,1,,$2250000,SpaiQu00
36,Josh Thomas,24,DB,2,0,205,6-0,Appalachian St.,11/19/1996,Rook,0,,,ThomJo06
39,Levi Wallace,25,CB,12,12,179,6-0,Alabama,6/12/1995,2,4,,$697059,WallLe00
27,Tre'Davious White,25,CB,14,14,192,5-11,LSU,1/16/1995,3,11,Buffalo Bills / 1st / 27th pick / 2017,$8250000,WhitTr01
35,Antonio Williams,23,RB,1,0,210,5-11,North Carolina,10/22/1997,Rook,1,,,WillAn03
75,Daryl Williams,28,OT,16,16,330,6-6,Oklahoma,8/31/1992,5,9,Carolina Panthers / 4th / 102nd pick / 2015,$1300000,WillDa06
82,Duke Williams,28,WR,1,0,225,6-3,Mississippi Gulf Coast CCAuburn,5/13/1992,1,0,,$585000,WillDu01
66,Brian Winters,29,OG,16,9,320,6-4,Kent St.,7/16/1991,7,5,New York Jets / 3rd / 72nd pick / 2013,$2000000,WintBr00
37,Daryl Worley,25,CB,1,0,215,6-1,West Virginia,2/22/1995,4,0,Carolina Panthers / 3rd / 77th pick / 2016,,WorlDa00
22,T.J. Yeldon,27,RB,3,0,223,6-1,Alabama,10/2/1993,5,1,Jacksonville Jaguars / 2nd / 36th pick / 2015,$1400000,YeldT.00
61,Justin Zimmer,28,DT,12,0,300,6-3,Ferris St.,10/23/1992,2,1,,$485298,ZimmJu00
,Team Total,26.6,,16,,243.1,6-1.9,,,3.5,,,,-9999
