No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
34,Rico Dowdle,22,RB,15,0,215,6-0,South Carolina,6/14/1998,Rook,0,,,DowdRi01
21,Ezekiel Elliott,25,RB,15,15,228,6-0,Ohio St.,7/22/1995,4,7,Dallas Cowboys / 1st / 4th pick / 2016,$6800000,ElliEz00
75,Cameron Erving,28,OT,6,5,315,6-5,Florida St.,8/23/1992,5,3,Cleveland Browns / 1st / 19th pick / 2015,$1250000,ErviCa00
96,Neville Gallimore,23,DL,14,9,302,6-2,Oklahoma,1/17/1997,Rook,4,Dallas Cowboys / 3rd / 82nd pick / 2020,$610000,GallNe00
13,Michael Gallup,24,WR,16,15,198,6-1,Colorado St.,3/4/1996,2,7,Dallas Cowboys / 3rd / 81st pick / 2018,$750000,GallMi00
57,Luke Gifford,25,LB,8,0,243,6-3,Nebraska,8/28/1995,1,1,,$675000,GiffLu00
3,Garrett Gilbert,29,QB,1,1,230,6-4,TexasSMU,7/1/1991,6,1,St. Louis Rams / 6th / 214th pick / 2014,$529412,GilbGa01
29,C.J. Goodwin,30,DB,16,0,190,6-3,California (PA),2/4/1990,6,1,,$910000,GoodC.00
94,Randy Gregory,28,DE,10,0,255,6-5,Nebraska,11/23/1992,5,1,Dallas Cowboys / 2nd / 60th pick / 2015,$825000,GregRa00
97,Everson Griffen,33,DE,7,0,273,6-3,USC,12/22/1987,10,1,Minnesota Vikings / 4th / 100th pick / 2010,$3000000,GrifEv99
79,Justin Hamilton,27,DT,10,2,315,6-2,Louisiana,7/27/1993,3,1,,$529416,HamiJu00
62,Marcus Henry,27,C,1,0,303,6-2,Boise St.,2/11/1993,Rook,0,,,HenrMa02
72,Trysten Hill,22,DL,5,5,308,6-3,Central Florida,3/25/1998,1,2,Dallas Cowboys / 2nd / 58th pick / 2019,$716362,HillTr00
89,Blake Jarwin,26,TE,1,1,260,6-5,Oklahoma St.,7/16/1994,3,0,,$2250000,JarwBl00
6,Chris Jones,31,P,8,0,205,6-0,Carson-Newman,7/21/1989,9,1,,$1900000,JoneCh02
69,Brandon Knight,23,OL,13,9,314,6-5,Indiana,4/1/1997,1,5,,$513236,KnigBr01
91,L.P. Ladouceur,39,LS,16,0,256,6-5,California,3/13/1981,15,1,,$1050000,LadoL.20
88,CeeDee Lamb,21,WR,16,14,189,6-2,Oklahoma,4/8/1999,Rook,9,Dallas Cowboys / 1st / 17th pick / 2020,$610000,LambCe00
90,DeMarcus Lawrence,28,DE,16,15,265,6-3,Butler (KS)Boise St.,4/28/1992,6,7,Dallas Cowboys / 2nd / 34th pick / 2014,$1900000,LawrDe00
50,Sean Lee,34,MLB,9,2,245,6-2,Penn St.,7/22/1986,10,1,Dallas Cowboys / 2nd / 55th pick / 2010,$2000000,LeexSe99
26,Jourdan Lewis,25,CB,15,13,195,5-10,Michigan,8/31/1995,3,4,Dallas Cowboys / 3rd / 92nd pick / 2017,$2133000,LewiJo01
73,Joe Looney,30,G,13,12,315,6-3,Wake Forest,8/31/1990,8,5,San Francisco 49ers / 4th / 117th pick / 2012,$2300000,LoonJo01
53,Justin March,27,RILB,12,0,222,6-0,Akron,7/5/1993,4,1,,$910000,MarcJu00
70,Zack Martin,30,G,10,10,315,6-4,Notre Dame,11/20/1990,6,5,Dallas Cowboys / 1st / 16th pick / 2014,$910000,MartZa00
66,Connor McGovern,23,OL,14,8,308,6-5,Penn St.,11/3/1997,Rook,4,Dallas Cowboys / 3rd / 90th pick / 2019,$657000,McGoCo01
84,Sean McKeon,23,TE,14,1,246,6-5,Michigan,12/28/1997,Rook,0,,,McKeSe01
1,Hunter Niswander,26,P,8,0,243,6-5,Northwestern,11/26/1994,Rook,1,,$322941,NiswJa00
45,Sewo Olonilua,23,RB,2,0,240,6-3,TCU,11/27/1997,Rook,0,,,OlonSe01
93,Walter Palmore,24,DL,1,0,320,6-4,Missouri,8/9/1996,Rook,0,,,PalmWa01
40,Steven Parker,25,DB,8,0,210,6-1,Oklahoma,12/14/1995,1,0,,$436765,ParkSt00
95,Dontari Poe,30,DT,7,7,346,6-3,Memphis,8/18/1990,8,3,Kansas City Chiefs / 1st / 11th pick / 2012,$2000000,PoexDo00
20,Tony Pollard,23,RB,16,2,209,6-0,Memphis,4/30/1997,1,4,Dallas Cowboys / 4th / 128th pick / 2019,$675000,PollTo00
4,Dak Prescott,27,QB,5,5,238,6-2,Mississippi St.,7/29/1993,4,6,Dallas Cowboys / 4th / 135th pick / 2016,$31409000,PresDa01
51,Adam Redmond,27,G,4,0,300,6-6,Harvard,5/19/1993,3,0,,,RedmAd00
28,Rashard Robinson,25,CB,4,3,177,6-2,LSU,7/23/1995,4,1,San Francisco 49ers / 4th / 133rd pick / 2016,,RobiRa00
41,Reggie Robinson II,23,CB,5,0,197,6-1,Tulsa,4/14/1997,Rook,0,Dallas Cowboys / 4th / 123rd pick / 2020,,RobiRe00
86,Dalton Schultz,24,TE,16,14,244,6-5,Stanford,7/11/1996,2,5,Dallas Cowboys / 4th / 137th pick / 2018,$750000,SchuDa00
64,Greg Senat,26,OT,10,0,305,6-6,Wagner,9/8/1994,2,1,Baltimore Ravens / 6th / 212th pick / 2018,$516176,SenaGr00
58,Aldon Smith,31,DE,16,16,255,6-5,Missouri,9/25/1989,9,8,San Francisco 49ers / 1st / 7th pick / 2011,$910000,SmitAl04
67,Eric Smith,25,OG,1,0,308,6-4,Virginia,9/2/1995,2,0,,,SmitEr00
54,Jaylon Smith,25,OLB,16,16,245,6-2,Notre Dame,6/14/1995,3,8,Dallas Cowboys / 2nd / 34th pick / 2016,$5171000,SmitJa05
32,Saivion Smith,23,CB,6,1,200,6-1,Alabama,11/5/1997,Rook,1,,$538230,SmitSa02
77,Tyron Smith,30,OT,2,2,320,6-5,USC,12/12/1990,9,1,Dallas Cowboys / 1st / 9th pick / 2011,$1100000,SmitTy00
78,Terence Steele,23,T,16,14,310,6-6,Texas Tech,6/4/1997,Rook,8,,,SteeTe01
48,Joe Thomas,29,LB,15,4,233,6-1,South Carolina St.,5/6/1991,6,3,,$1000000,ThomJo04
23,Darian Thompson,27,FS,15,7,211,6-2,Boise St.,9/22/1993,4,3,New York Giants / 3rd / 71st pick / 2016,$1000000,ThomDa05
17,Malik Turner,24,WR,6,0,200,6-2,Illinois,1/30/1996,2,0,,$750000,TurnMa00
55,Leighton Vander Esch,24,OLB,10,10,256,6-4,Boise St.,2/8/1996,2,5,Dallas Cowboys / 1st / 19th pick / 2018,$1557071,VandLe00
31,Chris Westry,23,CB,2,0,199,6-4,Kentucky,7/10/1997,Rook,0,,$510000,WestCh03
52,Connor Williams,23,OT,16,16,298,6-5,Texas,5/12/1997,2,7,Dallas Cowboys / 2nd / 50th pick / 2018,$978999,WillCo00
11,Cedrick Wilson Jr.,25,WR,16,0,200,6-2,Boise St.,11/20/1995,2,1,Dallas Cowboys / 6th / 208th pick / 2018,$675000,WilsCe01
37,Donovan Wilson,25,S,14,10,204,6-0,Texas A&M,2/21/1995,1,4,Dallas Cowboys / 6th / 213th pick / 2019,$675000,WilsDo01
99,Antwaun Woods,27,NT,14,7,318,6-1,USC,1/3/1993,4,4,,$750000,WoodAn02
25,Xavier Woods,25,SS,15,15,204,5-11,Louisiana Tech,7/26/1995,3,4,Dallas Cowboys / 6th / 191st pick / 2017,$2133000,WoodXa00
28,Daryl Worley,25,CB,7,4,215,6-1,West Virginia,2/22/1995,4,1,Carolina Panthers / 3rd / 77th pick / 2016,$1500000,WorlDa00
2,Greg Zuerlein,33,K,16,0,191,6-0,Missouri Western St.,12/27/1987,8,3,St. Louis Rams / 6th / 171st pick / 2012,$1250000,ZuerGr00
,Team Total,26.2,,16,,249.1,6-2.6,,,3.4,,,,-9999
