No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
90,Grover Stewart,26,DT,16,13,315,6-4,Albany State (GA),10/20/1993,2,5,Indianapolis Colts / 4th / 144th pick / 2017,$645000,StewGr00
47,Shakial Taylor,23,CB,5,0,175,5-11,Kansas,12/27/1996,Rook,0,,$495000,TaylSh00
39,Marvell Tell III,23,S,13,1,198,6-2,USC,8/2/1996,Rook,1,Indianapolis Colts / 5th / 144th pick / 2019,$495000,TellMa00
43,Ross Travis,26,TE,3,1,248,6-6,Penn St.,1/9/1993,3,0,,$645000,TravRo00
57,Kemoko Turay,24,OLB,4,0,248,6-5,Rutgers,7/11/1995,1,0,Indianapolis Colts / 2nd / 52nd pick / 2018,$717200,TuraKe00
4,Adam Vinatieri,47,K,12,0,212,6-0,South Dakota St.,12/28/1972,23,0,,$1875000,vinatada01
50,Anthony Walker,24,MLB,16,16,235,6-1,Northwestern,8/8/1995,2,7,Indianapolis Colts / 5th / 161st pick / 2017,$645000,WalkAn01
51,Jihad Ward,25,DE,3,0,287,6-5,Illinois,5/11/1994,3,0,Oakland Raiders / 2nd / 44th pick / 2016,$720000,WardJi02
20,Jordan Wilkins,25,RB,14,1,216,6-1,Mississippi,7/18/1994,1,2,Indianapolis Colts / 5th / 169th pick / 2018,$570000,WilkJo01
11,Chad Williams,25,WR,1,0,204,6-2,Grambling St.,10/19/1994,2,0,Arizona Cardinals / 3rd / 98th pick / 2017,,WillCh05
33,Jonathan Williams,25,RB,9,1,217,6-0,Arkansas,2/2/1994,3,2,Buffalo Bills / 5th / 156th pick / 2016,$720000,WillJo07
37,Khari Willis,23,S,14,9,213,5-11,Michigan St.,5/7/1996,Rook,3,Indianapolis Colts / 4th / 109th pick / 2019,$495000,WillKh00
31,Quincy Wilson,23,CB,9,0,193,6-2,Florida,8/16/1996,2,0,Indianapolis Colts / 2nd / 46th pick / 2017,$989207,WilsQu01
34,Rock Ya-Sin,23,CB,15,13,190,6-0,Temple,5/23/1996,Rook,5,Indianapolis Colts / 2nd / 34th pick / 2019,$495000,Ya-SRo00
,Team Total,25.9,,16,,237.0,6-2.2,,,2.9,,,,-9999
