No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
67,B.J. Finney,28,C,16,4,318,6-4,Kansas St.,10/26/1991,3,2,,$3095000,FinnB.01
39,Minkah Fitzpatrick,23,FS,14,14,207,6-1,Alabama,11/17/1996,1,15,Miami Dolphins / 1st / 11th pick / 2018,,FitzMi00
73,Ramon Foster,33,G,14,14,328,6-5,Tennessee,1/7/1986,10,5,,$1100000,FostRa21
81,Zach Gentry,23,TE,4,0,265,6-8,Michigan,9/10/1996,Rook,0,Pittsburgh Steelers / 5th / 141st pick / 2019,$715000,GentZa00
54,Ulysees Gilbert,22,LB,7,0,230,6-0,Akron,8/9/1997,Rook,1,Pittsburgh Steelers / 6th / 207th pick / 2019,$661750,GilbUl00
85,Xavier Grimble,27,TE,3,1,261,6-4,USC,9/22/1992,5,0,,$2025000,GrimXa00
23,Joe Haden,30,DB,16,16,195,5-11,Florida,4/14/1989,9,11,Cleveland Browns / 1st / 7th pick / 2010,$10000000,HadeJo99
79,Javon Hargrave,26,DT,16,13,305,6-2,South Carolina St.,2/7/1993,3,7,Pittsburgh Steelers / 3rd / 89th pick / 2016,$2025000,HargJa00
97,Cameron Heyward,30,DT,16,16,295,6-5,Ohio St.,5/6/1989,8,17,Pittsburgh Steelers / 1st / 31st pick / 2011,$8750000,HeywCa01
28,Mike Hilton,25,CB,16,8,184,5-9,Mississippi,3/9/1994,2,4,,$645000,HiltMi01
6,Devlin Hodges,23,QB,8,6,210,6-1,Samford,4/12/1996,Rook,0,,,HodgDe00
80,Johnny Holton,29,WR,16,3,190,6-3,Cincinnati,8/22/1990,3,0,,$645000,HoltJo00
18,Diontae Johnson,23,WR,16,12,183,5-10,Toledo,7/5/1996,Rook,6,Pittsburgh Steelers / 3rd / 66th pick / 2019,$495000,JohnDi01
14,Tevin Jones,27,WR,5,0,225,6-2,Memphis,12/26/1992,1,0,,$495000,JoneTe02
29,Kameron Kelly,23,CB,14,1,205,6-2,San Diego St.,8/19/1996,Rook,1,,$495000,KellKa02
31,Justin Layne,21,CB,10,0,192,6-2,Michigan St.,1/12/1998,Rook,1,Pittsburgh Steelers / 3rd / 83rd pick / 2019,$495000,LaynJu00
44,Tyler Matakevich,27,ILB,16,0,235,6-1,Temple,12/22/1992,3,1,Pittsburgh Steelers / 7th / 246th pick / 2016,$720000,MataTy00
93,Daniel McCullers,27,DT,16,0,352,6-7,Tennessee,8/11/1992,5,1,Pittsburgh Steelers / 6th / 215th pick / 2014,$1000000,McCuDa00
89,Vance McDonald,29,TE,14,14,267,6-4,Rice,6/13/1990,6,2,San Francisco 49ers / 2nd / 55th pick / 2013,$4200000,McDoVa00
11,Donte Moncrief,26,WR,5,2,216,6-2,Mississippi,8/6/1993,5,0,Indianapolis Colts / 3rd / 90th pick / 2014,$1500000,MoncDo00
22,Steven Nelson,26,CB,15,15,194,5-10,Oregon St.,1/22/1993,4,6,Kansas City Chiefs / 3rd / 98th pick / 2015,$1500000,NelsSt01
45,Roosevelt Nix,27,FB,3,0,248,5-11,Kent St.Kent St.,3/30/1992,4,0,,$1250000,NixxRo01
76,Chukwuma Okorafor,22,OT,1,1,320,6-6,Western Michigan,8/8/1997,1,0,Pittsburgh Steelers / 3rd / 92nd pick / 2018,$620000,OkorCh00
53,Maurkice Pouncey,30,C,13,13,304,6-4,Florida,7/24/1989,9,6,Pittsburgh Steelers / 1st / 18th pick / 2010,$1000000,PounMa20
7,Ben Roethlisberger,37,QB,2,2,240,6-5,Miami (OH),3/2/1982,15,1,Pittsburgh Steelers / 1st / 11th pick / 2004,$2500000,RoetBe00
2,Mason Rudolph,24,QB,10,8,235,6-5,Oklahoma St.,7/17/1995,1,3,Pittsburgh Steelers / 3rd / 76th pick / 2018,$658267,RudoMa00
38,Jaylen Samuels,23,RB,14,4,225,6-0,North Carolina St.,7/20/1996,1,3,Pittsburgh Steelers / 5th / 165th pick / 2018,$570000,SamuJa00
19,JuJu Smith-Schuster,23,WR,12,12,215,6-1,USC,11/22/1996,2,4,Pittsburgh Steelers / 2nd / 62nd pick / 2017,$846434,SmitJu00
24,Benny Snell Jr.,21,RB,13,2,224,5-10,Kentucky,2/26/1998,Rook,3,Pittsburgh Steelers / 4th / 122nd pick / 2019,$495000,SnelBe00
41,Robert Spillane,24,LB,8,0,229,6-1,Western Michigan,12/14/1995,1,1,,$495000,SpilRo00
20,Cameron Sutton,24,CB,16,0,188,5-11,Tennessee,2/27/1995,2,1,Pittsburgh Steelers / 3rd / 94th pick / 2017,$677400,SuttCa00
10,Ryan Switzer,25,WR,9,0,185,5-8,North Carolina,11/4/1994,2,0,Dallas Cowboys / 4th / 133rd pick / 2017,$645000,SwitRy00
91,Stephon Tuitt,26,DT,6,6,303,6-6,Notre Dame,5/23/1993,5,3,Pittsburgh Steelers / 2nd / 46th pick / 2014,$6000000,TuitSt00
88,Nick Vannett,26,TE,13,6,261,6-6,Ohio St.,3/6/1993,3,1,Seattle Seahawks / 3rd / 94th pick / 2016,,VannNi00
78,Alejandro Villanueva,31,T,16,16,277,6-9,Army,9/22/1988,5,6,,$5000000,VillAl00
13,James Washington,23,WR,15,10,213,5-11,Oklahoma St.,4/2/1996,1,5,Pittsburgh Steelers / 2nd / 60th pick / 2018,$684607,WashJa00
90,T.J. Watt,25,OLB,16,16,252,6-4,Wisconsin,10/11/1994,2,14,Pittsburgh Steelers / 1st / 30th pick / 2017,$1306688,WattT.00
40,Kerrith Whyte Jr,23,RB,6,0,204,5-10,Florida Atlantic,10/31/1996,Rook,1,Chicago Bears / 7th / 222nd pick / 2019,,WhytKe00
98,Vince Williams,30,ILB,14,8,233,6-1,Florida St.,12/27/1989,6,4,Pittsburgh Steelers / 6th / 206th pick / 2013,$805000,WillVi01
,Team Total,25.9,,16,,241.7,6-2.2,,,3.2,,,,-9999
