No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
20,Antonio Hamilton,27,CB,16,0,188,6-0,South Carolina St.,1/24/1993,4,1,,$910000,HamiAn01
17,Mecole Hardman,22,WR,16,8,187,5-10,Georgia,3/12/1998,1,6,Kansas City Chiefs / 2nd / 56th pick / 2019,$722048,HardMe00
47,Darius Harris,24,LB,4,2,238,6-2,Middle Tenn. St.,1/17/1996,Rook,1,,$555882,HarrDa07
52,Demone Harris,25,DE,1,0,272,6-4,Buffalo,12/30/1995,2,0,,$750000,HarrDe06
4,Chad Henne,35,QB,3,1,215,6-3,Michigan,7/2/1985,12,1,Miami Dolphins / 2nd / 57th pick / 2008,$1250000,HennCh01
10,Tyreek Hill,26,WR,15,15,185,5-10,West Alabama,3/1/1994,4,12,Kansas City Chiefs / 5th / 165th pick / 2016,$910000,HillTy00
53,Anthony Hitchens,28,OLB,14,14,231,6-0,Iowa,6/10/1992,6,6,Dallas Cowboys / 4th / 119th pick / 2014,$7800000,HitcAn00
96,Braxton Hoyett,24,DT,1,0,302,6-2,Mississippi St.,2/5/1996,Rook,0,,,HoyeBr01
65,Danny Isidora,26,OG,1,0,306,6-3,Miami (FL),6/5/1994,3,0,Minnesota Vikings / 5th / 180th pick / 2017,,IsidDa00
95,Chris Jones,26,DT,15,14,298,6-6,Mississippi St.,7/3/1994,4,13,Kansas City Chiefs / 2nd / 37th pick / 2016,$16126000,JoneCh09
48,Nick Keizer,25,TE,16,3,251,6-4,Grand Valley St.,5/2/1995,Rook,1,,$610000,KeizNi00
87,Travis Kelce,31,TE,15,15,256,6-5,Cincinnati,10/5/1989,7,12,Kansas City Chiefs / 3rd / 63rd pick / 2013,$8500000,KelcTr00
19,Marcus Kemp,25,WR,10,0,208,6-4,Hawaii,8/14/1995,3,0,,$675000,KempMa00
,Thakarius Keyes,23,CB,8,1,202,6-1,Tulane,11/9/1997,Rook,1,Kansas City Chiefs / 7th / 237th pick / 2020,,KeyeTh00
67,Daniel Kilgore,33,G,7,4,291,6-3,Appalachian St.,12/18/1987,9,2,San Francisco 49ers / 5th / 163rd pick / 2011,$1050000,KilgDa00
92,Tanoh Kpassagnon,26,DE,16,15,289,6-7,Villanova,6/14/1994,3,7,Kansas City Chiefs / 2nd / 59th pick / 2017,$1029257,KpasTa00
45,Chris Lammons,24,DB,2,0,182,5-10,South Carolina,1/31/1996,1,0,,$675000,LammCh00
15,Patrick Mahomes,25,QB,15,15,227,6-3,Texas Tech,9/17/1995,3,17,Kansas City Chiefs / 1st / 10th pick / 2017,$825000,MahoPa00
32,Tyrann Mathieu,28,CB,15,15,190,5-9,LSU,5/13/1992,7,12,Arizona Cardinals / 3rd / 69th pick / 2013,$11150000,MathTy00
56,Ben Niemann,25,RILB,15,5,233,6-2,Iowa,7/27/1995,2,4,,$750000,NiemBe00
91,Derrick Nnadi,24,DT,15,15,317,6-1,Florida St.,5/9/1996,2,7,Kansas City Chiefs / 3rd / 75th pick / 2018,$750000,NnadDe00
44,Dorian O'Daniel,26,OLB,11,0,217,6-1,Clemson,9/4/1994,2,1,Kansas City Chiefs / 3rd / 100th pick / 2018,$750000,ODanDo00
57,Alex Okafor,29,DE,11,0,261,6-4,Texas,2/8/1991,7,1,Arizona Cardinals / 4th / 103rd pick / 2013,$2000000,OkafAl00
60,Patrick Omameh,31,G,1,1,327,6-4,Michigan,12/29/1989,7,0,,,OmamPa00
70,Kelechi Osemele,31,T,5,5,330,6-5,Iowa St.,6/24/1989,8,2,Baltimore Ravens / 2nd / 60th pick / 2012,$1050000,OsemKe00
64,Mike Pennel,29,DT,14,1,330,6-4,Arizona St.Colorado State-Pueblo,5/9/1991,6,1,,$802941,PennMi00
13,Byron Pringle,27,WR,13,3,201,6-1,Kansas St.,11/17/1993,2,2,,$675000,PrinBy00
74,Martinas Rankin,26,OT,1,1,311,6-5,Mississippi St.,10/20/1994,2,1,Houston Texans / 3rd / 80th pick / 2018,$591180,RankMa00
62,Austin Reiter,29,C,15,12,300,6-3,South Florida,11/27/1991,4,6,Washington Redskins / 7th / 222nd pick / 2015,$2275000,ReitAu00
75,Mike Remmers,31,T,13,10,301,6-5,Oregon St.,4/11/1989,8,6,,$1050000,RemmMi00
11,Demarcus Robinson,26,WR,16,9,202,6-1,Florida,9/21/1994,4,4,Kansas City Chiefs / 4th / 126th pick / 2016,$2160000,RobiDe01
99,Khalen Saunders,24,DT,3,1,324,6-0,Western Illinois,8/9/1996,1,1,Kansas City Chiefs / 3rd / 84th pick / 2019,$439706,SaunKh00
71,Mitchell Schwartz,31,T,6,6,320,6-5,California,6/8/1989,8,3,Cleveland Browns / 2nd / 37th pick / 2012,$5320000,SchwMi00
83,Ricky Seals-Jones,25,TE,2,0,243,6-5,Texas A&M,3/15/1995,3,0,,$825000,SealRi00
42,Anthony Sherman,32,RB,13,1,242,5-10,Connecticut,12/11/1988,9,0,Arizona Cardinals / 5th / 136th pick / 2011,$1050000,SherAn00
43,Emmanuel Smith,25,LB,1,0,240,6-2,Vanderbilt,7/25/1995,Rook,0,,,SmitEm01
38,L'Jarius Sneed,23,CB,9,6,189,6-0,Louisiana Tech,1/21/1997,Rook,3,Kansas City Chiefs / 4th / 138th pick / 2020,$437058,SneeLJ00
49,Daniel Sorensen,30,S,15,11,200,6-2,BYU,3/5/1990,6,5,,$3600000,SoreDa01
34,Darwin Thompson,23,RB,14,1,200,5-8,Utah St.,2/12/1997,1,1,Kansas City Chiefs / 6th / 214th pick / 2019,$675000,ThomDa06
24,Tedric Thompson,25,SS,8,0,204,6-0,Colorado,1/20/1995,3,1,Seattle Seahawks / 4th / 111th pick / 2017,$825000,ThomTe00
22,Juan Thornhill,25,S,16,8,203,6-0,Virginia,10/19/1995,1,3,Kansas City Chiefs / 2nd / 63rd pick / 2019,$704785,ThorJu00
5,Tommy Townsend,24,P,16,0,194,6-1,Florida,11/12/1996,Rook,2,,,TownTo01
35,Charvarius Ward,24,DB,14,13,195,6-1,Middle Tenn. St.,5/16/1996,2,4,,$750000,WardCh01
90,Tim Ward,23,DE,1,1,255,6-6,Old Dominion,8/11/1997,Rook,1,,$585000,WardTi00
30,DeAndre Washington,27,RB,1,0,210,5-8,Texas Tech,2/22/1993,4,0,Oakland Raiders / 5th / 143rd pick / 2016,$695882,WashDe00
14,Sammy Watkins,27,WR,10,9,211,6-1,Clemson,6/14/1993,6,4,Buffalo Bills / 1st / 4th pick / 2014,$7000000,WatkSa00
23,Armani Watts,24,FS,16,1,205,5-11,Texas A&M,3/19/1996,2,1,Kansas City Chiefs / 4th / 124th pick / 2018,$750000,WattAr00
98,Tershawn Wharton,22,DE,16,1,278,6-4,Missouri S&T,6/25/1998,Rook,2,,,WharTe00
31,Darrel Williams,25,RB,16,0,219,5-11,LSU,4/15/1995,2,2,,$750000,WillDa10
54,Damien Wilson,27,ILB,13,13,243,6-0,Minnesota,5/28/1993,5,6,Dallas Cowboys / 4th / 127th pick / 2015,$3200000,WilsDa02
41,James Winchester,31,LS,16,0,242,6-3,Oklahoma,8/6/1989,5,1,,$910000,WincJa00
61,Stefen Wisniewski,31,LG,4,2,305,6-3,Penn St.,3/22/1989,9,1,Oakland Raiders / 2nd / 48th pick / 2011,,WisnSt01
68,Bryan Witzmann,30,T,1,0,320,6-7,South Dakota St.,6/16/1990,6,0,,,WitzBr00
77,Andrew Wylie,26,T,14,14,310,6-6,East. Michigan,8/19/1994,2,8,,$750000,WyliAn00
82,Deon Yelder,25,TE,14,1,255,6-4,Western Kentucky,3/6/1995,2,0,,$750000,YeldDe00
,Team Total,26.2,,16,,246.6,6-2.1,,,3.4,,,,-9999
