No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
93,Trent Murphy,29,DE,16,16,260,6-6,Stanford,12/22/1990,5,12,Washington Redskins / 2nd / 47th pick / 2014,$5800000,MurpTr00
33,Siran Neal,25,CB,15,1,206,6-0,Jacksonville St.,8/4/1994,1,1,Buffalo Bills / 5th / 154th pick / 2018,$570000,NealSi00
77,Ty Nsekhe,34,T,10,1,325,6-8,Texas St.,10/27/1985,7,1,,$3200000,NsekTy00
91,Ed Oliver,22,DL,16,7,287,6-1,Houston,12/12/1997,Rook,6,Buffalo Bills / 1st / 9th pick / 2019,$495000,OlivEd00
94,Kyle Peko,26,DT,4,0,305,6-1,Oregon St.,7/23/1993,3,0,,$645000,PekoKy00
32,Senorise Perry,28,RB,11,0,210,6-0,Louisville,9/19/1991,5,0,,$720000,PerrSe00
99,Harrison Phillips,23,DT,3,0,307,6-3,Stanford,1/25/1996,1,0,Buffalo Bills / 3rd / 96th pick / 2018,$570000,PhilHa00
97,Jordan Phillips,27,DT,16,9,341,6-6,Oklahoma,9/21/1992,4,8,Miami Dolphins / 2nd / 52nd pick / 2015,$2250000,PhilJo01
21,Jordan Poyer,28,CB,16,16,191,6-0,Oregon St.,4/25/1991,6,8,Philadelphia Eagles / 7th / 218th pick / 2013,$2950000,PoyeJo00
18,Andre Roberts,31,WR,13,0,195,5-11,The Citadel,1/9/1988,9,0,Arizona Cardinals / 3rd / 88th pick / 2010,$2000000,RobeAn00
26,Devin Singletary,22,RB,12,8,203,5-7,Florida Atlantic,9/3/1997,Rook,6,Buffalo Bills / 3rd / 74th pick / 2019,$495000,SingDe00
85,Lee Smith,32,TE,16,5,265,6-6,TennesseeMarshall,11/21/1987,8,0,New England Patriots / 5th / 159th pick / 2011,$1900000,SmitLe00
67,Quinton Spain,28,OG,16,16,330,6-4,West Virginia,8/7/1991,4,7,,$1750000,SpaiQu00
51,Julian Stanford,29,LB,16,0,230,6-1,Wagner,9/2/1990,7,2,,$1250000,StanJu00
89,Tommy Sweeney,24,TE,6,1,251,6-5,Boston Col.,7/1/1995,Rook,1,Buffalo Bills / 7th / 228th pick / 2019,$495000,SweeTo00
96,Vincent Taylor,25,DT,3,0,311,6-3,Oklahoma St.,1/5/1994,2,1,Miami Dolphins / 6th / 194th pick / 2017,,TaylVi00
52,Corey Thompson,26,LB,12,0,222,6-1,LSU,12/23/1993,1,1,,$570000,ThomCo02
39,Levi Wallace,24,CB,16,16,179,6-0,Alabama,6/12/1995,1,7,,$570000,WallLe00
27,Tre'Davious White,24,CB,15,15,192,5-11,LSU,1/16/1995,2,19,Buffalo Bills / 1st / 27th pick / 2017,$1382374,WhitTr01
82,Duke Williams,27,WR,4,3,225,6-3,Mississippi Gulf Coast CCAuburn,5/13/1992,Rook,1,,$495000,WillDu01
22,T.J. Yeldon,26,RB,6,0,223,6-1,Alabama,10/2/1993,4,1,Jacksonville Jaguars / 2nd / 36th pick / 2015,$1000000,YeldT.00
,Team Total,26.8,,16,,245.2,6-1.9,,,3.8,,,,-9999
