No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
55,Brady Sheldon,27,LB,2,0,231,6-5,Ferris St.,2/23/1993,3,0,,,ShelBr01
97,Nathan Shepherd,27,DT,14,3,315,6-4,Fort Hays St.,10/9/1993,2,2,New York Jets / 3rd / 72nd pick / 2018,$818000,ShepNa00
79,Tanzel Smart,26,DT,3,0,295,6-1,Tulane,11/6/1994,3,0,Los Angeles Rams / 6th / 189th pick / 2017,,SmarTa00
16,Jeff Smith,23,WR,12,4,195,6-1,Boston Col.,4/21/1997,1,1,,$572940,SmitJe03
17,Vyncint Smith,24,WR,7,0,202,6-3,Limestone,6/9/1996,2,0,,$661767,SmitVy00
43,Ross Travis,27,TE,1,0,248,6-6,Penn St.,1/9/1993,4,0,,,TravRo00
62,Greg Van Roten,30,G,13,13,305,6-3,Pennsylvania,2/26/1990,8,4,,$1000000,VanRGr00
85,Trevon Wesco,25,TE,12,4,267,6-3,West Virginia,9/12/1995,1,0,New York Jets / 4th / 121st pick / 2019,$542648,WescTr00
95,Quinnen Williams,23,DL,13,13,303,6-3,Alabama,12/5/1997,1,6,New York Jets / 1st / 3rd pick / 2019,$675000,WillQu00
54,Avery Williamson,28,ILB,7,6,246,6-1,Kentucky,3/9/1992,6,3,Tennessee Titans / 5th / 151st pick / 2014,$2750000,WillAv00
55,Jordan Willis,25,DE,2,0,270,6-4,Kansas St.,5/2/1995,3,1,Cincinnati Bengals / 3rd / 73rd pick / 2017,$865250,WillJo09
27,Quincy Wilson,24,CB,3,1,193,6-2,Florida,8/16/1996,3,0,Indianapolis Colts / 2nd / 46th pick / 2017,$1251310,WilsQu01
92,Jabari Zuniga,23,DL,8,0,264,6-3,Florida,8/14/1997,Rook,1,New York Jets / 3rd / 79th pick / 2020,$523527,ZuniJa00
,Team Total,26.1,,16,,238.1,6-2.0,,,3.1,,,,-9999
