No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
75,Brandon Scherff,28,G,11,11,315,6-5,Iowa,12/26/1991,4,5,Washington Redskins / 1st / 5th pick / 2015,$12525000,ScheBr00
37,Coty Sensabaugh,31,CB,2,2,187,5-11,Clemson,11/15/1988,7,1,Tennessee Titans / 4th / 115th pick / 2012,,SensCo00
97,Tim Settle,22,DT,15,1,308,6-3,Virginia Tech,7/11/1997,1,1,Washington Redskins / 5th / 163rd pick / 2018,$570000,SettTi00
89,Cam Sims,23,WR,7,1,220,6-5,Alabama,1/6/1996,1,0,,$495000,SimsCa00
15,Steven Sims,22,WR,16,2,176,5-10,Kansas,3/31/1997,Rook,4,,$495000,SimsSt00
34,Wendell Smallwood,25,RB,15,0,208,5-10,West Virginia,1/20/1994,3,1,Philadelphia Eagles / 5th / 153rd pick / 2016,,SmalWe00
46,Maurice Smith,24,FS,2,1,194,6-0,Georgia,6/14/1995,2,0,,,SmitMa04
54,Noah Spence,25,DE,7,0,251,6-2,Ohio St.East. Kentucky,1/8/1994,3,0,Tampa Bay Buccaneers / 2nd / 39th pick / 2016,,SpenNo00
87,Jeremy Sprinkle,25,TE,16,13,252,6-5,Arkansas,8/10/1994,2,2,Washington Redskins / 5th / 154th pick / 2017,$645000,SpriJe00
37,Greg Stroman,23,CB,1,0,182,6-0,Virginia Tech,3/8/1996,1,0,Washington Redskins / 7th / 241st pick / 2018,$570000,StroGr00
57,Nick Sundberg,32,C,16,0,254,6-1,California,7/29/1987,9,1,,$930000,SundNi00
90,Montez Sweat,23,EDGE,16,16,262,6-6,Mississippi St.,9/4/1996,Rook,6,Washington Redskins / 1st / 26th pick / 2019,$495000,SweaMo00
38,Simeon Thomas,26,CB,12,0,197,6-3,Louisiana,9/22/1993,1,1,Cleveland Browns / 6th / 188th pick / 2018,,ThomSi00
25,Chris Thompson,29,RB,11,0,195,5-8,Florida St.,10/20/1990,6,4,Washington Redskins / 5th / 154th pick / 2013,$2750000,ThomCh03
50,Tanner Vallejo,25,ILB,9,0,230,6-1,Boise St.,12/16/1994,2,1,Buffalo Bills / 6th / 195th pick / 2017,,VallTa00
5,Tress Way,29,P,16,0,220,6-1,Oklahoma,4/18/1990,5,4,,$1500000,WayxTr00
19,Jester Weah,24,WR,1,0,209,6-3,Pittsburgh,2/7/1995,Rook,0,,,WeahJe01
38,Kayvon Webster,28,CB,2,1,190,5-11,South Florida,2/1/1991,6,0,Denver Broncos / 3rd / 90th pick / 2013,,WebsKa00
,Team Total,26.1,,16,,238.6,6-1.8,,,3.2,,,,-9999
