No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
59,Akeem Davis-Gaither,23,LB,16,2,215,6-2,Appalachian St.,9/21/1997,Rook,2,Cincinnati Bengals / 4th / 107th pick / 2020,$610000,DaviAk01
96,Carlos Dunlap,31,DE,7,4,285,6-6,Florida,2/28/1989,10,2,Cincinnati Bengals / 2nd / 54th pick / 2010,$7800000,DunlCa99
12,Alex Erickson,28,WR,16,2,195,6-0,Wisconsin,11/6/1992,4,1,,$1600000,EricAl01
50,Jordan Evans,25,ILB,15,0,242,6-3,Oklahoma,1/27/1995,3,2,Cincinnati Bengals / 6th / 193rd pick / 2017,$825000,EvanJo01
5,Ryan Finley,26,QB,5,1,207,6-4,North Carolina St.,12/26/1994,1,1,Cincinnati Bengals / 4th / 104th pick / 2019,$675000,FinlRy00
61,B.J. Finney,29,C,1,0,318,6-4,Kansas St.,10/26/1991,4,0,,$1470588,FinnB.01
18,A.J. Green,32,WR,16,14,207,6-4,Georgia,7/31/1988,9,4,Cincinnati Bengals / 1st / 4th pick / 2011,$17971000,GreeA.00
46,Clark Harris,36,TE,16,0,250,6-5,Rutgers,7/10/1984,12,1,Green Bay Packers / 7th / 243rd pick / 2007,$1050000,HarrCl20
68,Bobby Hart,26,OG,14,13,310,6-5,Florida St.,8/21/1994,5,5,New York Giants / 7th / 226th pick / 2015,$2850000,HartBo00
41,Trayvon Henderson,25,S,4,0,205,6-0,Hawaii,8/15/1995,2,0,,$134400,HendTr01
85,Tee Higgins,21,WR,16,14,215,6-4,Clemson,1/18/1999,Rook,7,Cincinnati Bengals / 2nd / 33rd pick / 2020,$610000,HiggTe00
66,Trey Hopkins,28,G,15,15,316,6-3,Texas,7/6/1992,6,5,,$2550000,HopkTr01
94,Sam Hubbard,25,DE,13,13,265,6-5,Ohio St.,6/29/1995,2,6,Cincinnati Bengals / 3rd / 77th pick / 2018,$538237,HubbSa00
10,Kevin Huber,35,P,16,0,210,6-1,Cincinnati,7/16/1985,11,3,Cincinnati Bengals / 5th / 142nd pick / 2009,$2500000,HubeKe20
70,Margus Hunt,33,DE,9,1,295,6-8,SMU,7/14/1987,7,1,Cincinnati Bengals / 2nd / 53rd pick / 2013,$679412,HuntMa00
16,Trenton Irwin,25,WR,1,0,207,6-2,Stanford,12/10/1995,1,0,,$510000,IrwiTr00
22,William Jackson III,28,CB,14,14,189,6-0,HoustonTrinity Valley CC (TX),10/27/1992,3,5,Cincinnati Bengals / 1st / 24th pick / 2016,$9954000,JackWi02
74,Fred Johnson,23,G,12,6,326,6-7,Florida,6/5/1997,1,3,,$675000,JohnFr01
47,Keandre Jones,23,LB,2,0,220,6-3,Maryland,9/24/1997,Rook,0,,,JoneKe03
60,Michael Jordan,22,OL,14,10,315,6-6,Ohio St.,1/25/1998,1,4,Cincinnati Bengals / 4th / 136th pick / 2019,$675000,JordMi01
90,Khalid Kareem,22,DL,16,0,265,6-4,Notre Dame,4/28/1998,Rook,1,Cincinnati Bengals / 5th / 147th pick / 2020,$610000,KareKh00
58,Carl Lawson,25,DE,16,11,265,6-2,Auburn,6/29/1995,3,6,Cincinnati Bengals / 4th / 116th pick / 2017,$2133000,LawsCa00
69,Kahlil McKenzie,23,DT,7,0,320,6-3,Tennessee,1/3/1997,2,1,Kansas City Chiefs / 6th / 198th pick / 2018,,McKeKa00
28,Joe Mixon,24,RB,6,6,220,6-1,Oklahoma,7/24/1996,3,3,Cincinnati Bengals / 2nd / 48th pick / 2017,$1300000,MixoJo00
17,Stanley Morgan Jr.,24,WR,6,0,205,6-0,Nebraska,9/7/1996,1,0,,$585000,MorgSt02
34,Samaje Perine,25,RB,16,1,240,5-11,Oklahoma,9/16/1995,3,2,Washington Redskins / 4th / 114th pick / 2017,$825000,PeriSa00
23,Darius Phillips,25,CB,12,8,190,5-10,Western Michigan,6/26/1995,2,3,Cincinnati Bengals / 5th / 170th pick / 2018,$750000,PhilDa02
57,Germaine Pratt,24,LB,16,15,245,6-2,North Carolina St.,5/21/1996,1,7,Cincinnati Bengals / 3rd / 72nd pick / 2019,$684555,PratGe00
53,Billy Price,26,C,16,1,308,6-4,Ohio St.,10/11/1994,2,1,Cincinnati Bengals / 1st / 21st pick / 2018,$1544772,PricBi01
98,D.J. Reader,26,DT,5,5,347,6-3,Clemson,7/1/1994,4,2,Houston Texans / 5th / 166th pick / 2016,$2000000,ReadD.00
62,Alex Redmond,25,G,9,7,320,6-5,UCLA,1/18/1995,3,3,,$679412,RedmAl01
11,John Ross,25,WR,3,1,194,5-11,Washington,11/27/1995,3,0,Cincinnati Bengals / 1st / 9th pick / 2017,$2798981,RossJo00
89,Drew Sample,24,TE,16,13,258,6-4,Washington,4/16/1996,1,3,Cincinnati Bengals / 2nd / 52nd pick / 2019,$745286,SampDr00
86,Mason Schreck,27,TE,14,1,252,6-5,Buffalo,11/4/1993,2,0,Cincinnati Bengals / 7th / 251st pick / 2017,$705888,SchrMa00
3,Austin Seibert,24,K,4,0,211,5-9,Oklahoma,11/15/1996,1,0,Cleveland Browns / 5th / 170th pick / 2019,$635296,SeibAu00
38,LeShaun Sims,27,CB,13,10,203,6-0,Southern Utah,9/18/1993,4,4,Tennessee Titans / 5th / 157th pick / 2016,$1100000,SimsLe00
67,Quinton Spain,29,OG,9,8,330,6-4,West Virginia,8/7/1991,5,3,,$2250000,SpaiQu00
72,Xavier Su'a-Filo,29,OG,6,5,312,6-4,UCLA,1/1/1991,6,2,Houston Texans / 2nd / 33rd pick / 2014,$1000000,Sua-Xa00
65,Keaton Sutherland,23,G,1,0,315,6-5,Texas A&M,2/12/1997,1,0,,$595588,SuthKe00
19,Auden Tate,23,WR,9,2,228,6-5,Florida St.,2/3/1997,2,1,Cincinnati Bengals / 7th / 253rd pick / 2018,$750000,TateAu00
80,Mike Thomas,26,WR,14,0,189,6-1,Southern Miss,8/16/1994,4,1,Los Angeles Rams / 6th / 206th pick / 2016,$825000,ThomMi04
87,C.J. Uzomah,27,TE,2,2,260,6-6,Auburn,1/14/1993,5,1,Cincinnati Bengals / 5th / 157th pick / 2015,$3050000,UzomC.00
73,Jonah Williams,23,OL,10,10,305,6-4,Alabama,11/17/1997,Rook,4,Cincinnati Bengals / 1st / 11th pick / 2019,$1296371,WillJo10
36,Shawn Williams,29,SS,13,0,212,6-0,Georgia,5/13/1991,7,1,Cincinnati Bengals / 3rd / 84th pick / 2013,$3935000,WillSh02
32,Trayveon Williams,23,RB,10,0,206,5-8,Texas A&M,10/18/1997,1,1,Cincinnati Bengals / 6th / 182nd pick / 2019,$675000,WillTr06
71,Xavier Williams,28,DT,11,3,309,6-2,Northern Iowa,1/18/1992,5,2,,$642353,WillXa00
40,Brandon Wilson,26,CB,15,0,200,5-10,Houston,7/27/1994,3,2,Cincinnati Bengals / 6th / 207th pick / 2017,$2133000,WilsBr01
55,Logan Wilson,24,LB,12,2,241,6-2,Wyoming,7/8/1996,Rook,2,Cincinnati Bengals / 3rd / 65th pick / 2020,$610000,WilsLo00
,Team Total,26.1,,16,,250.1,6-2.1,,,3.3,,,,-9999
