No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
74,Ali Marpet,26,G,16,16,307,6-4,Hobart,4/17/1993,4,8,Tampa Bay Buccaneers / 2nd / 61st pick / 2015,$3125000,MarpAl00
86,Codey McElroy,27,WR,1,0,258,6-6,Oklahoma St.,12/13/1992,Rook,0,,,McElCo00
85,Jaydon Mickens,25,WR,1,0,170,5-11,Washington,4/21/1994,2,0,,,MickJa01
10,Scott Miller,22,WR,10,2,174,5-9,Bowling Green,7/31/1997,Rook,2,Tampa Bay Buccaneers / 6th / 208th pick / 2019,$495000,MillSc01
51,Kevin Minter,29,ILB,16,2,246,6-0,LSU,12/3/1990,6,2,Arizona Cardinals / 2nd / 45th pick / 2013,$805000,MintKe00
26,Sean Murphy-Bunting,22,CB,16,10,195,6-0,Central Michigan,6/19/1997,Rook,4,Tampa Bay Buccaneers / 2nd / 39th pick / 2019,$495000,BuntSe00
94,Carl Nassib,26,DE,14,8,275,6-7,Penn St.,4/12/1993,3,4,Cleveland Browns / 3rd / 65th pick / 2016,$2025000,NassCa00
98,Anthony Nelson,22,DL,9,1,271,6-7,Iowa,3/4/1997,Rook,1,Tampa Bay Buccaneers / 4th / 107th pick / 2019,$495000,NelsAn01
56,Rakeem Nunez-Roches,26,DT,16,0,307,6-2,Southern Miss,7/3/1993,4,1,Kansas City Chiefs / 6th / 217th pick / 2015,$805000,NuneRa00
79,Pat O'Connor,26,DE,8,0,270,6-4,East. Michigan,11/1/1993,2,1,Detroit Lions / 7th / 250th pick / 2017,$570000,OConPa00
44,Dare Ogunbowale,25,RB,16,0,205,5-10,Wisconsin,5/4/1994,2,2,,$495000,OgunDa00
19,Breshad Perriman,26,WR,14,4,210,6-1,Central Florida,9/10/1993,3,5,Baltimore Ravens / 1st / 26th pick / 2015,$2000000,PerrBr02
90,Jason Pierre-Paul,30,DE,10,8,275,6-5,College of the Canyons (CA)South Florida,1/1/1989,9,4,New York Giants / 1st / 15th pick / 2010,$13650000,PierJa99
8,Bradley Pinion,25,P,16,0,229,6-5,Clemson,6/1/1994,4,2,San Francisco 49ers / 5th / 165th pick / 2015,$805000,PiniBr00
83,Spencer Schnell,25,WR,1,0,180,5-8,Illinois St.,12/7/1994,Rook,0,,,SchnSp00
76,Donovan Smith,26,OT,15,15,338,6-6,Penn St.,6/23/1993,4,8,Tampa Bay Buccaneers / 2nd / 34th pick / 2015,$7000000,SmitDo02
29,Ryan Smith,26,CB,12,0,190,5-11,North Carolina Central,9/7/1993,3,1,Tampa Bay Buccaneers / 4th / 108th pick / 2016,$2025000,SmitRy00
24,Darian Stewart,31,DB,13,1,214,5-11,South Carolina,8/4/1988,9,1,,$930000,StewDa00
36,M.J. Stewart,24,CB,10,1,200,5-11,North Carolina,9/16/1995,1,1,Tampa Bay Buccaneers / 2nd / 53rd pick / 2018,$711051,StewM.00
64,Aaron Stinnie,25,G,2,0,312,6-3,James Madison,2/18/1994,1,0,,,StinAa00
93,Ndamukong Suh,32,DT,16,16,313,6-4,Nebraska,1/6/1987,9,9,Detroit Lions / 1st / 2nd pick / 2010,$5250000,SuhxNd99
97,Zach Triner,28,LS,16,0,245,6-3,Assumption,1/30/1991,1,1,,$495000,TrinZa00
50,Vita Vea,24,DT,16,16,347,6-4,Washington,2/5/1995,1,7,Tampa Bay Buccaneers / 1st / 12th pick / 2018,$1153829,VeaxVi00
71,Earl Watford,29,OG,15,4,300,6-3,James Madison,6/24/1990,6,3,Arizona Cardinals / 4th / 116th pick / 2013,$805000,WatfEa00
17,Justin Watson,23,WR,16,2,215,6-3,Pennsylvania,4/4/1996,1,1,Tampa Bay Buccaneers / 5th / 144th pick / 2018,$570000,WatsJu01
72,Josh Wells,28,T,13,2,306,6-6,James Madison,2/14/1991,5,2,,,WellJo02
45,Devin White,21,LB,13,13,237,6-0,LSU,2/17/1998,Rook,8,Tampa Bay Buccaneers / 1st / 5th pick / 2019,$495000,WhitDe02
31,Jordan Whitehead,22,SS,14,14,198,5-10,Pittsburgh,3/18/1997,1,5,Tampa Bay Buccaneers / 4th / 117th pick / 2018,$570000,WhitJo03
37,Mazzi Wilkins,24,DB,5,0,191,6-0,South Florida,10/12/1995,Rook,0,,,WilkMa00
,Bobo Wilson,24,WR,6,1,186,5-9,Florida St.,1/25/1995,2,0,,$645000,WilsJe00
3,Jameis Winston,25,QB,16,16,231,6-4,Florida St.,1/6/1994,4,15,Tampa Bay Buccaneers / 1st / 1st pick / 2015,$20922000,WinsJa00
,Team Total,25.7,,16,,242.7,6-2.1,,,2.8,,,,-9999
