No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
98,Sheldon Richardson,29,DT,16,15,290,6-3,Missouri,11/29/1990,6,8,New York Jets / 1st / 13th pick / 2013,$8000000,RichSh00
78,Greg Robinson,27,OT,15,14,330,6-5,Auburn,10/21/1992,5,6,St. Louis Rams / 1st / 2nd pick / 2014,$5500000,RobiGr01
53,Joe Schobert,26,OLB,16,16,240,6-1,Wisconsin,11/6/1993,3,9,Cleveland Browns / 4th / 99th pick / 2016,$2025000,SchoJo00
83,Ricky Seals-Jones,24,TE,14,3,243,6-5,Texas A&M,3/15/1995,2,2,,,SealRi00
4,Austin Seibert,23,K,16,0,211,5-9,Oklahoma,11/15/1996,Rook,3,Cleveland Browns / 5th / 170th pick / 2019,$495000,SeibAu00
50,Chris Smith,27,DE,9,0,266,6-1,Arkansas,2/11/1992,5,1,Jacksonville Jaguars / 5th / 159th pick / 2014,$2750000,SmitCh03
44,Sione Takitaki,24,LB,15,1,238,6-1,BYU,6/8/1995,Rook,2,Cleveland Browns / 3rd / 80th pick / 2019,$495000,TakiSi00
57,Adarius Taylor,29,MLB,15,0,230,6-0,Florida Atlantic,9/21/1990,5,1,,$1350000,GlanAd00
10,Taywan Taylor,24,WR,3,1,203,5-11,Western Kentucky,3/2/1995,2,0,Tennessee Titans / 3rd / 72nd pick / 2017,,TaylTa00
77,Wyatt Teller,25,OG,15,9,314,6-4,Virginia Tech,11/21/1994,1,4,Buffalo Bills / 5th / 166th pick / 2018,,TellWy00
92,Chad Thomas,24,DE,16,8,278,6-5,Miami (FL),10/12/1995,1,5,Cleveland Browns / 3rd / 67th pick / 2018,$665000,ThomCh06
20,Tavierre Thomas,23,DB,16,0,205,5-10,Ferris St.,3/11/1996,1,1,,$570000,ThomTa01
64,J.C. Tretter,28,OG,16,16,307,6-4,Cornell,2/12/1991,6,7,Green Bay Packers / 4th / 122nd pick / 2013,$5500000,TretJC00
54,Olivier Vernon,29,DE,10,10,262,6-2,Miami (FL),10/7/1990,7,5,Miami Dolphins / 3rd / 72nd pick / 2012,$15250000,VernOl00
21,Denzel Ward,22,CB,12,12,190,5-11,Ohio St.,4/28/1997,1,5,Cleveland Browns / 1st / 4th pick / 2018,$1805698,WardDe02
35,Jermaine Whitehead,26,DB,8,8,195,5-11,Auburn,3/12/1993,3,3,,$645000,WhitJe02
26,Greedy Williams,22,CB,12,12,185,6-2,LSU,12/3/1997,Rook,4,Cleveland Browns / 2nd / 46th pick / 2019,$495000,WillGr00
51,Mack Wilson,21,LB,16,14,233,6-1,Alabama,2/14/1998,Rook,7,Cleveland Browns / 5th / 155th pick / 2019,$495000,WilsMa03
99,Justin Zimmer,27,DT,2,0,300,6-3,Ferris St.,10/23/1992,1,0,,,ZimmJu00
,Team Total,25.2,,16,,244.5,6-1.7,,,2.4,,,,-9999
