No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
84,Ryan Griffin,29,TE,13,13,255,6-6,Connecticut,1/11/1990,6,2,Houston Texans / 6th / 201st pick / 2013,$1000000,GrifRy00
21,Nate Hairston,25,CB,11,6,185,6-0,Temple,6/30/1994,2,3,Indianapolis Colts / 5th / 158th pick / 2017,,HairNa00
78,Jonotthan Harrison,28,C,16,10,300,6-4,Florida,8/25/1991,5,4,,$1500000,HarrJo03
42,Thomas Hennessy,25,LS,16,0,246,6-2,Duke,6/11/1994,2,1,,$645000,HennTh00
89,Chris Herndon,23,TE,1,0,253,6-4,Miami (FL),2/23/1996,1,0,New York Jets / 4th / 107th pick / 2018,$570000,HernCh00
46,Neville Hewitt,26,LB,12,12,234,6-2,Marshall,4/6/1993,4,7,,$1000000,HewiNe00
39,Bennett Jackson,28,CB,2,0,192,6-0,Notre Dame,9/16/1991,5,0,New York Giants / 6th / 187th pick / 2014,,JackBe00
48,Jordan Jenkins,25,OLB,14,13,260,6-3,Georgia,7/1/1994,3,7,New York Jets / 3rd / 83rd pick / 2016,$2025000,JenkJo01
22,Trumaine Johnson,29,CB,7,5,213,6-2,Montana,1/1/1990,7,2,St. Louis Rams / 3rd / 65th pick / 2012,$8000000,JohnTr05
55,Ryan Kalil,34,C,7,7,300,6-2,USC,3/29/1985,12,2,Carolina Panthers / 2nd / 59th pick / 2007,$2400000,KaliRy20
91,Bronson Kaufusi,28,DE,3,1,275,6-6,BYU,7/6/1991,2,1,Baltimore Ravens / 3rd / 70th pick / 2016,$645000,KaufBr01
44,Harvey Langi,27,ILB,16,3,250,6-2,BYU,9/24/1992,2,2,,$570000,LangHa00
71,Alex Lewis,27,OT,15,12,305,6-6,ColoradoNebraska,4/21/1992,3,4,Baltimore Ravens / 4th / 130th pick / 2016,$2025000,LewiAl01
50,Frankie Luvu,23,LB,13,0,235,6-3,Washington St.,9/19/1996,1,1,,$570000,LuvuFr00
83,Josh Malone,23,WR,2,0,205,6-3,Tennessee,3/21/1996,2,0,Cincinnati Bengals / 4th / 128th pick / 2017,,MaloJo00
23,Arthur Maulet,26,CB,12,6,190,5-10,Memphis,7/13/1993,2,3,,$645000,MaulAr00
20,Marcus Maye,26,FS,16,16,207,6-0,Florida,3/9/1993,2,6,New York Jets / 2nd / 39th pick / 2017,$1060822,MayeMa00
47,Albert McClellan,33,DE,5,0,235,6-2,Marshall,6/4/1986,8,0,,$805000,McClAl00
69,Conor McDermott,27,OT,7,2,305,6-8,UCLA,10/19/1992,2,1,New England Patriots / 6th / 211th pick / 2017,,McDeCo00
99,Steve McLendon,33,DT,16,16,310,6-3,Troy,1/3/1986,9,8,,$1500000,McLeSt00
45,Rontez Miles,31,FS,7,0,203,6-0,California (PA),11/25/1988,6,0,,$1907000,MileRo00
88,Ty Montgomery,26,WR/RB,16,2,216,6-0,Stanford,1/22/1993,4,1,Green Bay Packers / 3rd / 94th pick / 2015,$805000,MontTy01
57,C.J. Mosley,27,ILB,2,2,250,6-2,Alabama,6/19/1992,5,2,Baltimore Ravens / 1st / 17th pick / 2014,$1000000,MoslC.00
70,Kelechi Osemele,30,T,3,3,330,6-5,Iowa St.,6/24/1989,7,1,Baltimore Ravens / 2nd / 60th pick / 2012,$9700000,OsemKe00
98,Kyle Phillips,22,DL,15,4,277,6-4,Tennessee,5/5/1997,Rook,4,,$495000,PhilKy00
34,Brian Poole,27,CB,14,10,211,5-10,Florida,10/20/1992,3,5,,$1000000,PoolBr01
29,Bilal Powell,31,RB,13,1,204,5-10,Louisville,10/27/1988,8,1,New York Jets / 4th / 126th pick / 2011,$930000,PoweBi00
79,Brent Qvale,28,T,3,1,315,6-7,Nebraska,3/11/1991,5,1,,$1000000,QvalBr01
27,Darryl Roberts,29,CB,13,10,190,6-0,Marshall,11/26/1990,3,4,New England Patriots / 7th / 247th pick / 2015,$1000000,RobeDa00
72,Brandon Shell,27,OT,15,11,324,6-5,South Carolina,2/6/1992,3,4,New York Jets / 5th / 158th pick / 2016,$2025000,ShelBr00
97,Nathan Shepherd,26,DT,9,0,315,6-4,Fort Hays St.,10/9/1993,1,1,New York Jets / 3rd / 72nd pick / 2018,$656000,ShepNa00
19,Trevor Siemian,28,QB,1,1,220,6-3,Northwestern,12/26/1991,4,0,Denver Broncos / 7th / 250th pick / 2015,$1000000,SiemTr00
16,Jeff Smith,22,WR,1,0,195,6-1,Boston Col.,4/21/1997,Rook,0,,,SmitJe03
17,Vyncint Smith,23,WR,13,4,202,6-3,Limestone,6/9/1996,1,2,,,SmitVy00
18,Demaryius Thomas,32,WR,11,10,225,6-3,Georgia Tech,12/25/1987,9,3,Denver Broncos / 1st / 22nd pick / 2010,,ThomDe03
6,Kaare Vedvik,25,P,1,0,210,6-3,Marshall,3/16/1994,1,-1,,,VedvKa00
85,Trevon Wesco,24,TE,16,1,267,6-3,West Virginia,9/12/1995,Rook,0,New York Jets / 4th / 121st pick / 2019,$495000,WescTr00
92,Leonard Williams,25,DT,7,7,302,6-5,USC,6/20/1994,4,3,New York Jets / 1st / 6th pick / 2015,$14200000,WillLe02
95,Quinnen Williams,22,DL,13,9,303,6-3,Alabama,12/5/1997,Rook,5,New York Jets / 1st / 3rd pick / 2019,$495000,WillQu00
60,Jordan Willis,24,DE,9,0,270,6-4,Kansas St.,5/2/1995,2,1,Cincinnati Bengals / 3rd / 73rd pick / 2017,,WillJo09
67,Brian Winters,28,OG,9,9,320,6-4,Kent St.,7/16/1991,6,3,New York Jets / 3rd / 72nd pick / 2013,$6000000,WintBr00
40,Paul Worrilow,29,MLB,4,0,230,6-0,Delaware,5/1/1990,6,0,,,WorrPa00
,Team Total,26.4,,16,,243.2,6-2.3,,,3.4,,,,-9999
