No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
23,Sean Murphy-Bunting,23,CB,16,13,195,6-0,Central Michigan,6/19/1997,1,5,Tampa Bay Buccaneers / 2nd / 39th pick / 2019,$830273,BuntSe00
98,Anthony Nelson,23,DL,16,1,271,6-7,Iowa,3/4/1997,1,2,Tampa Bay Buccaneers / 4th / 107th pick / 2019,$675000,NelsAn01
56,Rakeem Nunez-Roches,27,DT,16,11,307,6-2,Southern Miss,7/3/1993,5,6,Kansas City Chiefs / 6th / 217th pick / 2015,$1000000,NuneRa00
79,Pat O'Connor,27,DE,16,0,270,6-4,East. Michigan,11/1/1993,3,1,Detroit Lions / 7th / 250th pick / 2017,$750000,OConPa00
90,Jason Pierre-Paul,31,DE,16,16,275,6-5,College of the Canyons (CA)South Florida,1/1/1989,10,13,New York Giants / 1st / 15th pick / 2010,$6500000,PierJa99
8,Bradley Pinion,26,P,16,0,229,6-5,Clemson,6/1/1994,5,2,San Francisco 49ers / 5th / 165th pick / 2015,$2700000,PiniBr00
91,Benning Potoa'e,24,DE,1,0,290,6-3,Washington,9/17/1996,Rook,0,,,PotoBe00
53,Chapelle Russell,23,LB,11,0,236,6-2,Temple,1/20/1997,Rook,1,Tampa Bay Buccaneers / 7th / 241st pick / 2020,$466471,RussCh00
62,A.Q. Shipley,34,C,5,2,307,6-1,Penn St.,5/22/1986,11,1,Pittsburgh Steelers / 7th / 226th pick / 2009,$1050000,ShipA.20
76,Donovan Smith,27,OT,15,15,338,6-6,Penn St.,6/23/1993,5,10,Tampa Bay Buccaneers / 2nd / 34th pick / 2015,$14500000,SmitDo02
29,Ryan Smith,27,CB,16,0,190,5-11,North Carolina Central,9/7/1993,4,1,Tampa Bay Buccaneers / 4th / 108th pick / 2016,$1250000,SmitRy00
64,Aaron Stinnie,26,G,6,0,312,6-3,James Madison,2/18/1994,2,1,,$750000,StinAa00
3,Ryan Succop,34,K,16,0,218,6-2,South Carolina,9/19/1986,11,3,Kansas City Chiefs / 7th / 256th pick / 2009,$1050000,SuccRy44
93,Ndamukong Suh,33,DT,16,16,313,6-4,Nebraska,1/6/1987,10,8,Detroit Lions / 1st / 2nd pick / 2010,$3000000,SuhxNd99
97,Zach Triner,29,LS,16,0,245,6-3,Assumption,1/30/1991,2,1,,$675000,TrinZa00
30,Ke'Shawn Vaughn,23,RB,10,0,214,5-10,IllinoisVanderbilt,5/4/1997,Rook,1,Tampa Bay Buccaneers / 3rd / 76th pick / 2020,$610000,VaugKe00
50,Vita Vea,25,DT,5,5,347,6-4,Washington,2/5/1995,2,3,Tampa Bay Buccaneers / 1st / 12th pick / 2018,$1827658,VeaxVi00
17,Justin Watson,24,WR,11,2,215,6-3,Pennsylvania,4/4/1996,2,1,Tampa Bay Buccaneers / 5th / 144th pick / 2018,$750000,WatsJu01
72,Josh Wells,29,T,15,1,306,6-6,James Madison,2/14/1991,6,2,,$910000,WellJo02
45,Devin White,22,LB,15,15,237,6-0,LSU,2/17/1998,1,14,Tampa Bay Buccaneers / 1st / 5th pick / 2019,$675000,WhitDe02
33,Jordan Whitehead,23,SS,16,16,198,5-10,Pittsburgh,3/18/1997,2,7,Tampa Bay Buccaneers / 4th / 117th pick / 2018,$750000,WhitJo03
37,Mazzi Wilkins,25,DB,1,0,191,6-0,South Florida,10/12/1995,1,0,,$585000,WilkMa00
31,Antoine Winfield Jr.,22,S,16,16,203,5-9,Minnesota,8/16/1998,Rook,6,Tampa Bay Buccaneers / 2nd / 45th pick / 2020,,WinfAn00
78,Tristan Wirfs,21,OL,16,16,320,6-5,Iowa,1/24/1999,Rook,11,Tampa Bay Buccaneers / 1st / 13th pick / 2020,$610000,WirfTr00
,Team Total,26.9,,16,,244.7,6-2.1,,,4.2,,,,-9999
