No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
19,Kenny Golladay,26,WR,16,16,213,6-4,Northern Illinois,11/3/1993,2,9,Detroit Lions / 3rd / 96th pick / 2017,$676000,GollKe00
17,Marvin Hall,26,WR,9,0,190,5-10,Washington,4/10/1993,2,2,,,HallMa02
93,Da'Shawn Hand,24,DE,3,2,297,6-3,Alabama,11/14/1995,1,1,Detroit Lions / 4th / 114th pick / 2018,$570000,HandDa00
25,Will Harris,24,S,16,6,206,6-1,Boston Col.,12/19/1995,Rook,2,Detroit Lions / 3rd / 81st pick / 2019,$495000,HarrWi02
98,Damon Harrison,31,DT,15,15,350,6-3,Northwest Mississippi CCWilliam Penn,11/29/1988,7,7,,$6750000,HarrDa03
75,Frank Herron,25,DL,3,0,305,6-4,LSU,7/9/1994,Rook,0,,,HerrFr00
36,Wes Hills,24,RB,1,1,218,6-0,Slippery Rock,6/5/1995,Rook,0,,,HillWe00
88,T.J. Hockenson,22,TE,12,7,248,6-5,Iowa,7/3/1997,Rook,3,Detroit Lions / 1st / 8th pick / 2019,$495000,HockTJ00
28,Michael Jackson,22,CB,1,0,210,6-1,Miami (FL),1/10/1997,Rook,0,Dallas Cowboys / 5th / 158th pick / 2019,,JackMi01
83,Jesse James,25,TE,16,11,251,6-7,Penn St.,6/4/1994,4,1,Pittsburgh Steelers / 5th / 160th pick / 2015,$805000,JameJe00
33,Kerryon Johnson,22,RB,8,7,211,5-11,Auburn,6/30/1997,1,3,Detroit Lions / 2nd / 43rd pick / 2018,$775622,JohnKe06
31,Ty Johnson,22,RB,16,1,210,5-10,Maryland,9/17/1997,Rook,2,Detroit Lions / 6th / 186th pick / 2019,$495000,JohnTy02
52,Christian Jones,28,ILB,13,13,245,6-3,Florida St.,2/18/1991,5,6,,$2450000,JoneCh05
11,Marvin Jones,29,WR,13,11,199,6-2,California,3/12/1990,7,6,Cincinnati Bengals / 5th / 166th pick / 2012,$6500000,JoneMa02
42,Devon Kennard,28,OLB,16,15,256,6-3,USC,6/24/1991,5,8,New York Giants / 5th / 174th pick / 2014,$3500000,KennDe00
85,Tom Kennedy,23,WR,1,0,195,5-10,Bryant,7/29/1996,Rook,0,,,KennTo01
35,Miles Killebrew,26,SS,15,1,222,6-2,Southern Utah,5/10/1993,3,1,Detroit Lions / 4th / 111th pick / 2016,$720000,KillMi00
15,Chris Lacy,23,WR,7,2,206,6-3,Oklahoma St.,1/28/1996,1,0,,$495000,LacyCh00
54,Steve Longa,25,LB,10,0,240,6-0,Rutgers,9/29/1994,3,1,,$570000,LongSt00
6,Sam Martin,29,P,16,0,211,6-1,Appalachian St.,2/27/1990,6,2,Detroit Lions / 5th / 165th pick / 2013,$2400000,MartSa01
41,J.D. McKissic,26,RB,16,3,195,5-10,Arkansas St.,8/15/1993,3,3,,,McKiJ.00
61,Jamie Meder,28,DT,1,0,308,6-2,Ashland,4/12/1991,5,0,,,MedeJa00
29,Rashaan Melvin,30,CB,13,12,195,6-2,Northern Illinois,10/2/1989,6,4,,$1300000,MelvRa00
49,C.J. Moore,24,DB,16,0,197,5-11,Mississippi,12/15/1995,Rook,1,,$495000,MoorCJ01
48,Don Muhlbach,38,C,16,0,258,6-4,Texas A&M,8/17/1981,15,2,,$1030000,MuhlDo20
89,Isaac Nauta,22,TE,6,0,246,6-3,Georgia,5/21/1997,Rook,0,Detroit Lions / 7th / 224th pick / 2019,$495000,NautIs00
95,Romeo Okwara,24,DE,14,1,255,6-4,Notre Dame,6/17/1995,3,2,,$720000,OkwaRo01
24,Amani Oruwariye,23,CB,9,2,205,6-2,Penn St.,2/9/1996,Rook,1,Detroit Lions / 5th / 146th pick / 2019,$495000,OruwAm00
26,Paul Perkins,25,RB,4,0,213,5-11,UCLA,11/16/1994,3,0,New York Giants / 5th / 149th pick / 2016,,PerkPa00
57,Anthony Pittman,23,LB,1,0,240,6-3,Wayne State (MI),11/24/1996,Rook,0,,,PittAn01
5,Matt Prater,35,K,16,0,201,5-10,Central Florida,8/10/1984,12,4,,$2200000,PratMa20
77,Frank Ragnow,23,C,15,15,311,6-5,Arkansas,5/17/1996,1,6,Detroit Lions / 1st / 20th pick / 2018,$1015461,RagnFr00
44,Jalen Reeves-Maybin,24,OLB,16,3,230,6-1,Tennessee,1/31/1995,2,3,Detroit Lions / 4th / 124th pick / 2017,$645000,ReevJa00
91,A'Shawn Robinson,24,DT,13,9,330,6-4,Alabama,3/21/1995,3,5,Detroit Lions / 2nd / 46th pick / 2016,$1163678,RobiAS00
43,Bo Scarbrough,25,RB,6,5,235,6-1,Alabama,9/29/1994,1,2,Dallas Cowboys / 7th / 236th pick / 2018,,ScarBo01
70,Dan Skipper,25,OT,3,0,325,6-9,Arkansas,9/20/1994,2,0,,,SkipDa00
23,Darius Slay,28,CB,14,14,190,6-0,Mississippi St.,1/1/1991,6,7,Detroit Lions / 2nd / 36th pick / 2013,$12550000,SlayDa00
9,Matthew Stafford,31,QB,8,8,220,6-3,Georgia,2/7/1988,10,8,Detroit Lions / 1st / 1st pick / 2009,$13500000,StafMa00
92,Kevin Strong,23,DT,8,0,295,6-4,Texas-San Antonio,8/5/1996,Rook,1,,$495000,StroKe00
51,Jahlani Tavai,23,LB,15,6,250,6-2,Hawaii,9/28/1996,Rook,4,Detroit Lions / 2nd / 43rd pick / 2019,$495000,TavaJa00
82,Logan Thomas,28,QB/TE,16,3,250,6-6,Virginia Tech,7/1/1991,5,1,Arizona Cardinals / 4th / 120th pick / 2014,$805000,ThomLo00
30,Dee Virgin,26,CB,15,0,195,5-9,West Alabama,10/29/1993,1,1,,$570000,VirgDe00
71,Ricky Wagner,30,OT,12,12,313,6-6,Wisconsin,10/21/1989,6,5,Baltimore Ravens / 5th / 168th pick / 2013,$9000000,WagnRi00
21,Tracy Walker,24,S,13,12,206,6-1,Louisiana,2/1/1995,1,4,Detroit Lions / 3rd / 82nd pick / 2018,$628000,WalkTr01
79,Kenny Wiggins,31,T,14,3,315,6-6,Fresno St.,8/8/1988,8,2,,$2500000,WiggKe00
32,Tavon Wilson,29,FS,16,13,208,6-0,Illinois,3/19/1990,7,4,New England Patriots / 2nd / 48th pick / 2012,$1000000,WilsTa00
69,Jonathan Wynn,24,DE,1,0,260,6-4,Vanderbilt,9/21/1995,Rook,0,,$495000,WynnJo00
,Team Total,25.9,,16,,244.8,6-2.0,,,3.0,,,,-9999
