No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
14,Ray-Ray McCloud,23,WR,6,0,190,5-9,Clemson,10/15/1996,1,0,Buffalo Bills / 6th / 187th pick / 2018,,McClRa00
93,Gerald McCoy,31,DT,16,16,295,6-4,Oklahoma,2/25/1988,9,6,Tampa Bay Buccaneers / 1st / 3rd pick / 2010,$3000000,McCoGe99
91,Stacy McGee,29,DT,4,0,339,6-3,Oklahoma,1/17/1990,6,0,Oakland Raiders / 6th / 205th pick / 2013,,McGeSt01
76,Garrett McGhin,24,T,2,0,302,6-6,East Carolina,10/13/1995,Rook,0,,,McGhGa01
50,Christian Miller,23,EDGE,7,0,245,6-3,Alabama,6/16/1996,Rook,1,Carolina Panthers / 4th / 115th pick / 2019,$495000,MillCh04
19,Donte Moncrief,26,WR,3,0,216,6-2,Mississippi,8/6/1993,5,0,Indianapolis Colts / 3rd / 90th pick / 2014,,MoncDo00
12,D.J. Moore,22,WR,15,15,210,6-0,Maryland,4/14/1997,1,8,Carolina Panthers / 1st / 24th pick / 2018,$987787,MoorD.00
72,Taylor Moton,25,OT,16,16,325,6-5,Western Michigan,8/14/1994,2,6,Carolina Panthers / 2nd / 64th pick / 2017,$843014,MotoTa00
1,Cam Newton,30,QB,2,2,245,6-5,FloridaBlinn College (TX)Auburn,5/11/1989,8,1,Carolina Panthers / 1st / 1st pick / 2011,$16200000,NewtCa00
94,Efe Obada,27,LB,16,0,265,6-6,None,4/13/1992,1,1,,$570000,ObadEf00
88,Greg Olsen,34,TE,14,14,255,6-5,Miami (FL),3/11/1985,12,4,Chicago Bears / 1st / 31st pick / 2007,$1900000,OlseGr00
5,Michael Palardy,27,P,16,0,200,5-11,Tennessee,7/6/1992,5,3,,$800000,PalaMi00
61,Matt Paradis,30,C,16,16,300,6-3,Boise St.,10/12/1989,5,6,Denver Broncos / 6th / 207th pick / 2014,$1000000,ParaMa00
95,Dontari Poe,29,DT,11,10,346,6-3,Memphis,8/18/1990,7,4,Kansas City Chiefs / 1st / 11th pick / 2012,$4500000,PoexDo00
64,Chris Reed,27,G,3,0,300,6-5,Minnesota St.,7/22/1992,3,0,,,ReedCh00
25,Eric Reid,28,FS,16,16,215,6-1,LSU,12/10/1991,6,5,San Francisco 49ers / 1st / 18th pick / 2013,$1500000,ReidEr00
10,Curtis Samuel,23,WR,16,15,195,5-11,Ohio St.,8/11/1996,2,5,Carolina Panthers / 2nd / 40th pick / 2017,$1051698,SamuCu00
20,Jordan Scarlett,23,RB,9,0,210,5-11,Florida,2/9/1996,Rook,0,Carolina Panthers / 5th / 154th pick / 2019,$495000,ScarJo00
99,Kawann Short,30,DT,2,2,315,6-3,Purdue,2/2/1989,6,1,Carolina Panthers / 2nd / 44th pick / 2013,$12500000,ShorKa00
4,Joey Slye,23,K,16,0,213,5-11,Virginia Tech,4/10/1996,Rook,4,,$495000,SlyeJo00
57,Andre Smith,22,ILB,16,0,240,6-0,North Carolina,4/20/1997,1,1,Carolina Panthers / 7th / 234th pick / 2018,$570000,SmitAn04
80,Ian Thomas,23,TE,16,3,260,6-4,Indiana,6/6/1996,1,1,Carolina Panthers / 4th / 101st pick / 2018,$570000,ThomIa00
54,Shaq Thompson,25,OLB,14,14,230,6-0,Washington,4/21/1994,4,6,Carolina Panthers / 1st / 25th pick / 2015,$9232000,ThomSh01
70,Trai Turner,26,OG,13,13,315,6-3,LSU,6/14/1993,5,7,Carolina Panthers / 3rd / 92nd pick / 2014,$5297000,TurnTr01
73,Greg Van Roten,29,G,11,11,305,6-3,Pennsylvania,2/26/1990,7,4,,$805000,VanRGr00
18,DeAndrew White,28,WR,10,0,195,6-0,Alabama,10/16/1991,4,0,,$645000,WhitDe01
60,Daryl Williams,27,OT,16,12,330,6-6,Oklahoma,8/31/1992,4,5,Carolina Panthers / 4th / 102nd pick / 2015,$2250000,WillDa06
76,Bryan Witzmann,29,T,2,0,320,6-7,South Dakota St.,6/16/1990,5,0,,,WitzBr00
13,Jarius Wright,30,WR,16,9,190,5-10,Arkansas,11/25/1989,7,2,Minnesota Vikings / 4th / 118th pick / 2012,$1500000,WrigJa02
11,Brandon Zylstra,26,WR,8,0,215,6-2,Concordia-Moorhead (MN),3/25/1993,1,1,,,ZylsBr00
,Team Total,26.3,,16,,247.0,6-1.9,,,3.5,,,,-9999
