No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
72,Ryan Groy,29,OG,9,0,320,6-5,Wisconsin,9/30/1990,5,1,,,GroyRy00
15,Jalen Guyton,22,WR,3,0,212,6-1,North Texas,6/7/1997,Rook,0,,,GuytJa01
26,Casey Hayward,30,DB,16,16,192,5-11,Vanderbilt,9/9/1989,7,6,Green Bay Packers / 2nd / 62nd pick / 2012,$8000000,HaywCa00
86,Hunter Henry,25,TE,12,12,250,6-5,Arkansas,12/7/1994,3,5,San Diego Chargers / 2nd / 35th pick / 2016,$1170042,HenrHu00
54,Melvin Ingram,30,DE,13,13,247,6-2,South Carolina,4/26/1989,7,10,San Diego Chargers / 1st / 18th pick / 2012,$17000000,IngrMe00
15,Dontrelle Inman,30,WR,4,1,205,6-3,Virginia,1/31/1989,5,1,,,InmaDo00
22,Justin Jackson,23,RB,7,0,200,6-0,Northwestern,4/22/1996,1,1,Los Angeles Chargers / 7th / 251st pick / 2018,$570000,JackJu01
33,Derwin James,23,SS,5,5,215,6-2,Florida St.,8/3/1996,1,2,Los Angeles Chargers / 1st / 17th pick / 2018,$1043134,JameDe00
23,Rayshawn Jenkins,25,FS,16,16,220,6-1,Miami (FL),1/25/1994,2,6,Los Angeles Chargers / 4th / 113th pick / 2017,$645000,JenkRa00
29,Dontae Johnson,28,FS,2,0,200,6-2,North Carolina St.,12/1/1991,5,0,San Francisco 49ers / 4th / 129th pick / 2014,,JohnDo02
93,Justin Jones,23,DT,12,12,309,6-3,North Carolina St.,8/28/1996,1,5,Los Angeles Chargers / 3rd / 84th pick / 2018,$621481,JoneJu03
87,Lance Kendricks,31,TE,12,1,250,6-3,Wisconsin,1/30/1988,8,0,St. Louis Rams / 2nd / 47th pick / 2011,,KendLa00
20,Desmond King,25,FS,15,8,200,5-10,Iowa,12/14/1994,2,4,Los Angeles Chargers / 5th / 151st pick / 2017,$645000,KingDe01
77,Forrest Lamp,25,OG,7,2,310,6-4,Western Kentucky,2/20/1994,1,1,Los Angeles Chargers / 2nd / 38th pick / 2017,$1071084,LampFo00
1,Ty Long,26,P,16,0,205,6-2,Ala-Birmingham,4/6/1993,Rook,4,,,LongTy00
24,Shalom Luani,25,SS,3,0,202,6-0,Washington St.,8/5/1994,2,0,Oakland Raiders / 7th / 221st pick / 2017,,LuanSh00
45,Cole Mazza,24,LS,16,0,247,6-1,Alabama,2/14/1995,Rook,1,,$495000,MazzCo01
95,T.Y. McGill,27,DT,3,0,299,6-0,North Carolina St.,11/23/1992,4,0,,$805000,McGiT.00
3,Chase McLaughlin,23,K,4,0,180,6-0,Illinois,4/9/1996,Rook,0,,,McLaCh00
92,Brandon Mebane,34,DT,13,13,311,6-1,California,1/15/1985,12,6,Seattle Seahawks / 3rd / 85th pick / 2007,$1050000,MebaBr99
89,Jason Moore,24,WR,10,0,215,6-3,Findlay,6/23/1995,Rook,0,,,MoorJa02
42,Uchenna Nwosu,23,OLB,16,3,251,6-2,USC,12/28/1996,1,3,Los Angeles Chargers / 2nd / 48th pick / 2018,$741799,NwosUc00
76,Russell Okung,31,T,6,6,310,6-5,Oklahoma St.,10/7/1988,9,3,Seattle Seahawks / 1st / 6th pick / 2010,$13000000,OkunRu20
16,Andre Patton,25,WR,13,5,200,6-4,Rutgers,5/28/1994,1,0,,$495000,PattAn00
40,Chris Peace,23,DE,1,0,250,6-2,Virginia,2/8/1996,Rook,0,,$495000,PeacCh00
52,Denzel Perryman,27,ILB,14,10,240,5-11,Miami (FL),12/5/1992,4,5,San Diego Chargers / 2nd / 48th pick / 2015,$850000,PerrDe00
31,Adrian Phillips,27,DB,7,5,210,5-11,Texas,3/28/1992,5,2,,$1500000,PhilAd00
79,Trey Pipkins,23,OT,13,3,307,6-6,Sioux Falls,9/5/1996,Rook,3,Los Angeles Chargers / 3rd / 91st pick / 2019,$495000,PipkTr00
35,Troymaine Pope,26,RB,14,0,205,5-9,Jacksonville St.,11/26/1993,3,0,,$645000,PopeTr00
53,Mike Pouncey,30,C,5,5,298,6-5,Florida,7/24/1989,8,2,Miami Dolphins / 1st / 15th pick / 2011,$6000000,PounMi00
61,Scott Quessenberry,24,C,16,9,310,6-3,UCLA,3/23/1995,1,5,Los Angeles Chargers / 5th / 155th pick / 2018,$570000,QuesSc00
17,Philip Rivers,38,QB,16,16,228,6-5,North Carolina St.,12/8/1981,15,13,New York Giants / 1st / 4th pick / 2004,$11000000,RivePh00
98,Isaac Rochell,24,DE,16,0,280,6-3,Notre Dame,4/22/1995,2,1,Los Angeles Chargers / 7th / 225th pick / 2017,$645000,RochIs00
75,Michael Schofield,29,OT,16,16,301,6-6,Michigan,11/15/1990,5,8,Denver Broncos / 3rd / 95th pick / 2014,$2000000,SchoMi00
78,Trenton Scott,25,T,16,9,320,6-5,Grambling St.,1/25/1994,1,5,,$570000,ScotTr01
71,Damion Square,30,DE,16,4,293,6-2,Alabama,2/6/1989,6,3,,$1500000,SquaDa00
5,Tyrod Taylor,30,QB,8,0,217,6-1,Virginia Tech,8/3/1989,8,0,Baltimore Ravens / 6th / 180th pick / 2011,$1000000,TaylTy00
36,Roderic Teamer,22,S,7,6,205,6-0,Tulane,5/12/1997,Rook,2,,$495000,TeamRo00
69,Sam Tevi,25,OT,14,14,315,6-5,Utah,11/15/1994,2,7,Los Angeles Chargers / 6th / 190th pick / 2017,$645000,TeviSa00
99,Jerry Tillery,23,DL,15,3,295,6-6,Notre Dame,10/8/1996,Rook,2,Los Angeles Chargers / 1st / 28th pick / 2019,$495000,TillJe00
49,Drue Tranquill,24,LB,15,3,234,6-2,Notre Dame,8/15/1995,Rook,3,Los Angeles Chargers / 4th / 130th pick / 2019,$495000,TranDr00
27,Jaylen Watkins,28,CB,14,3,194,5-11,Florida,11/27/1991,5,2,Philadelphia Eagles / 4th / 101st pick / 2014,$805000,WatkJa01
34,Derek Watt,27,FB,16,2,234,6-2,Wisconsin,11/7/1992,3,0,San Diego Chargers / 6th / 198th pick / 2016,$720000,WattDe00
44,Kyzir White,23,S,16,7,216,6-2,West Virginia,3/24/1996,1,4,Los Angeles Chargers / 4th / 119th pick / 2018,$570000,WhitKy00
81,Mike Williams,25,WR,15,15,218,6-4,Clemson,10/4/1994,2,8,Los Angeles Chargers / 1st / 7th pick / 2017,$2260448,WillMi07
96,Sylvester Williams,31,DT,5,0,328,6-2,North Carolina,11/21/1988,6,0,Denver Broncos / 1st / 28th pick / 2013,,WillSy00
,Team Total,26.3,,16,,243.2,6-2.0,,,3.4,,,,-9999
