No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
44,Deon Lacey,29,LB,16,0,235,6-3,West Alabama,7/18/1990,2,1,,,LaceDe00
42,Patrick Laird,24,RB,15,4,205,6-0,California,8/17/1995,Rook,3,,$495000,LairPa00
30,Chris Lammons,23,DB,12,0,182,5-10,South Carolina,1/31/1996,Rook,1,,$495000,LammCh00
98,Jonathan Ledbetter,22,DE,1,1,280,6-4,Georgia,9/12/1997,Rook,0,,$495000,LedbJo01
24,Ryan Lewis,25,CB,8,3,185,6-0,Pittsburgh,4/15/1994,1,2,,,LewiRy01
28,Bobby McCain,26,CB,9,8,196,5-9,Memphis,8/18/1993,4,3,Miami Dolphins / 5th / 145th pick / 2015,$5600000,McCaBo01
52,Raekwon McMillan,24,ILB,13,12,242,6-2,Ohio St.,11/17/1995,1,3,Miami Dolphins / 2nd / 54th pick / 2017,$892049,McMiRa02
36,Doug Middleton,26,S,1,0,210,6-0,Appalachian St.,9/25/1993,3,0,,,MiddDo01
93,Avery Moss,25,DE,11,8,271,6-3,Youngstown St.,11/16/1994,2,2,New York Giants / 5th / 167th pick / 2017,,MossAv00
48,Calvin Munson,25,OLB,2,2,243,6-0,San Diego St.,12/27/1994,2,1,,,MunsCa00
40,Nik Needham,23,DB,12,11,196,6-1,Texas-El Paso,11/4/1996,Rook,5,,,NeedNi00
92,Robert Nkemdiche,25,DT,2,0,296,6-3,Mississippi,9/19/1994,3,0,Arizona Cardinals / 1st / 29th pick / 2016,$720000,NkemRo00
83,Nick O'Leary,27,TE,7,2,252,6-3,Florida St.,8/31/1992,4,0,Buffalo Bills / 6th / 194th pick / 2015,$1000000,OLeaNi00
78,Adam Pankey,25,OG,2,1,313,6-5,West Virginia,2/2/1994,2,0,,,PankAd00
11,DeVante Parker,26,WR,16,14,219,6-3,Louisville,1/20/1993,4,9,Miami Dolphins / 1st / 14th pick / 2015,$3500000,ParkDe01
26,Steven Parker,24,DB,14,4,210,6-1,Oklahoma,12/14/1995,Rook,3,,,ParkSt00
46,Taybor Pepper,25,LS,16,0,245,6-4,Michigan St.,5/28/1994,2,1,,,PeppTa00
29,Samaje Perine,24,RB,1,0,240,5-11,Oklahoma,9/16/1995,2,0,Washington Redskins / 4th / 114th pick / 2017,,PeriSa00
33,Jamal Perry,25,CB,14,6,182,5-10,Iowa St.,10/23/1994,Rook,3,,$495000,WiltJo01
72,Isaiah Prince,22,OL,4,2,305,6-7,Ohio St.,7/29/1997,Rook,1,Miami Dolphins / 6th / 202nd pick / 2019,$495000,PrinIs00
64,Chris Reed,27,G,5,1,300,6-5,Minnesota St.,7/22/1992,3,1,,$1000000,ReedCh00
3,Josh Rosen,22,QB,6,3,226,6-4,UCLA,2/10/1997,1,1,Arizona Cardinals / 1st / 10th pick / 2018,$570000,RoseJo01
21,Eric Rowe,27,CB,16,15,205,6-1,Utah,10/3/1992,4,6,Philadelphia Eagles / 2nd / 47th pick / 2015,$1375000,RoweEr00
7,Jason Sanders,24,K,16,0,197,5-11,New Mexico,11/16/1995,1,2,Miami Dolphins / 7th / 229th pick / 2018,$570000,SandJa00
48,Marcus Sherels,32,DB,5,0,175,5-10,Minnesota,9/30/1987,9,1,,,SherMa20
92,Zach Sieler,24,DE,3,1,297,6-6,Ferris St.,9/7/1995,1,0,Baltimore Ravens / 7th / 238th pick / 2018,,SielZa00
81,Durham Smythe,24,TE,16,14,246,6-6,Notre Dame,8/9/1995,1,0,Miami Dolphins / 4th / 123rd pick / 2018,$570000,SmytDu00
32,Linden Stephens,24,CB,3,0,193,6-0,Cincinnati,3/21/1995,Rook,0,,,StepLi00
74,Keaton Sutherland,22,G,3,2,315,6-5,Texas A&M,2/12/1997,Rook,1,,,SuthKe00
34,De'Lance Turner,24,RB,8,0,214,5-11,Alcorn St.,8/23/1995,1,0,,,TurnDe01
43,Andrew Van Ginkel,24,LB,6,1,242,6-4,Wisconsin,7/1/1995,Rook,1,Miami Dolphins / 5th / 151st pick / 2019,$495000,VanGAn00
87,Clive Walford,28,TE,7,3,252,6-4,Miami (FL),10/1/1991,4,0,Oakland Raiders / 3rd / 68th pick / 2015,$720000,WalfCl00
22,Mark Walton,22,RB,7,4,200,5-10,Miami (FL),3/29/1997,1,2,Cincinnati Bengals / 4th / 112th pick / 2018,$495000,WaltMa00
61,J'Marcus Webb,31,T,14,8,320,6-7,TexasNavarroWest Texas A&M,8/8/1988,9,4,Chicago Bears / 7th / 218th pick / 2010,,WebbJM20
31,Ken Webster,23,CB,8,5,202,5-11,Mississippi,6/19/1996,Rook,2,New England Patriots / 7th / 252nd pick / 2019,,WebsKe00
94,Christian Wilkins,24,DL,16,14,310,6-4,Clemson,12/20/1995,Rook,5,Miami Dolphins / 1st / 13th pick / 2019,$495000,WilkCh00
18,Preston Williams,22,WR,8,7,220,6-5,Colorado St.,3/27/1997,Rook,3,,$495000,WillPr01
53,Gerald Willis,24,DL,2,0,300,6-2,Miami (FL),8/23/1995,Rook,0,,,WillGe02
15,Albert Wilson,27,WR,13,4,195,5-9,Georgia St.,7/12/1992,5,3,,$6975000,WilsAl02
22,Zach Zenner,28,RB,1,0,224,5-11,South Dakota St.,9/13/1991,4,0,,,ZennZa00
,Team Total,25.3,,16,,239.8,6-2.0,,,2.2,,,,-9999
