No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
5,Joshua Dobbs,25,QB,1,0,216,6-3,Tennessee,1/26/1995,2,0,Pittsburgh Steelers / 4th / 135th pick / 2017,$825000,DobbJo00
69,Kevin Dotson,24,OL,13,4,321,6-4,Louisiana,9/18/1996,Rook,2,Pittsburgh Steelers / 4th / 135th pick / 2020,$610000,DotsKe00
48,Bud Dupree,27,DE,11,11,269,6-4,Kentucky,2/12/1993,5,6,Pittsburgh Steelers / 1st / 22nd pick / 2015,$15828000,DuprAl00
85,Eric Ebron,27,TE,15,9,253,6-4,North Carolina,4/10/1993,6,5,Detroit Lions / 1st / 10th pick / 2014,$1000000,EbroEr00
34,Terrell Edmunds,23,S,15,12,217,6-1,Virginia Tech,1/20/1997,2,5,Pittsburgh Steelers / 1st / 28th pick / 2018,$1452526,EdmuTe00
33,Trey Edmunds,26,RB,4,0,223,6-2,Maryland,12/30/1994,3,0,,$388235,EdmuTr00
45,Jayrone Elliott,29,LB,8,0,240,6-3,Toledo,11/11/1991,6,1,,$481765,ElliJa02
71,Matt Feiler,28,T,13,13,330,6-6,Bloomsburg,7/7/1992,6,7,,$3259000,FeilMa00
39,Minkah Fitzpatrick,24,FS,16,16,207,6-1,Alabama,11/17/1996,2,14,Miami Dolphins / 1st / 11th pick / 2018,$1975252,FitzMi00
81,Zach Gentry,24,TE,2,1,265,6-8,Michigan,9/10/1996,1,0,Pittsburgh Steelers / 5th / 141st pick / 2019,$675000,GentZa00
54,Ulysees Gilbert,23,LB,4,0,230,6-0,Akron,8/9/1997,1,0,Pittsburgh Steelers / 6th / 207th pick / 2019,$542648,GilbUl00
77,Derwin Gray,25,OL,5,0,320,6-4,Maryland,5/10/1995,Rook,0,Pittsburgh Steelers / 7th / 219th pick / 2019,$574112,GrayDe01
23,Joe Haden,31,DB,14,14,195,5-11,Florida,4/14/1989,10,6,Cleveland Browns / 1st / 7th pick / 2010,$1050000,HadeJo99
60,J.C. Hassenauer,25,C,15,4,295,6-2,Alabama,9/15/1995,Rook,3,,$610000,HassJ.00
65,Jerald Hawkins,27,OT,13,0,305,6-6,LSU,10/16/1993,3,1,Pittsburgh Steelers / 4th / 123rd pick / 2016,$705888,HawkJe00
97,Cameron Heyward,31,DT,15,15,295,6-5,Ohio St.,5/6/1989,9,15,Pittsburgh Steelers / 1st / 31st pick / 2011,$1500000,HeywCa01
56,Alex Highsmith,23,DL,16,5,242,6-4,Charlotte,8/7/1997,Rook,4,Pittsburgh Steelers / 3rd / 102nd pick / 2020,$610000,HighAl02
28,Mike Hilton,26,CB,12,6,184,5-9,Mississippi,3/9/1994,3,4,,$3259000,HiltMi01
18,Diontae Johnson,24,WR,15,13,183,5-10,Toledo,7/5/1996,1,8,Pittsburgh Steelers / 3rd / 66th pick / 2019,$689589,JohnDi01
31,Justin Layne,22,CB,16,0,192,6-2,Michigan St.,1/12/1998,1,1,Pittsburgh Steelers / 3rd / 83rd pick / 2019,$675000,LaynJu00
49,Cassius Marsh,28,DE,1,0,254,6-4,UCLA,7/7/1992,6,0,Seattle Seahawks / 4th / 108th pick / 2014,,MarsCa00
14,Ray-Ray McCloud,24,WR,16,2,190,5-9,Clemson,10/15/1996,2,1,Buffalo Bills / 6th / 187th pick / 2018,$750000,McClRa00
89,Vance McDonald,30,TE,14,12,267,6-4,Rice,6/13/1990,7,1,San Francisco 49ers / 2nd / 55th pick / 2013,$1100000,McDoVa00
26,Anthony McFarland Jr.,21,RB,11,0,198,5-9,Maryland,3/4/1999,Rook,1,Pittsburgh Steelers / 4th / 124th pick / 2020,,McFaAn00
99,Henry Mondeaux,25,DT,11,0,280,6-4,Oregon,9/19/1995,Rook,1,,$394702,MondHe00
22,Steven Nelson,27,CB,15,15,194,5-10,Oregon St.,1/22/1993,5,6,Kansas City Chiefs / 3rd / 98th pick / 2015,$910000,NelsSt01
76,Chukwuma Okorafor,23,OT,16,15,320,6-6,Western Michigan,8/8/1997,2,8,Pittsburgh Steelers / 3rd / 92nd pick / 2018,$750000,OkorCh00
42,James Pierre,24,DB,16,0,185,6-2,Florida Atlantic,9/16/1996,Rook,1,,,PierJa01
53,Maurkice Pouncey,31,C,13,13,304,6-4,Florida,7/24/1989,10,7,Pittsburgh Steelers / 1st / 18th pick / 2010,$1050000,PounMa20
87,Kevin Rader,25,TE,1,1,250,6-4,Youngstown St.,4/26/1995,Rook,0,,$510000,RadeKe00
7,Ben Roethlisberger,38,QB,15,15,240,6-5,Miami (OH),3/2/1982,16,10,Pittsburgh Steelers / 1st / 11th pick / 2004,$1500000,RoetBe00
2,Mason Rudolph,25,QB,5,1,235,6-5,Oklahoma St.,7/17/1995,2,1,Pittsburgh Steelers / 3rd / 76th pick / 2018,$836554,RudoMa00
38,Jaylen Samuels,24,RB,14,1,225,6-0,North Carolina St.,7/20/1996,2,1,Pittsburgh Steelers / 5th / 165th pick / 2018,$750000,SamuJa00
40,Tegray Scales,24,OLB,4,0,227,6-0,Indiana,5/10/1996,Rook,0,,,ScalTe00
29,Wendell Smallwood,26,RB,1,0,208,5-10,West Virginia,1/20/1994,4,0,Philadelphia Eagles / 5th / 153rd pick / 2016,,SmalWe00
19,JuJu Smith-Schuster,24,WR,16,14,215,6-1,USC,11/22/1996,3,7,Pittsburgh Steelers / 2nd / 62nd pick / 2017,$1037152,SmitJu00
24,Benny Snell Jr.,22,RB,16,3,224,5-10,Kentucky,2/26/1998,1,3,Pittsburgh Steelers / 4th / 122nd pick / 2019,$675000,SnelBe00
41,Robert Spillane,25,LB,12,7,229,6-1,Western Michigan,12/14/1995,2,5,,$675000,SpilRo00
20,Cameron Sutton,25,CB,16,6,188,5-11,Tennessee,2/27/1995,3,3,Pittsburgh Steelers / 3rd / 94th pick / 2017,$825000,SuttCa00
91,Stephon Tuitt,27,DT,15,15,303,6-6,Notre Dame,5/23/1993,6,9,Pittsburgh Steelers / 2nd / 46th pick / 2014,$9000000,TuitSt00
78,Alejandro Villanueva,32,T,16,16,277,6-9,Army,9/22/1988,6,8,,$5000000,VillAl00
13,James Washington,24,WR,16,7,213,5-11,Oklahoma St.,4/2/1996,2,3,Pittsburgh Steelers / 2nd / 60th pick / 2018,$889213,WashJa00
44,Derek Watt,28,FB,12,0,234,6-2,Wisconsin,11/7/1992,4,0,San Diego Chargers / 6th / 198th pick / 2016,$1000000,WattDe00
90,T.J. Watt,26,OLB,15,15,252,6-4,Wisconsin,10/11/1994,3,18,Pittsburgh Steelers / 1st / 30th pick / 2017,$1727532,WattT.00
98,Vince Williams,31,ILB,14,14,233,6-1,Florida St.,12/27/1989,7,8,Pittsburgh Steelers / 6th / 206th pick / 2013,$4000000,WillVi01
51,Avery Williamson,28,ILB,8,4,246,6-1,Kentucky,3/9/1992,6,2,Tennessee Titans / 5th / 151st pick / 2014,$1455885,WillAv00
61,Stefen Wisniewski,31,LG,1,1,305,6-3,Penn St.,3/22/1989,9,0,Oakland Raiders / 2nd / 48th pick / 2011,$1050000,WisnSt01
95,Chris Wormley,27,DT,13,1,300,6-5,Michigan,10/25/1993,3,2,Baltimore Ravens / 3rd / 74th pick / 2017,$2133000,WormCh00
16,Matthew Wright,24,K,3,0,179,6-0,Central Florida,3/22/1996,Rook,1,,,WrigMa00
,Team Total,26.3,,16,,244.4,6-2.3,,,3.6,,,,-9999
