No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
72,Jaryd Jones-Smith,25,T,3,0,345,6-7,Pittsburgh,9/3/1995,Rook,0,,,JoneJa09
29,Lamarcus Joyner,30,CB,14,6,185,5-8,Florida St.,11/27/1990,6,5,St. Louis Rams / 2nd / 41st pick / 2014,$4600000,JoynLa00
99,Arden Key,24,DE,14,0,240,6-5,LSU,5/3/1996,2,1,Oakland Raiders / 3rd / 87th pick / 2018,$750000,KeyxAr00
44,Nick Kwiatkoski,27,ILB,12,12,242,6-2,West Virginia,5/26/1993,4,5,Chicago Bears / 4th / 113th pick / 2016,$7000000,KwiaNi00
26,Nevin Lawson,29,CB,14,9,192,5-9,Utah St.,4/23/1991,6,3,Detroit Lions / 4th / 133rd pick / 2014,$1062500,LawsNe00
32,Dallin Leavitt,26,S,9,0,195,5-10,Utah St.,8/8/1994,2,0,,$555884,LeavDa00
42,Cory Littleton,27,LB,14,14,228,6-3,Washington,11/18/1993,4,5,,$910000,LittCo01
37,Dylan Mabin,23,DB,1,0,195,6-1,Fordham,9/14/1997,Rook,0,,,MabiDy00
62,Erik Magnuson,26,OT,1,0,300,6-6,Michigan,1/5/1994,3,0,,,MagnEr00
8,Marcus Mariota,27,QB,1,0,222,6-4,Oregon,10/30/1993,5,1,Tennessee Titans / 1st / 2nd pick / 2015,$7500000,MariMa01
54,Raekwon McMillan,25,ILB,16,4,242,6-2,Ohio St.,11/17/1995,2,2,Miami Dolphins / 2nd / 54th pick / 2017,$1105573,McMiRa02
74,Kolton Miller,25,OT,14,14,325,6-8,UCLA,10/9/1995,2,8,Oakland Raiders / 1st / 15th pick / 2018,$1704666,MillKo00
87,Foster Moreau,23,TE,16,2,250,6-4,LSU,5/6/1997,1,1,Oakland Raiders / 4th / 137th pick / 2019,$675000,MoreFo00
50,Nicholas Morrow,25,MLB,14,11,225,6-0,Greenville,7/10/1995,3,5,,$3259000,MorrNi00
27,Trayvon Mullen,23,CB,16,16,200,6-2,Clemson,9/20/1997,1,5,Oakland Raiders / 2nd / 40th pick / 2019,$824961,MullTr00
94,Carl Nassib,27,DE,14,5,275,6-7,Penn St.,4/12/1993,4,3,Cleveland Browns / 3rd / 65th pick / 2016,$7500000,NassCa00
22,Keisean Nixon,23,CB,15,1,200,5-10,South Carolina,6/22/1997,1,1,,$675000,NixoKe00
78,Patrick Omameh,31,G,6,0,327,6-4,Michigan,12/29/1989,7,0,,$926471,OmamPa00
59,James Onwualu,26,OLB,2,0,235,6-1,Notre Dame,9/4/1994,3,0,,,OnwuJa00
75,Brandon Parker,25,OT,11,4,320,6-8,North Carolina A&T,10/21/1995,2,3,Oakland Raiders / 3rd / 65th pick / 2018,$852304,ParkBr01
3,Nathan Peterman,26,QB,1,0,225,6-2,TennesseePittsburgh,5/4/1994,3,0,Buffalo Bills / 5th / 171st pick / 2017,$1000000,PeteNa00
13,Hunter Renfrow,25,WR,16,6,185,5-10,Clemson,12/21/1995,1,6,Oakland Raiders / 5th / 149th pick / 2019,$675000,RenfHu00
30,Jalen Richard,27,RB,13,0,207,5-8,Southern Miss,10/15/1993,4,2,,$3375000,RichJa01
35,Theo Riddick,29,RB,4,0,201,5-9,Notre Dame,5/4/1991,7,0,Detroit Lions / 6th / 199th pick / 2013,$481765,RiddTh00
21,Amik Robertson,22,CB,8,0,187,5-8,Louisiana Tech,7/6/1998,Rook,0,Las Vegas Raiders / 4th / 139th pick / 2020,$610000,RobeAm00
93,Daniel Ross,27,DT,3,0,305,6-3,Northeast Mississippi CC,3/15/1993,3,0,,$661769,RossDa02
11,Henry Ruggs III,21,WR,13,12,190,6-0,Alabama,1/24/1999,Rook,4,Las Vegas Raiders / 1st / 12th pick / 2020,,RuggHe00
47,Trent Sieg,25,LS,16,0,240,6-3,Colorado St.,5/19/1995,2,1,,$750000,SiegTr00
76,John Simpson,23,OL,7,2,321,6-4,Clemson,8/19/1997,Rook,1,Las Vegas Raiders / 4th / 109th pick / 2020,$610000,SimpJo00
92,Chris Smith,28,DE,8,0,266,6-1,Arkansas,2/11/1992,6,1,Jacksonville Jaguars / 5th / 159th pick / 2014,,SmitCh03
91,Kendal Vickers,25,DE,15,2,295,6-3,Tennessee,5/23/1995,Rook,2,,$610000,VickKe00
83,Darren Waller,28,TE,16,15,255,6-6,Georgia Tech,9/13/1992,5,11,Baltimore Ravens / 6th / 204th pick / 2015,$7280000,WallDa01
53,Javin White,23,DB,4,0,205,6-3,UNLV,2/21/1997,Rook,0,,$574118,WhitJa04
58,Kyle Wilber,31,OLB,16,0,240,6-4,Wake Forest,4/26/1989,8,1,Dallas Cowboys / 4th / 113th pick / 2012,$1050000,WilbKy00
82,Jason Witten,38,TE,16,7,263,6-6,Tennessee,5/6/1982,17,1,Dallas Cowboys / 3rd / 69th pick / 2003,$3500000,WittJa00
36,Daryl Worley,25,CB,2,1,215,6-1,West Virginia,2/22/1995,4,0,Carolina Panthers / 3rd / 77th pick / 2016,,WorlDa00
70,Sam Young,33,T,11,7,302,6-8,Notre Dame,6/24/1987,10,4,Dallas Cowboys / 6th / 179th pick / 2010,$1050000,YounSa21
,Team Total,26.4,,16,,248.4,6-2.4,,,3.6,,,,-9999
