No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
92,Zach Sieler,25,DE,16,8,297,6-6,Ferris St.,9/7/1995,2,5,Baltimore Ravens / 7th / 238th pick / 2018,$750000,SielZa00
81,Durham Smythe,25,TE,15,13,246,6-6,Notre Dame,8/9/1995,2,2,Miami Dolphins / 4th / 123rd pick / 2018,$750000,SmytDu00
58,Jason Strowbridge,24,DL,8,0,275,6-4,North Carolina,9/10/1996,Rook,1,Miami Dolphins / 5th / 154th pick / 2020,$610000,StroJa02
1,Tua Tagovailoa,22,QB,10,9,217,6-1,Alabama,3/2/1998,Rook,5,Miami Dolphins / 1st / 5th pick / 2020,$610000,TagoTu00
43,Andrew Van Ginkel,25,LB,16,11,242,6-4,Wisconsin,7/1/1995,1,8,Miami Dolphins / 5th / 151st pick / 2019,$675000,VanGAn00
53,Kyle Van Noy,29,OLB,14,13,250,6-3,BYU,3/26/1991,6,8,Detroit Lions / 2nd / 40th pick / 2014,$3000000,VanNKy00
31,DeAndre Washington,27,RB,3,1,210,5-8,Texas Tech,2/22/1993,4,1,Oakland Raiders / 5th / 143rd pick / 2016,$555882,WashDe00
94,Christian Wilkins,25,DL,14,12,310,6-4,Clemson,12/20/1995,1,8,Miami Dolphins / 1st / 13th pick / 2019,$1196777,WilkCh00
18,Preston Williams,23,WR,8,7,220,6-5,Colorado St.,3/27/1997,1,2,,$557354,WillPr01
,Team Total,25.2,,16,,240.6,6-2.0,,,2.3,,,,-9999
