No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
11,Julian Edelman,34,WR,6,1,198,5-10,Kent St.,5/22/1986,11,3,New England Patriots / 7th / 232nd pick / 2009,$3300000,EdelJu00
72,Jermaine Eluemunor,26,OG,12,8,245,6-4,LackawannaTexas A&M,12/13/1994,3,4,Baltimore Ravens / 5th / 159th pick / 2017,$2133000,ElueJe00
66,James Ferentz,31,C,7,2,300,6-2,Iowa,6/5/1989,6,1,,$727941,FereJa00
6,Nick Folk,36,K,16,0,222,6-1,Arizona,11/5/1984,13,4,Dallas Cowboys / 6th / 178th pick / 2007,$988235,FolkNi20
64,Hjalte Froholdt,24,OL,8,0,310,6-5,Arkansas,8/20/1996,Rook,0,New England Patriots / 4th / 118th pick / 2019,$610000,FrohHj00
24,Stephon Gilmore,30,CB,11,11,202,6-1,South Carolina,9/19/1990,8,6,Buffalo Bills / 1st / 10th pick / 2012,$13000000,GilmSt00
93,Lawrence Guy,30,DT,14,14,315,6-4,Arizona St.,3/17/1990,9,8,Green Bay Packers / 7th / 233rd pick / 2011,$3100000,GuyxLa00
59,Terez Hall,24,LB,8,4,235,6-2,Missouri,11/18/1996,Rook,3,,,HallTe01
37,Damien Harris,23,RB,10,10,213,5-11,Alabama,2/11/1997,1,5,New England Patriots / 3rd / 87th pick / 2019,$630882,HarrDa06
15,N'Keal Harry,23,WR,14,9,225,6-4,Arizona St.,12/17/1997,1,3,New England Patriots / 1st / 32nd pick / 2019,$954016,HarrNK00
75,Justin Herron,25,OL,12,6,305,6-5,Wake Forest,11/27/1995,Rook,3,New England Patriots / 6th / 195th pick / 2020,$486468,HerrJu00
2,Brian Hoyer,35,QB,1,1,216,6-2,Michigan St.,10/13/1985,11,0,,$1050000,HoyeBr00
85,Ryan Izzo,25,TE,12,12,255,6-5,Florida St.,12/21/1995,2,2,New England Patriots / 7th / 250th pick / 2018,$750000,IzzoRy00
27,J.C. Jackson,25,DB,16,11,198,6-1,FloridaRiverside CCMaryland,11/17/1995,2,6,,$750000,JackJ.00
45,Michael Jackson,23,CB,1,0,210,6-1,Miami (FL),1/10/1997,1,0,Dallas Cowboys / 5th / 158th pick / 2019,,JackMi01
58,Anfernee Jennings,23,LB,14,4,259,6-3,Alabama,5/1/1997,Rook,3,New England Patriots / 3rd / 87th pick / 2020,$610000,JennAn00
47,Jakob Johnson,26,FB,16,11,255,6-3,Tennessee,12/15/1994,1,0,,$675000,JohnJa12
31,Jonathan Jones,27,CB,16,7,190,5-10,Auburn,9/20/1993,4,3,,$3200000,JoneJo03
44,Dalton Keene,21,TE,6,0,251,6-4,Virginia Tech,4/14/1999,Rook,0,New England Patriots / 3rd / 101st pick / 2020,$511173,KeenDa00
94,Isaiah Mack,24,DT,2,0,299,6-1,Chattanooga,3/19/1996,1,0,,$357354,MackIs00
46,Cassh Maluia,22,LB,9,0,,,Wyoming,10/3/1998,Rook,1,New England Patriots / 6th / 204th pick / 2020,$610000,MaluCa00
68,Marcus Martin,27,C,1,0,330,6-3,USC,11/29/1993,6,0,San Francisco 49ers / 3rd / 70th pick / 2014,,MartMa01
69,Shaq Mason,27,G,13,13,310,6-1,Georgia Tech,8/28/1993,5,5,New England Patriots / 4th / 131st pick / 2015,$5000000,MasoSh01
32,Devin McCourty,33,DB,16,16,195,5-10,Rutgers,8/13/1987,10,6,New England Patriots / 1st / 27th pick / 2010,$2250000,McCoDe99
30,Jason McCourty,33,DB,16,11,195,5-11,Rutgers,8/13/1987,11,4,Tennessee Titans / 6th / 203rd pick / 2009,$2650000,McCoJa99
16,Jakobi Meyers,24,WR,14,9,200,6-2,North Carolina St.,11/9/1996,1,7,,$675000,MeyeJa01
26,Sony Michel,25,RB,9,6,215,5-11,Georgia,2/17/1995,2,4,New England Patriots / 1st / 31st pick / 2018,$1355154,MichSo00
14,Donte Moncrief,27,WR,6,0,216,6-2,Mississippi,8/6/1993,6,0,Indianapolis Colts / 3rd / 90th pick / 2014,,MoncDo00
1,Cam Newton,31,QB,15,15,245,6-5,FloridaBlinn College (TX)Auburn,5/11/1989,9,12,Carolina Panthers / 1st / 1st pick / 2011,$1050000,NewtCa00
80,Gunner Olszewski,24,WR,13,2,190,6-0,Bemidji St.,11/26/1996,1,2,,$630882,OlszGu00
71,Michael Onwenu,23,OL,16,16,350,6-3,Michigan,12/10/1997,Rook,7,New England Patriots / 6th / 182nd pick / 2020,$610000,OnweMi00
21,Adrian Phillips,28,DB,16,16,210,5-11,Texas,3/28/1992,6,6,,$1250000,PhilAd00
95,Derek Rivers,26,DE,8,0,250,6-5,Youngstown St.,5/9/1994,2,1,New England Patriots / 3rd / 83rd pick / 2017,$825000,RiveDe00
55,John Simon,30,DE,16,16,260,6-2,Ohio St.,10/14/1990,7,9,Baltimore Ravens / 4th / 129th pick / 2013,$1500000,SimoJo01
18,Matthew Slater,35,WR,16,0,205,6-0,UCLA,9/9/1985,12,0,New England Patriots / 5th / 153rd pick / 2008,$1600000,SlatMa00
52,Akeem Spence,29,DT,6,0,303,6-1,Illinois,11/29/1991,7,1,Tampa Bay Buccaneers / 4th / 100th pick / 2013,,SpenAk00
4,Jarrett Stidham,24,QB,5,0,214,6-3,Auburn,8/8/1996,1,1,New England Patriots / 4th / 133rd pick / 2019,$675000,StidJa00
42,J.J. Taylor,22,RB,6,0,185,5-6,Arizona,1/4/1998,Rook,1,,$610000,TaylJJ01
83,Jordan Thomas,24,TE,2,0,277,6-5,Mississippi St.,8/2/1996,2,0,Houston Texans / 6th / 211th pick / 2018,$661765,ThomJo05
62,Joe Thuney,28,OG,16,16,304,6-5,North Carolina St.,11/18/1992,4,7,New England Patriots / 3rd / 78th pick / 2016,$14781000,ThunJo00
92,Nick Thurman,25,DT,7,1,305,6-4,Houston,6/12/1995,Rook,1,,$397059,ThurNi00
53,Josh Uche,22,LB,9,1,245,6-3,Michigan,9/18/1998,Rook,1,New England Patriots / 2nd / 60th pick / 2020,$548235,UcheJo00
28,James White,28,RB,14,0,205,5-10,Wisconsin,2/3/1992,6,4,New England Patriots / 4th / 130th pick / 2014,$3000000,WhitJa02
17,Kristian Wilkerson,23,WR,1,0,214,6-1,SE Missouri St.,1/10/1997,Rook,0,,,WilkKr00
33,Joejuan Williams,23,CB,15,0,212,6-3,Vanderbilt,12/6/1997,1,1,New England Patriots / 2nd / 45th pick / 2019,$795535,WillJo13
98,Xavier Williams,28,DT,1,0,309,6-2,Northern Iowa,1/18/1992,5,0,,$910000,WillXa00
50,Chase Winovich,25,EDGE,16,9,250,6-3,Michigan,4/19/1995,1,6,New England Patriots / 3rd / 77th pick / 2019,$681000,WinoCh00
91,Deatrich Wise Jr.,26,DE,16,7,275,6-5,Arkansas,7/26/1994,3,6,New England Patriots / 4th / 131st pick / 2017,$2133000,WiseDe00
76,Isaiah Wynn,25,OT,10,10,310,6-2,Georgia,12/9/1995,2,4,New England Patriots / 1st / 23rd pick / 2018,$1520173,WynnIs00
19,Isaiah Zuber,23,WR,4,0,190,6-0,Mississippi St.,4/15/1997,Rook,0,,$117600,ZubeIs00
,Team Total,26.5,,16,,242.6,6-0.9,,,3.6,,,,-9999
