No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
18,Cooper Kupp,26,WR,16,14,208,6-2,East. Washington,6/15/1993,2,9,Los Angeles Rams / 3rd / 69th pick / 2017,$811000,KuppCo00
58,Cory Littleton,26,LB,16,16,228,6-3,Washington,11/18/1993,3,8,,$3095000,LittCo01
25,David Long,21,CB,8,0,196,5-11,Michigan,2/6/1998,Rook,1,Los Angeles Rams / 3rd / 79th pick / 2019,$495000,LongDa02
52,Clay Matthews,33,ROLB,13,13,255,6-3,USC,5/14/1986,10,5,Green Bay Packers / 1st / 26th pick / 2009,$3000000,MattCl99
44,Jake McQuaide,32,LS,16,0,247,6-2,Ohio St.,12/7/1987,8,1,,$930000,McQuJa00
82,Johnny Mundt,25,TE,13,2,233,6-4,Oregon,11/23/1994,2,0,,$570000,MundJo00
19,Jojo Natson,25,WR,12,0,153,5-7,Utah St.Akron,2/1/1994,2,0,,$645000,NatsJo00
70,Joseph Noteboom,24,OT,6,6,321,6-5,TCU,6/19/1995,1,3,Los Angeles Rams / 3rd / 89th pick / 2018,$626626,NoteJo00
45,Ogbonnia Okoronkwo,24,DE,10,0,253,6-1,Oklahoma,4/24/1995,1,1,Los Angeles Rams / 5th / 160th pick / 2018,$570000,OkorOg00
57,Natrez Patrick,22,LB,12,0,242,6-3,Georgia,7/9/1997,Rook,1,,$495000,PatrNa00
22,Marcus Peters,26,CB,6,6,197,6-0,Washington,1/9/1993,4,4,Kansas City Chiefs / 1st / 18th pick / 2015,$9069000,PeteMa00
20,Jalen Ramsey,25,CB,9,8,208,6-1,Florida St.,10/24/1994,3,8,Jacksonville Jaguars / 1st / 5th pick / 2016,,RamsJa00
24,Taylor Rapp,22,S,15,10,208,6-0,Washington,12/22/1997,Rook,6,Los Angeles Rams / 2nd / 61st pick / 2019,$495000,RappTa00
51,Troy Reeder,25,LB,16,8,245,6-3,Penn St.Delaware,9/13/1994,Rook,4,,$495000,ReedTr01
83,Josh Reynolds,24,WR,16,2,196,6-3,Texas A&M,2/16/1995,2,3,Los Angeles Rams / 4th / 117th pick / 2017,$645000,ReynJo00
23,Nickell Robey-Coleman,27,CB,16,3,180,5-8,USC,1/17/1992,6,2,,$3300000,RobeNi00
33,Nick Scott,24,S,16,0,201,5-11,Penn St.,5/17/1995,Rook,1,Los Angeles Rams / 7th / 243rd pick / 2019,$495000,ScotNi01
65,Coleman Shelton,24,C,11,0,299,6-4,Washington,7/28/1995,Rook,1,,,ShelCo00
92,Tanzel Smart,25,DT,13,0,295,6-1,Tulane,11/6/1994,2,1,Los Angeles Rams / 6th / 189th pick / 2017,$645000,SmarTa00
21,Aqib Talib,33,DB,5,5,209,6-1,Kansas,2/13/1986,11,2,Tampa Bay Buccaneers / 1st / 20th pick / 2008,$8000000,TaliAq99
88,Mike Thomas,25,WR,16,0,189,6-1,Southern Miss,8/16/1994,3,0,Los Angeles Rams / 6th / 206th pick / 2016,$720000,ThomMi04
14,Nsimba Webster,23,WR,5,0,180,5-10,East. Washington,1/27/1996,Rook,0,,$495000,WebsNs00
32,Eric Weddle,34,DB,16,16,195,5-11,Utah,1/4/1985,12,7,San Diego Chargers / 2nd / 37th pick / 2007,$4250524,WeddEr99
77,Andrew Whitworth,38,T,16,16,330,6-7,LSU,12/12/1981,13,8,Cincinnati Bengals / 2nd / 55th pick / 2006,$10250000,WhitAn20
31,Darious Williams,26,CB,12,3,187,5-9,Ala-Birmingham,3/15/1993,1,3,,$570000,WillDa09
17,Robert Woods,27,WR,15,15,195,6-0,USC,4/10/1992,6,9,Buffalo Bills / 2nd / 41st pick / 2013,$6000000,WoodRo02
41,Kenny Young,25,MLB,9,0,234,6-1,UCLA,11/15/1994,1,1,Baltimore Ravens / 4th / 122nd pick / 2018,,YounKe03
4,Greg Zuerlein,32,K,16,0,191,6-0,Missouri Western St.,12/27/1987,7,2,St. Louis Rams / 6th / 171st pick / 2012,$2325000,ZuerGr00
,Team Total,25.7,,16,,239.7,6-1.7,,,3.0,,,,-9999
