No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
95,Rodney Gunter,27,DT,13,13,305,6-5,Delaware St.,1/19/1992,4,5,Arizona Cardinals / 4th / 116th pick / 2015,$1000000,GuntRo00
58,Jordan Hicks,27,OLB,16,16,236,6-1,Texas,6/27/1992,4,7,Philadelphia Eagles / 3rd / 84th pick / 2015,$2000000,HickJo00
74,D.J. Humphries,26,OT,16,16,307,6-5,Florida,12/28/1993,3,8,Arizona Cardinals / 1st / 24th pick / 2015,$9625000,HumpD.00
7,Brett Hundley,26,QB,3,0,226,6-3,UCLA,6/15/1993,3,0,Green Bay Packers / 5th / 147th pick / 2015,$1125000,HundBr00
89,Andy Isabella,23,WR,15,1,188,5-9,Massachusetts,11/18/1996,Rook,2,Arizona Cardinals / 2nd / 62nd pick / 2019,$495000,IsabAn00
31,David Johnson,28,RB,13,9,224,6-1,Northern Iowa,12/16/1991,4,5,Arizona Cardinals / 3rd / 86th pick / 2015,$5700000,JohnDa08
19,KeeSean Johnson,23,WR,10,4,201,6-1,Fresno St.,10/9/1996,Rook,2,Arizona Cardinals / 6th / 174th pick / 2019,$495000,JohnKe07
55,Chandler Jones,29,DE,16,16,265,6-5,Syracuse,2/27/1990,7,12,New England Patriots / 1st / 21st pick / 2012,$16500000,JoneCh03
25,Chris Jones,24,CB,11,3,200,6-0,Nebraska,8/13/1995,1,1,,$570000,JoneCh06
92,Zach Kerr,29,NT,12,3,334,6-2,Delaware,8/29/1990,5,2,,,KerrZa00
13,Christian Kirk,23,WR,13,13,200,5-11,Texas A&M,11/18/1996,1,7,Arizona Cardinals / 2nd / 47th pick / 2018,$747948,KirkCh01
4,Andy Lee,37,P,15,0,185,6-1,Pittsburgh,8/11/1982,15,3,San Francisco 49ers / 6th / 188th pick / 2004,$2000000,LeexAn20
54,Cassius Marsh,27,DE,16,3,254,6-4,UCLA,7/7/1992,5,2,Seattle Seahawks / 4th / 108th pick / 2014,,MarsCa00
93,Clinton McDonald,32,DT,9,0,297,6-2,Memphis,1/6/1987,10,1,Cincinnati Bengals / 7th / 249th pick / 2009,,McDoCl99
66,Joshua Miles,23,OT,7,0,314,6-5,Morgan St.,1/4/1996,Rook,1,Arizona Cardinals / 7th / 248th pick / 2019,$495000,MileJo00
79,Jordan Mills,29,OT,3,2,316,6-5,Louisiana Tech,12/24/1990,6,1,Chicago Bears / 5th / 163rd pick / 2013,,MillJo02
36,Alfred Morris,31,RB,1,0,222,5-10,Florida Atlantic,12/12/1988,7,0,Washington Redskins / 6th / 173rd pick / 2012,,MorrAl00
33,Byron Murphy,21,CB,16,16,190,5-11,Washington,1/18/1998,Rook,5,Arizona Cardinals / 2nd / 33rd pick / 2019,$495000,MurpBy00
71,Justin Murray,26,T,14,12,315,6-5,Cincinnati,4/19/1993,1,6,,,MurrJu00
1,Kyler Murray,22,QB,16,16,207,5-10,Texas A&MOklahoma,8/7/1997,Rook,14,Arizona Cardinals / 1st / 1st pick / 2019,$495000,MurrKy00
98,Corey Peters,31,DT,16,16,335,6-3,Kentucky,6/8/1988,9,6,Atlanta Falcons / 3rd / 83rd pick / 2010,$3250000,PeteCo00
27,Kevin Peterson,25,CB,14,3,185,5-11,Oklahoma St.,3/22/1994,2,1,,,PeteKe01
21,Patrick Peterson,29,CB,10,10,198,6-1,LSU,7/11/1990,8,3,Arizona Cardinals / 1st / 5th pick / 2011,$11000000,PetePa00
67,Justin Pugh,29,OG,16,16,311,6-5,Syracuse,8/15/1990,6,8,New York Giants / 1st / 19th pick / 2013,$5000000,PughJu00
43,Haason Reddick,25,OLB,16,5,235,6-1,Temple,9/22/1994,2,3,Arizona Cardinals / 1st / 13th pick / 2017,$1690270,ReddHa00
50,Brooks Reed,32,DL,9,0,254,6-3,Arizona,2/28/1987,8,1,Houston Texans / 2nd / 42nd pick / 2011,$1125000,ReedBr00
94,Caraun Reid,28,DT,3,3,292,6-2,Princeton,11/23/1991,5,1,Detroit Lions / 5th / 158th pick / 2014,,ReidCa00
45,Pete Robertson,27,LB,2,0,243,6-2,Texas Tech,12/12/1992,2,0,,$570000,RobePe01
16,Trent Sherfield,23,WR,16,1,219,6-1,Vanderbilt,2/26/1996,1,1,,$570000,SherTr00
53,A.Q. Shipley,33,C,16,16,307,6-1,Penn St.,5/22/1986,10,8,Pittsburgh Steelers / 7th / 226th pick / 2009,$805000,ShipA.20
56,Terrell Suggs,37,LB,13,13,265,6-3,Arizona St.,10/11/1982,16,5,Baltimore Ravens / 1st / 10th pick / 2003,$3000000,SuggTe99
36,D.J. Swearinger,28,FS,4,4,205,5-10,South Carolina,9/1/1991,6,1,Houston Texans / 2nd / 57th pick / 2013,$4250000,SweaDJ00
64,J.R. Sweezy,30,G,16,16,310,6-5,North Carolina St.,4/8/1989,7,8,Seattle Seahawks / 7th / 225th pick / 2012,$1500000,SweeJ.00
35,Deionte Thompson,22,S,11,2,195,6-1,Alabama,2/11/1997,Rook,1,Arizona Cardinals / 5th / 139th pick / 2019,$495000,ThomDe06
34,Jalen Thompson,21,FS,15,9,190,5-11,Washington St.,7/18/1998,Rook,3,Arizona Cardinals / 5th / 1st pick / 2019 Supp,$495000,ThomJa04
47,Zeke Turner,23,S,12,0,214,6-2,Washington,6/9/1996,1,1,,$570000,TurnZe00
51,Tanner Vallejo,25,ILB,2,0,230,6-1,Boise St.,12/16/1994,2,0,Buffalo Bills / 6th / 195th pick / 2017,$645000,VallTa00
59,Joe Walker,27,ILB,16,11,236,6-2,Oregon,12/11/1992,2,4,Philadelphia Eagles / 7th / 251st pick / 2016,$645000,WalkJo01
28,Charles Washington,26,DB,12,0,192,5-10,Fresno St.,3/10/1993,2,1,,,WashCh01
87,Maxx Williams,25,TE,16,10,252,6-4,Minnesota,4/12/1994,4,2,Baltimore Ravens / 2nd / 55th pick / 2015,$805000,WillMa04
22,Trevor Williams,26,CB,2,0,191,5-11,Penn St.,9/15/1993,3,0,,,WillTr05
51,Ramik Wilson,27,ILB,1,0,238,6-2,Georgia,8/19/1992,4,0,Kansas City Chiefs / 4th / 118th pick / 2015,,WilsRa00
9,Ryan Winslow,25,P,2,0,217,6-5,Pittsburgh,4/30/1994,Rook,0,,,WinsRy00
22,Zach Zenner,28,RB,3,0,224,5-11,South Dakota St.,9/13/1991,4,0,,,ZennZa00
,Team Total,26.6,,16,,240.9,6-1.6,,,3.9,,,,-9999
