No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
16,Jared Goff,26,QB,15,15,217,6-4,California,10/14/1994,4,10,Los Angeles Rams / 1st / 1st pick / 2016,$1042682,GoffJa00
79,Rob Havenstein,28,OT,16,16,330,6-8,Wisconsin,5/13/1992,5,8,St. Louis Rams / 2nd / 57th pick / 2015,$910000,HaveRo00
6,Johnny Hekker,30,P,16,0,241,6-5,Oregon St.,2/8/1990,8,3,,$3500000,HekkJo00
27,Darrell Henderson,23,RB,15,11,208,5-8,Memphis,8/19/1997,1,4,Los Angeles Rams / 3rd / 70th pick / 2019,$686916,HendDa00
89,Tyler Higbee,27,TE,15,15,255,6-6,Western Kentucky,1/1/1993,4,4,Los Angeles Rams / 4th / 110th pick / 2016,$2000000,HigbTy00
22,Troy Hill,29,CB,16,16,183,5-11,Oregon,8/29/1991,5,8,,$2850000,HillTr01
58,Justin Hollins,24,EDGE,16,0,248,6-5,Oregon,1/15/1996,1,2,Denver Broncos / 5th / 156th pick / 2019,$675000,HollJu00
88,Brycen Hopkins,23,TE,5,0,245,6-4,Purdue,3/27/1997,Rook,0,Los Angeles Rams / 4th / 136th pick / 2020,$610000,HopkBr01
46,Juju Hughes,22,DB,12,0,188,5-11,Fresno St.,7/19/1998,Rook,1,,$430584,HughJu00
12,Van Jefferson,24,WR,16,0,200,6-1,MississippiFlorida,7/26/1996,Rook,2,Los Angeles Rams / 2nd / 57th pick / 2020,$610000,JeffVa00
43,John Johnson,25,S,16,16,209,6-0,Boston Col.,12/19/1995,3,6,Los Angeles Rams / 3rd / 91st pick / 2017,$2133000,JohnJo10
35,Xavier Jones,23,RB,13,0,208,5-11,SMU,8/24/1997,Rook,0,,,JoneXa00
69,Sebastian Joseph-Day,25,DT,16,16,310,6-4,Rutgers,3/21/1995,2,10,Los Angeles Rams / 6th / 195th pick / 2018,$750000,JoseSe00
59,Micah Kiser,25,ILB,9,9,244,6-0,Virginia,1/25/1995,2,5,Los Angeles Rams / 5th / 147th pick / 2018,$675000,KiseMi00
10,Cooper Kupp,27,WR,15,12,208,6-2,East. Washington,6/15/1993,3,7,Los Angeles Rams / 3rd / 69th pick / 2017,$1633000,KuppCo00
52,Terrell Lewis,22,LB,8,0,262,6-5,Alabama,8/25/1998,Rook,1,Los Angeles Rams / 3rd / 84th pick / 2020,$560587,LewiTe00
25,David Long,22,CB,16,1,196,5-11,Michigan,2/6/1998,1,1,Los Angeles Rams / 3rd / 79th pick / 2019,$677776,LongDa02
44,Jake McQuaide,33,LS,16,0,247,6-2,Ohio St.,12/7/1987,9,1,,$1050000,McQuJa00
47,Derrick Moncrief,27,LB,1,0,220,6-2,Oklahoma St.,6/25/1993,Rook,0,,,MoncDe00
82,Johnny Mundt,26,TE,16,1,233,6-4,Oregon,11/23/1994,3,0,,$750000,MundJo00
70,Joseph Noteboom,25,OT,10,9,321,6-5,TCU,6/19/1995,2,4,Los Angeles Rams / 3rd / 89th pick / 2018,$750000,NoteJo00
45,Ogbonnia Okoronkwo,25,DE,10,0,253,6-1,Oklahoma,4/24/1995,2,1,Los Angeles Rams / 5th / 160th pick / 2018,$555884,OkorOg00
57,Natrez Patrick,23,LB,13,0,242,6-3,Georgia,7/9/1997,1,1,,$595588,PatrNa00
95,Jachai Polite,23,EDGE,11,0,258,6-3,Florida,3/30/1997,Rook,1,New York Jets / 3rd / 68th pick / 2019,$610000,PoliJa00
20,Jalen Ramsey,26,CB,15,15,208,6-1,Florida St.,10/24/1994,4,15,Jacksonville Jaguars / 1st / 5th pick / 2016,$1203000,RamsJa00
24,Taylor Rapp,23,S,9,5,208,6-0,Washington,12/22/1997,1,2,Los Angeles Rams / 2nd / 61st pick / 2019,$707441,RappTa00
36,J.R. Reed,24,DB,7,0,194,6-1,GeorgiaGeorgia,3/11/1996,Rook,0,,,ReedJR01
51,Troy Reeder,26,LB,16,7,245,6-3,Penn St.Delaware,9/13/1994,1,5,,$675000,ReedTr01
11,Josh Reynolds,25,WR,16,13,196,6-3,Texas A&M,2/16/1995,3,4,Los Angeles Rams / 4th / 117th pick / 2017,$2133000,ReynJo00
49,Derek Rivers,26,DE,5,0,250,6-5,Youngstown St.,5/9/1994,2,1,New England Patriots / 3rd / 83rd pick / 2017,$825000,RiveDe00
94,A'Shawn Robinson,25,DT,8,0,330,6-4,Alabama,3/21/1995,4,1,Detroit Lions / 2nd / 46th pick / 2016,$523529,RobiAS00
33,Nick Scott,25,S,15,0,201,5-11,Penn St.,5/17/1995,1,1,Los Angeles Rams / 7th / 243rd pick / 2019,$675000,ScotNi01
65,Coleman Shelton,25,C,15,0,299,6-4,Washington,7/28/1995,1,1,,$675000,ShelCo00
1,Sam Sloman,23,K,7,0,205,5-8,Miami (OH),9/19/1997,Rook,0,Los Angeles Rams / 7th / 248th pick / 2020,$610000,SlomSa00
14,Nsimba Webster,24,WR,16,0,180,5-10,East. Washington,1/27/1996,1,0,,$675000,WebsNs00
77,Andrew Whitworth,39,T,9,9,330,6-7,LSU,12/12/1981,14,4,Cincinnati Bengals / 2nd / 55th pick / 2006,$5000000,WhitAn20
31,Darious Williams,27,CB,16,10,187,5-9,Ala-Birmingham,3/15/1993,2,5,,$750000,WillDa09
9,John Wolford,25,QB,1,1,200,6-1,Wake Forest,10/16/1995,Rook,1,,$610000,WolfJo00
17,Robert Woods,28,WR,16,16,195,6-0,USC,4/10/1992,7,7,Buffalo Bills / 2nd / 41st pick / 2013,$5000000,WoodRo02
41,Kenny Young,26,MLB,16,6,234,6-1,UCLA,11/15/1994,2,6,Baltimore Ravens / 4th / 122nd pick / 2018,$750000,YounKe03
,Team Total,25.5,,16,,240.3,6-1.8,,,2.5,,,,-9999
