No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
20,Jimmy Moreland,25,CB,16,5,182,5-11,James Madison,8/26/1995,1,3,Washington Redskins / 7th / 227th pick / 2019,$675000,MoreJi00
76,Morgan Moses,29,OT,16,16,318,6-6,Virginia,3/3/1991,6,7,Washington Redskins / 3rd / 66th pick / 2014,$6500000,MoseMo00
50,Jared Norris,27,LB,11,0,238,6-1,Utah,7/19/1993,4,1,,$679412,NorrJa00
59,Nate Orchard,27,OLB,3,0,251,6-3,Utah,1/5/1993,5,0,Cleveland Browns / 2nd / 51st pick / 2015,$749412,OrchNa00
94,Daron Payne,23,DT,16,16,320,6-3,Alabama,5/27/1997,2,10,Washington Redskins / 1st / 13th pick / 2018,$1790760,PaynDa00
54,Kevin Pierre-Louis,29,OLB,13,11,231,6-0,Boston Col.,10/7/1991,6,6,Seattle Seahawks / 4th / 132nd pick / 2014,$1150000,PierKe00
39,Jeremy Reaves,24,FS,9,3,205,5-11,South Alabama,8/29/1996,2,2,,$397059,ReavJe00
73,Chase Roullier,27,C,16,16,312,6-4,Wyoming,8/23/1993,3,6,Washington Redskins / 6th / 199th pick / 2017,$2133000,RoulCh00
75,Brandon Scherff,29,G,13,13,315,6-5,Iowa,12/26/1991,5,11,Washington Redskins / 1st / 5th pick / 2015,$15030000,ScheBr00
71,Wes Schweitzer,27,OT,16,13,300,6-4,San Jose St.,9/11/1993,3,5,Atlanta Falcons / 6th / 195th pick / 2016,$1000000,SchwWe00
97,Tim Settle,23,DT,16,1,308,6-3,Virginia Tech,7/11/1997,2,2,Washington Redskins / 5th / 163rd pick / 2018,$750000,SettTi00
72,David Sharpe,25,OT,10,2,330,6-6,Florida,10/21/1995,3,1,Oakland Raiders / 4th / 129th pick / 2017,$2133000,SharDa02
89,Cam Sims,24,WR,16,10,220,6-5,Alabama,1/6/1996,2,4,,$595588,SimsCa00
15,Steven Sims,23,WR,12,2,176,5-10,Kansas,3/31/1997,1,2,,$616176,SimsSt00
11,Alex Smith,36,QB,8,6,213,6-4,Utah,5/7/1984,15,1,San Francisco 49ers / 1st / 1st pick / 2005,$16000000,SmitAl03
96,James Smith-Williams,23,DL,14,0,265,6-4,North Carolina St.,7/30/1997,Rook,1,Washington Football Team / 7th / 229th pick / 2020,$610000,SmitJa08
87,Jeremy Sprinkle,26,TE,16,6,252,6-5,Arkansas,8/10/1994,3,0,Washington Redskins / 5th / 154th pick / 2017,$2133000,SpriJe00
66,David Steinmetz,25,T,1,0,321,6-8,Purdue,3/1/1995,Rook,0,,,SteiDa00
37,Greg Stroman,24,CB,4,0,182,6-0,Virginia Tech,3/8/1996,2,0,Washington Redskins / 7th / 241st pick / 2018,$498530,StroGr00
57,Nick Sundberg,33,C,16,0,254,6-1,California,7/29/1987,10,1,,$1050000,SundNi00
90,Montez Sweat,24,EDGE,16,16,262,6-6,Mississippi St.,9/4/1996,1,10,Washington Redskins / 1st / 26th pick / 2019,$1024148,SweaMo00
82,Logan Thomas,29,QB/TE,16,15,250,6-6,Virginia Tech,7/1/1991,6,5,Arizona Cardinals / 4th / 120th pick / 2014,$1250000,ThomLo00
95,Casey Toohill,24,LB,8,0,254,6-5,Stanford,8/22/1996,Rook,1,Philadelphia Eagles / 7th / 233rd pick / 2020,$430584,ToohCa00
40,Michael Warren,22,RB,1,0,224,5-11,Cincinnati,11/12/1998,Rook,0,,,WarrMi01
5,Tress Way,30,P,16,0,220,6-1,Oklahoma,4/18/1990,6,4,,$1600000,WayxTr00
83,Isaiah Wright,23,WR,14,6,220,6-2,Temple,1/13/1997,Rook,2,,$610000,WrigIs01
99,Chase Young,21,DL,15,15,264,6-5,Ohio St.,4/14/1999,Rook,14,Washington Football Team / 1st / 2nd pick / 2020,$610000,YounCh04
,Team Total,25.9,,16,,243.8,6-2.2,,,3.1,,,,-9999
