No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
82,Isaiah Coulter,22,WR,1,0,198,6-2,Rhode Island,9/18/1998,Rook,0,Houston Texans / 5th / 171st pick / 2020,$523527,CoulIs00
16,Keke Coutee,23,WR,8,4,180,5-11,Texas Tech,1/14/1997,2,3,Houston Texans / 4th / 103rd pick / 2018,$750000,CoutKe00
35,Keion Crossen,24,CB,16,4,185,5-10,Western Carolina,4/17/1996,2,2,New England Patriots / 7th / 243rd pick / 2018,$750000,CrosKe00
41,Zach Cunningham,26,OLB,16,16,238,6-3,Vanderbilt,12/2/1994,3,6,Houston Texans / 2nd / 57th pick / 2017,$1074783,CunnZa00
92,Brandon Dunn,28,DT,13,13,310,6-2,Louisville,9/5/1992,6,5,,$2500000,DunnBr00
56,Kyle Emanuel,29,OLB,7,0,250,6-3,North Dakota St.,8/16/1991,5,0,San Diego Chargers / 5th / 153rd pick / 2015,$642353,EmanKy00
7,Ka'imi Fairbairn,26,K,16,0,183,6-0,UCLA,1/29/1994,3,3,,$4000000,FairKa01
87,Darren Fells,34,TE,16,14,270,6-7,UC Irvine,4/22/1986,7,3,,$2750000,FellDa01
39,Mark Fields II,24,CB,2,0,192,5-10,Clemson,10/10/1996,1,0,,,FielMa01
15,Will Fuller,26,WR,11,11,184,6-1,Notre Dame,4/16/1994,4,7,Houston Texans / 1st / 21st pick / 2016,$10162000,FullWi01
73,Zach Fulton,29,OG,16,16,321,6-5,Tennessee,9/23/1991,6,7,Kansas City Chiefs / 6th / 193rd pick / 2014,$2500000,FultZa00
29,Phillip Gaines,29,CB,12,2,193,6-0,Rice,4/4/1991,6,1,Kansas City Chiefs / 3rd / 87th pick / 2014,$910000,GainPh00
44,Cullen Gillaspia,25,RB,7,0,235,6-2,Texas A&M,5/12/1995,1,0,Houston Texans / 7th / 220th pick / 2019,$675000,GillCu00
52,Jonathan Greenard,23,DL,13,1,263,6-3,LouisvilleFlorida,5/25/1997,Rook,1,Houston Texans / 3rd / 90th pick / 2020,$610000,GreeJo04
48,Nate Hall,24,LB,10,0,224,6-2,Northwestern,4/6/1996,Rook,1,,,HallNa01
96,P.J. Hall,25,DT,10,9,305,6-0,Sam Houston St.,4/5/1995,2,3,Oakland Raiders / 2nd / 57th pick / 2018,$750000,HallP.00
17,Chad Hansen,25,WR,5,2,202,6-2,California,1/18/1995,3,2,New York Jets / 4th / 141st pick / 2017,,HansCh00
26,Vernon Hargreaves III,25,CB,16,16,204,5-10,Florida,6/3/1995,4,5,Tampa Bay Buccaneers / 1st / 11th pick / 2016,$825000,HargVe00
67,Charlie Heck,24,OL,3,1,315,6-8,North Carolina,11/20/1996,Rook,1,Houston Texans / 4th / 126th pick / 2020,$610000,HeckCh00
22,Dontrell Hilliard,25,RB,2,0,202,5-11,Tulane,2/26/1995,2,0,,,HillDo00
71,Tytus Howard,24,T,14,14,322,6-5,Alabama St.,5/23/1996,1,8,Houston Texans / 1st / 23rd pick / 2019,$1050707,HowaTy00
38,Buddy Howell,24,RB,14,0,215,6-1,Florida Atlantic,3/27/1996,2,0,,$750000,HoweGr00
31,David Johnson,29,RB,12,12,224,6-1,Northern Iowa,12/16/1991,5,7,Arizona Cardinals / 3rd / 86th pick / 2015,$10200000,JohnDa08
25,Duke Johnson,27,RB,11,5,210,5-9,Miami (FL),9/23/1993,5,3,Cleveland Browns / 3rd / 77th pick / 2015,$3600000,JohnDu00
32,Lonnie Johnson Jr.,25,CB,16,5,213,6-2,Kentucky,11/4/1995,1,2,Houston Texans / 2nd / 54th pick / 2019,$731575,JohnLo01
63,Roderick Johnson,25,OT,12,3,306,6-6,Florida St.,11/28/1995,2,2,Cleveland Browns / 5th / 160th pick / 2017,$1125000,JohnRo06
58,Peter Kalambayi,25,LB,10,0,254,6-3,Stanford,6/26/1995,2,1,Houston Texans / 6th / 214th pick / 2018,$750000,KalaPe00
64,Senio Kelemete,30,T,14,5,301,6-3,Washington,5/10/1990,8,3,Arizona Cardinals / 5th / 151st pick / 2012,$1300000,KeleSe00
93,Corey Liuget,30,DT,6,1,300,6-2,Illinois,3/18/1990,9,1,San Diego Chargers / 1st / 18th pick / 2011,$96000,LiugCo00
65,Greg Mancz,28,C,4,0,302,6-4,Toledo,4/23/1992,5,0,,$2000000,MancGr00
54,Jacob Martin,25,LB,14,1,242,6-2,Temple,12/11/1995,2,2,Seattle Seahawks / 6th / 186th pick / 2018,$750000,MartJa02
66,Nick Martin,27,C,16,16,295,6-4,Notre Dame,4/29/1993,3,7,Houston Texans / 2nd / 50th pick / 2016,$7250000,MartNi00
2,A.J. McCarron,30,QB,2,0,220,6-3,Alabama,9/13/1990,6,0,Cincinnati Bengals / 5th / 164th pick / 2014,$2000000,McCaA.00
55,Benardrick McKinney,28,ILB,4,4,257,6-4,Mississippi St.,11/19/1992,5,1,Houston Texans / 2nd / 43rd pick / 2015,$6000000,McKiBe00
59,Whitney Mercilus,30,DE,13,12,258,6-4,Illinois,7/21/1990,8,5,Houston Texans / 1st / 26th pick / 2012,$10500000,MercWh00
11,Steven Mitchell,26,WR,6,1,186,5-10,USC,5/2/1994,2,0,,$675000,MitcSt02
33,A.J. Moore,25,DB,11,5,202,5-11,Mississippi,12/15/1995,2,2,,$502942,MoorA.00
23,Eric Murray,26,CB,14,14,199,5-11,Minnesota,1/7/1994,4,4,Kansas City Chiefs / 4th / 106th pick / 2016,$2750000,MurrEr00
94,Charles Omenihu,23,DL,15,5,280,6-5,Texas,8/20/1997,1,3,Houston Texans / 5th / 161st pick / 2019,$675000,OmenCh00
36,Jonathan Owens,25,S,6,0,210,5-11,Missouri Western St.,7/22/1995,1,0,,,OwenJo01
40,Scottie Phillips,23,RB,8,0,209,5-8,Mississippi,10/6/1997,Rook,0,,,PhilSc01
24,C.J. Prosise,26,RB,10,0,225,6-1,Notre Dame,5/20/1994,4,0,Seattle Seahawks / 3rd / 90th pick / 2016,$661765,ProsC.00
76,Brent Qvale,29,T,14,3,315,6-7,Nebraska,3/11/1991,6,3,,$910000,QvalBr01
34,John Reid,24,CB,13,1,187,5-10,Penn St.,5/15/1996,Rook,1,Houston Texans / 4th / 141st pick / 2020,$610000,ReidJo00
20,Justin Reid,23,FS,13,13,203,6-1,Stanford,2/15/1997,2,4,Houston Texans / 3rd / 68th pick / 2018,$849957,ReidJu00
21,Bradley Roby,28,CB,10,10,194,5-11,Ohio St.,5/1/1992,6,3,Denver Broncos / 1st / 31st pick / 2014,$4500000,RobyBr00
57,Brennan Scarlett,27,LB,11,4,263,6-4,CaliforniaStanford,7/31/1993,4,2,,$1125000,ScarBr00
74,Max Scharping,24,OT,15,8,327,6-6,Northern Illinois,8/10/1996,1,5,Houston Texans / 2nd / 55th pick / 2019,$725368,SchaMa01
12,Kenny Stills,28,WR,10,0,202,6-1,Oklahoma,4/22/1992,7,1,New Orleans Saints / 5th / 144th pick / 2013,$6975000,StilKe00
28,Michael Thomas,30,S,9,0,195,5-11,Stanford,3/17/1990,7,0,,$1050000,ThomMi02
78,Laremy Tunsil,26,OT,14,14,313,6-5,Mississippi,8/2/1994,4,10,Miami Dolphins / 1st / 13th pick / 2016,$10850000,TunsLa00
81,Kahale Warring,23,TE,7,0,252,6-5,San Diego St.,3/23/1997,Rook,0,Houston Texans / 3rd / 86th pick / 2019,$658252,WarrKa00
91,Carlos Watkins,27,DT,16,11,305,6-3,Clemson,12/5/1993,3,5,Houston Texans / 4th / 142nd pick / 2017,$825000,WatkCa00
4,Deshaun Watson,25,QB,16,16,215,6-2,Clemson,9/14/1995,3,16,Houston Texans / 1st / 12th pick / 2017,$1177123,WatsDe00
99,J.J. Watt,31,DE,16,16,288,6-5,Central MichiganWisconsin,3/22/1989,9,7,Houston Texans / 1st / 11th pick / 2011,$15500000,WattJ.00
46,Jon Weeks,34,C,16,0,242,5-10,Baylor,2/17/1986,10,1,,$1050000,WeekJo00
,Team Total,26.4,,16,,241.4,6-1.8,,,3.4,,,,-9999
