No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
69,Rashod Hill,27,T,15,1,310,6-6,Southern Miss,1/12/1992,3,2,,$2025000,HillRa01
15,Alexander Hollins,23,WR,5,1,166,6-1,Eastern Illinois,11/24/1996,Rook,0,,,HollAl00
92,Jalyn Holmes,23,DE,6,0,283,6-5,Ohio St.,1/25/1996,1,0,Minnesota Vikings / 4th / 102nd pick / 2018,$570000,HolmJa01
21,Mike Hughes,22,CB,14,3,186,5-10,North CarolinaCentral Florida,2/11/1997,1,2,Minnesota Vikings / 1st / 30th pick / 2018,$928522,HughMi00
99,Danielle Hunter,25,DE,16,16,263,6-5,LSU,10/29/1994,4,12,Minnesota Vikings / 3rd / 88th pick / 2015,$9400000,HuntDa01
94,Jaleel Johnson,25,DT,16,3,316,6-3,Iowa,7/12/1994,2,3,Minnesota Vikings / 4th / 109th pick / 2017,$645000,JohnJa09
81,Olabisi Johnson,22,WR,16,6,203,6-0,Colorado St.,3/17/1997,Rook,3,Minnesota Vikings / 7th / 247th pick / 2019,$647500,JohnOl00
61,Brett Jones,28,C,2,0,315,6-2,Regina,7/29/1991,3,0,,$720000,JoneBr04
98,Linval Joseph,31,DT,13,13,329,6-4,East Carolina,10/10/1988,9,6,New York Giants / 2nd / 46th pick / 2010,$8900000,JoseLi99
27,Jayron Kearse,25,SS,15,3,215,6-4,Clemson,2/11/1994,3,2,Minnesota Vikings / 7th / 244th pick / 2016,$720000,KearJa00
54,Eric Kendricks,27,ILB,15,15,232,6-0,UCLA,2/29/1992,4,15,Minnesota Vikings / 2nd / 45th pick / 2015,$4150000,KendEr00
64,Josh Kline,30,OL,13,13,300,6-3,Kent St.,12/29/1989,6,7,,$1450000,KlinJo01
4,Sean Mannion,27,QB,3,1,230,6-6,Oregon St.,4/25/1992,4,0,St. Louis Rams / 3rd / 89th pick / 2015,$805000,MannSe00
51,Hercules Mata'afa,24,DE,6,0,254,6-2,Washington St.,9/18/1995,1,1,,$495000,MataHe00
25,Alexander Mattison,21,RB,13,0,215,5-11,Boise St.,6/19/1998,Rook,4,Minnesota Vikings / 3rd / 102nd pick / 2019,$495000,MattAl01
44,Nate Meadors,22,DB,2,0,194,5-11,UCLA,2/13/1997,Rook,0,,,MeadNa00
75,Brian O'Neill,24,OT,15,15,310,6-7,Pittsburgh,9/15/1995,1,8,Minnesota Vikings / 2nd / 62nd pick / 2018,$680302,ONeiBr00
95,Ifeadi Odenigbo,25,DE,16,0,258,6-3,Northwestern,4/8/1994,1,3,Minnesota Vikings / 7th / 220th pick / 2017,$570000,OdenIf00
71,Riley Reiff,31,OT,15,15,313,6-5,Iowa,12/1/1988,7,8,Detroit Lions / 1st / 23rd pick / 2012,$9400000,ReifRi00
29,Xavier Rhodes,29,CB,15,15,218,6-1,Florida St.,6/19/1990,6,7,Minnesota Vikings / 1st / 25th pick / 2013,$10400000,RhodXa00
82,Kyle Rudolph,30,TE,16,16,265,6-6,Notre Dame,11/9/1989,8,4,Minnesota Vikings / 2nd / 43rd pick / 2011,$7275000,RudoKy00
73,Dru Samia,22,OL,2,0,308,6-5,Oklahoma,8/22/1997,Rook,0,Minnesota Vikings / 4th / 114th pick / 2019,$812500,SamiDr00
34,Andrew Sendejo,32,DB,6,2,210,6-1,Rice,9/9/1987,9,1,,,SendAn00
35,Marcus Sherels,32,DB,3,0,175,5-10,Minnesota,9/30/1987,9,0,,,SherMa20
59,Cameron Smith,22,LB,5,0,235,6-2,USC,3/26/1997,Rook,0,Minnesota Vikings / 5th / 162nd pick / 2019,$702500,SmitCa01
22,Harrison Smith,30,FS,15,15,211,6-2,Notre Dame,2/2/1989,7,7,Minnesota Vikings / 1st / 29th pick / 2012,$8350000,SmitHa00
84,Irv Smith Jr.,21,TE,16,7,240,6-2,Alabama,8/9/1998,Rook,3,Minnesota Vikings / 2nd / 50th pick / 2019,$1447500,SmitIr01
93,Shamar Stephen,28,DT,15,15,310,6-5,Connecticut,2/25/1991,5,7,Minnesota Vikings / 7th / 220th pick / 2014,$900000,StepSh00
19,Adam Thielen,29,WR,10,10,200,6-2,Minnesota St.,8/22/1990,6,5,,$5850000,ThieAd00
11,Laquon Treadwell,24,WR,13,1,215,6-2,Mississippi,6/14/1995,3,2,Minnesota Vikings / 1st / 23rd pick / 2016,$1804770,TreaLa00
74,Oli Udoh,22,T,1,0,320,6-6,Elon,2/14/1997,Rook,0,Minnesota Vikings / 6th / 193rd pick / 2019,$672500,UdohOl01
96,Armon Watts,23,DL,7,1,307,6-5,Arkansas,7/22/1996,Rook,1,Minnesota Vikings / 6th / 190th pick / 2019,$670000,WattAr01
26,Trae Waynes,27,CB,14,14,190,6-0,Michigan St.,7/25/1992,4,4,Minnesota Vikings / 1st / 11th pick / 2015,$9069000,WaynTr00
91,Stephen Weatherly,25,OLB,16,1,262,6-5,Vanderbilt,3/19/1994,3,2,Minnesota Vikings / 7th / 227th pick / 2016,$720000,WeatSt00
50,Eric Wilson,25,ILB,16,6,230,6-1,Cincinnati,9/26/1994,2,4,,$645000,WilsEr00
,Team Total,25.8,,16,,241.0,6-2.0,,,3.0,,,,-9999
