No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
75,Cameron Fleming,28,OT,16,16,325,6-6,Stanford,9/3/1992,6,7,New England Patriots / 4th / 140th pick / 2014,$1500000,FlemCa00
31,Devonta Freeman,28,RB,5,4,206,5-8,Florida St.,3/15/1992,6,1,Atlanta Falcons / 4th / 103rd pick / 2014,$944118,FreeDe00
22,Wayne Gallman,26,RB,15,10,210,6-0,Clemson,10/1/1994,3,5,New York Giants / 4th / 140th pick / 2017,$825000,GallWa00
6,Graham Gano,33,K,16,0,202,6-2,Florida St.,4/9/1987,11,5,,$1050000,GanoGr44
65,Nick Gates,25,OT,16,16,307,6-5,Nebraska,11/27/1995,2,5,,$675000,GateNi00
44,Markus Golden,29,OLB,7,1,260,6-3,Missouri,3/13/1991,5,1,Arizona Cardinals / 2nd / 58th pick / 2015,$4097500,GoldMa00
45,Madre Harper,23,DB,9,0,190,6-2,Oklahoma St.Southern Illinois,10/13/1997,Rook,1,,$502353,HarpMa00
93,Trent Harris,25,DL,4,2,255,6-2,Miami (FL),9/17/1995,1,1,,$397059,HarrTr01
36,Montre Hartage,23,CB,2,0,190,6-0,Northwestern,6/16/1997,1,0,,,HartMo01
71,Will Hernandez,25,OG,13,7,327,6-2,Texas-El Paso,9/2/1995,2,3,New York Giants / 2nd / 34th pick / 2018,$1157340,HernWi00
95,B.J. Hill,25,DT,16,0,303,6-3,North Carolina St.,4/20/1995,2,1,New York Giants / 3rd / 69th pick / 2018,$848690,HillB.00
30,Darnay Holmes,22,CB,12,5,195,5-10,UCLA,6/23/1998,Rook,3,New York Giants / 4th / 110th pick / 2020,$610000,HolmDa01
80,Johnny Holton,30,WR,1,0,190,6-3,Cincinnati,8/22/1990,4,0,,,HoltJo00
98,Austin Johnson,26,DT,16,0,314,6-4,Penn St.,5/8/1994,4,1,Tennessee Titans / 2nd / 43rd pick / 2016,$1362500,JohnAu01
8,Daniel Jones,23,QB,14,14,221,6-5,Duke,5/27/1997,1,9,New York Giants / 1st / 6th pick / 2019,$675000,JoneDa05
58,Casey Kreiter,30,LS,16,0,250,6-1,Iowa,8/13/1990,4,1,,$910000,KreiCa00
57,Niko Lalos,23,DE,6,0,270,6-5,Dartmouth,6/25/1997,Rook,1,,,LaloNi00
97,Dexter Lawrence,23,DL,16,15,342,6-4,Clemson,11/12/1997,1,8,New York Giants / 1st / 17th pick / 2019,$1097184,LawrDe03
66,Shane Lemieux,23,OL,12,9,310,6-4,Oregon,5/12/1997,Rook,3,New York Giants / 5th / 150th pick / 2020,$610000,LemiSh00
33,Dion Lewis,30,RB,16,0,195,5-8,Pittsburgh,9/27/1990,9,2,Philadelphia Eagles / 5th / 149th pick / 2011,$1100000,LewiDi00
37,Ryan Lewis,26,CB,5,3,185,6-0,Pittsburgh,4/15/1994,2,1,,$661765,LewiRy01
20,Julian Love,22,CB,16,6,195,5-11,Notre Dame,3/19/1998,1,3,New York Giants / 4th / 108th pick / 2019,$675000,LoveJu00
81,Austin Mack,23,WR,11,1,215,6-2,Ohio St.,8/31/1997,Rook,1,,,MackAu01
54,Blake Martinez,26,ILB,16,16,237,6-2,Stanford,1/9/1994,4,9,Green Bay Packers / 4th / 131st pick / 2016,$4000000,MartBl01
55,David Mayo,27,ILB,11,2,240,6-2,Texas St.,8/18/1993,5,2,Carolina Panthers / 5th / 169th pick / 2015,$1500000,MayoDa00
12,Colt McCoy,34,QB,4,2,212,6-1,Texas,9/5/1986,10,1,Cleveland Browns / 3rd / 85th pick / 2010,$1050000,McCoCo00
29,Xavier McKinney,21,S,6,4,201,6-0,Alabama,8/9/1999,Rook,2,New York Giants / 2nd / 36th pick / 2020,$400000,McKiXa00
41,Alfred Morris,32,RB,9,0,222,5-10,Florida Atlantic,12/12/1988,8,1,Washington Redskins / 6th / 173rd pick / 2012,,MorrAl00
74,Matt Peart,23,OL,11,1,318,6-7,Connecticut,6/11/1997,Rook,1,New York Giants / 3rd / 99th pick / 2020,$610000,PearMa00
39,Elijhaa Penny,27,RB,14,0,234,6-2,Cerritos (CA)Idaho,8/17/1993,3,0,,$825000,PennEl00
21,Jabrill Peppers,25,SS,15,14,215,5-11,Michigan,10/4/1995,3,6,Cleveland Browns / 1st / 25th pick / 2017,$1875271,PeppJa00
13,Dante Pettis,25,WR,2,0,195,6-1,Washington,10/23/1995,2,1,San Francisco 49ers / 2nd / 44th pick / 2018,$1061869,PettDa00
19,Damion Ratley,25,WR,5,0,200,6-2,Texas A&M,4/16/1995,2,1,Cleveland Browns / 6th / 175th pick / 2018,$750000,RatlDa00
23,Logan Ryan,29,CB,16,15,195,5-11,Rutgers,2/9/1991,7,6,New England Patriots / 3rd / 83rd pick / 2013,$1050000,RyanLo00
91,Jabaal Sheard,31,DL,9,3,268,6-3,Pittsburgh,5/10/1989,9,2,Cleveland Browns / 2nd / 37th pick / 2011,$679412,SheaJa00
87,Sterling Shepard,27,WR,12,12,201,5-10,Oklahoma,2/10/1993,4,5,New York Giants / 2nd / 40th pick / 2016,$6475000,ShepSt00
62,Chad Slade,28,G,1,0,315,6-5,Auburn,5/4/1992,3,0,,$134400,SladCh01
86,Darius Slayton,23,WR,16,15,190,6-1,Auburn,1/12/1997,1,6,New York Giants / 5th / 171st pick / 2019,$675000,SlayDa01
82,Kaden Smith,23,TE,15,12,249,6-5,Stanford,4/24/1997,1,1,San Francisco 49ers / 6th / 176th pick / 2019,$675000,SmitKa00
15,Golden Tate,32,WR,12,4,197,5-10,Notre Dame,8/2/1988,10,3,Seattle Seahawks / 2nd / 60th pick / 2010,$7975000,TateGo00
78,Andrew Thomas,21,OL,16,15,315,6-5,Georgia,1/22/1999,Rook,6,New York Giants / 1st / 4th pick / 2020,$610000,ThomAn02
85,Levine Toilolo,29,TE,16,2,268,6-8,Stanford,7/30/1991,7,0,Atlanta Falcons / 4th / 133rd pick / 2013,$1225000,ToilLe00
94,Dalvin Tomlinson,26,DT,16,16,325,6-3,Alabama,2/28/1994,3,8,New York Giants / 2nd / 55th pick / 2017,$1088468,TomlDa00
83,Eric Tomlinson,28,TE,1,0,263,6-6,Texas-El Paso,4/22/1992,4,0,,$695882,TomlEr01
19,Joe Webb,34,WR,2,0,231,6-4,Ala-Birmingham,11/14/1986,10,0,Minnesota Vikings / 6th / 199th pick / 2010,,WebbJo00
28,Brandon Williams,28,CB,6,0,200,6-0,Texas A&M,9/9/1992,4,0,Arizona Cardinals / 3rd / 92nd pick / 2016,$825000,WillBr07
38,Jarren Williams,23,DB,2,0,187,5-10,Albany (NY),7/18/1997,Rook,0,,,WillJa09
99,Leonard Williams,26,DT,16,12,302,6-5,USC,6/20/1994,5,8,New York Jets / 1st / 6th pick / 2015,$16126000,WillLe02
53,Oshane Ximines,24,EDGE,4,3,254,6-4,Old Dominion,12/7/1996,1,2,New York Giants / 3rd / 95th pick / 2019,$483824,XimiOs00
27,Isaac Yiadom,24,CB,16,10,190,6-1,Boston Col.,2/20/1996,2,4,Denver Broncos / 3rd / 99th pick / 2018,$750000,YiadIs00
70,Kevin Zeitler,30,G,16,16,315,6-4,Wisconsin,3/8/1990,8,5,Cincinnati Bengals / 1st / 27th pick / 2012,$10000000,ZeitKe00
,Team Total,26.1,,16,,237.8,6-2.0,,,3.2,,,,-9999
