No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
36,Ronnie Harrison,22,SS,14,14,214,6-3,Alabama,4/18/1997,1,6,Jacksonville Jaguars / 3rd / 93rd pick / 2018,$617500,HarrRo02
25,D.J. Hayden,29,CB,15,8,190,5-11,Houston,6/27/1990,6,3,Oakland Raiders / 1st / 12th pick / 2013,$5750000,HaydDJ00
30,Tae Hayes,22,DB,1,0,188,5-9,Appalachian St.,8/19/1997,Rook,0,,,HayeTa00
37,Tre Herndon,23,CB,16,14,185,5-11,Vanderbilt,3/5/1996,1,6,,$570000,HernTr00
44,Myles Jack,24,OLB,11,11,244,6-1,UCLA,9/3/1995,3,5,Jacksonville Jaguars / 2nd / 36th pick / 2016,$1313787,JackMy00
48,Leon Jacobs,24,OLB,14,7,245,6-2,Wisconsin,10/3/1995,1,4,Jacksonville Jaguars / 7th / 230th pick / 2018,$570000,JacoLe00
95,Abry Jones,28,DT,16,15,318,6-4,Georgia,9/8/1991,6,6,,$3400000,JoneAb00
85,Charles Jones,23,TE,4,0,255,6-4,Tulane,8/5/1996,Rook,0,,,JoneCh10
83,Ben Koyack,26,TE,11,6,258,6-5,Notre Dame,4/9/1993,3,0,Jacksonville Jaguars / 7th / 229th pick / 2015,$720000,KoyaBe00
4,Josh Lambo,29,K,16,0,215,6-0,Texas A&M,11/19/1990,4,6,,$1000000,LambJo00
11,Marqise Lee,28,WR,6,1,196,6-0,USC,11/25/1991,5,0,Jacksonville Jaguars / 2nd / 39th pick / 2014,$7250000,LeexMa00
65,Brandon Linder,27,OG,16,16,315,6-6,Miami (FL),1/25/1992,5,7,Jacksonville Jaguars / 3rd / 93rd pick / 2014,$5500000,LindBr00
55,Lerentee McCray,29,LB,9,0,249,6-3,Florida,8/26/1990,6,1,,$2000000,McCrLe01
34,Jeremy McNichols,24,RB,1,0,205,5-9,Boise St.,12/26/1995,2,0,Tampa Bay Buccaneers / 5th / 162nd pick / 2017,,McNiJe00
39,Doug Middleton,26,S,2,0,210,6-0,Appalachian St.,9/25/1993,3,0,,,MiddDo01
15,Gardner Minshew II,23,QB,14,12,225,6-1,Northwest Mississippi CCEast CarolinaWashington St.,5/16/1996,Rook,10,Jacksonville Jaguars / 6th / 178th pick / 2019,$495000,MinsGa00
91,Yannick Ngakoue,24,DE,15,15,246,6-2,Maryland,3/31/1995,3,7,Jacksonville Jaguars / 3rd / 69th pick / 2016,$2025000,NgakYa00
35,Parry Nickerson,25,CB,4,1,182,5-10,Tulane,10/11/1994,1,1,New York Jets / 6th / 179th pick / 2018,,NickPa00
68,Andrew Norwell,28,G,16,16,325,6-6,Ohio St.,10/25/1991,5,7,,$13000000,NorwAn01
86,Nick O'Leary,27,TE,5,3,252,6-3,Florida St.,8/31/1992,4,1,Buffalo Bills / 6th / 194th pick / 2015,,OLeaNi00
80,James O'Shaughnessy,27,TE,5,5,245,6-4,Illinois St.,1/14/1992,4,1,Kansas City Chiefs / 5th / 173rd pick / 2015,$805000,O'ShJa00
77,Cedric Ogbuehi,27,OT,14,0,310,6-5,Texas A&M,4/25/1992,4,1,Cincinnati Bengals / 1st / 21st pick / 2015,$805000,OgbuCe00
89,Josh Oliver,22,TE,4,1,249,6-5,San Jose St.,3/21/1997,Rook,0,Jacksonville Jaguars / 3rd / 69th pick / 2019,$495000,OlivJo00
46,Matthew Orzech,24,TE,16,0,245,6-3,Azusa Pacific,4/12/1995,Rook,1,,,OrzeMa00
33,Devine Ozigbo,23,RB,10,0,225,6-0,Nebraska,10/2/1996,Rook,0,,,OzigDe01
54,Donald Payne,25,LB,9,5,217,5-11,Stetson,7/12/1994,2,3,,$645000,PaynDo00
20,Jalen Ramsey,25,CB,3,3,208,6-1,Florida St.,10/24/1994,3,1,Jacksonville Jaguars / 1st / 5th pick / 2016,$3634227,RamsJa00
76,Will Richardson,23,OT,15,2,306,6-6,North Carolina St.,1/4/1996,1,2,Jacksonville Jaguars / 4th / 129th pick / 2018,$570000,RichWi01
74,Cam Robinson,24,OT,14,14,320,6-6,Alabama,10/9/1995,2,6,Jacksonville Jaguars / 2nd / 34th pick / 2017,$1103015,RobiCa00
29,Josh Robinson,28,CB,8,0,200,5-10,Central Florida,1/8/1991,7,0,Minnesota Vikings / 3rd / 66th pick / 2012,$805000,RobiJo01
40,Brandon Rusnak,24,DB,8,0,198,5-11,Michigan,7/11/1995,Rook,0,,,WatsBr01
98,Dontavius Russell,24,DL,3,0,320,6-3,Auburn,9/18/1995,Rook,0,Jacksonville Jaguars / 7th / 235th pick / 2019,$495000,RussDo00
47,Jake Ryan,27,OLB,2,0,240,6-2,Michigan,2/27/1992,4,0,Green Bay Packers / 4th / 129th pick / 2015,$1000000,RyanJa00
69,Tyler Shatley,28,OG,16,0,310,6-3,Clemson,5/5/1991,5,1,,$805000,ShatTy00
53,Malcolm Smith,30,MLB,2,0,225,6-0,USC,7/5/1989,8,0,Seattle Seahawks / 7th / 242nd pick / 2011,,SmitMa02
94,Dawuane Smoot,24,DE,16,0,264,6-3,Illinois,3/2/1995,2,2,Jacksonville Jaguars / 3rd / 68th pick / 2017,$812500,SmooDa00
97,Akeem Spence,28,DT,9,0,303,6-1,Illinois,11/29/1991,6,1,Tampa Bay Buccaneers / 4th / 100th pick / 2013,,SpenAk00
87,Geoff Swaim,26,TE,6,2,260,6-4,Texas,9/16/1993,4,0,Dallas Cowboys / 7th / 246th pick / 2015,$1500000,SwaiGe00
75,Jawaan Taylor,22,OL,16,16,312,6-5,Florida,11/25/1997,Rook,7,Jacksonville Jaguars / 2nd / 35th pick / 2019,$495000,TaylJa02
13,Michael Walker,23,WR,7,0,195,5-11,Boston Col.,10/29/1996,Rook,0,,,WalkMi00
12,Dede Westbrook,26,WR,15,11,178,6-0,Blinn College (TX)Oklahoma,11/21/1993,2,5,Jacksonville Jaguars / 4th / 110th pick / 2017,$645000,WestDe00
56,Quincy Williams,23,OLB,11,8,225,5-11,Murray St.,8/28/1996,Rook,3,Jacksonville Jaguars / 3rd / 98th pick / 2019,$495000,WillQu01
26,Jarrod Wilson,25,S,16,16,209,6-1,Michigan,2/9/1994,3,6,,$1450000,WilsJa00
42,Andrew Wingard,23,S,16,2,209,6-0,Wyoming,12/5/1996,Rook,2,,$495000,WingAn01
,Team Total,25.7,,16,,240.9,6-1.9,,,2.9,,,,-9999
