No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Player-additional
98,Sheldon Richardson,30,DT,16,16,290,6-3,Missouri,11/29/1990,7,7,New York Jets / 1st / 13th pick / 2013,$11900000,RichSh00
4,Austin Seibert,24,K,1,0,211,5-9,Oklahoma,11/15/1996,1,0,Cleveland Browns / 5th / 170th pick / 2019,$675000,SeibAu00
23,Andrew Sendejo,33,DB,14,14,210,6-1,Rice,9/9/1987,10,4,,$1050000,SendAn00
56,Malcolm Smith,31,MLB,15,4,225,6-0,USC,7/5/1989,9,3,Seattle Seahawks / 7th / 242nd pick / 2011,$1050000,SmitMa02
43,Johnny Stanton,26,FB,1,0,250,6-2,UNLV,9/7/1994,2,0,,,StanJo02
36,M.J. Stewart,25,CB,16,0,200,5-11,North Carolina,9/16/1995,2,1,Tampa Bay Buccaneers / 2nd / 53rd pick / 2018,$942101,StewM.00
44,Sione Takitaki,25,LB,15,12,238,6-1,BYU,6/8/1995,1,6,Cleveland Browns / 3rd / 80th pick / 2019,$675000,TakiSi00
60,Alex Taylor,23,T,1,0,301,6-8,South Carolina St.,4/29/1997,Rook,0,,$400000,TaylAl02
10,Taywan Taylor,25,WR,3,0,203,5-11,Western Kentucky,3/2/1995,3,0,Tennessee Titans / 3rd / 72nd pick / 2017,$630882,TaylTa00
96,Vincent Taylor,26,DT,15,1,311,6-3,Oklahoma St.,1/5/1994,3,2,Miami Dolphins / 6th / 194th pick / 2017,$825000,TaylVi00
77,Wyatt Teller,26,OG,11,11,314,6-4,Virginia Tech,11/21/1994,2,8,Buffalo Bills / 5th / 166th pick / 2018,$750000,TellWy00
20,Tavierre Thomas,24,DB,16,3,205,5-10,Ferris St.,3/11/1996,2,2,,$750000,ThomTa01
64,J.C. Tretter,29,OG,16,16,307,6-4,Cornell,2/12/1991,7,9,Green Bay Packers / 4th / 122nd pick / 2013,$4000000,TretJC00
54,Olivier Vernon,30,DE,14,13,262,6-2,Miami (FL),10/7/1990,8,6,Miami Dolphins / 3rd / 72nd pick / 2012,$6750000,VernOl00
21,Denzel Ward,23,CB,12,12,190,5-11,Ohio St.,4/28/1997,2,4,Cleveland Browns / 1st / 4th pick / 2018,$750000,WardDe02
16,Derrick Willies,26,WR,1,0,207,6-4,Texas Tech,10/12/1994,2,0,,,WillDe06
71,Jedrick Wills Jr.,21,OL,15,15,307,6-4,Alabama,5/17/1999,Rook,8,Cleveland Browns / 1st / 10th pick / 2020,,WillJe04
51,Mack Wilson,22,LB,13,8,233,6-1,Alabama,2/14/1998,1,3,Cleveland Browns / 5th / 155th pick / 2019,$675000,WilsMa03
,Team Total,25.6,,16,,241.0,6-1.8,,,2.9,,,,-9999
